carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575898.125033,23119403.3201149,22169467.493178,21218528.235219,20285889.1037072,23503682.4818976,23952229.4680164
22576254.7697962,23118808.5744105,22170013.6728756,21218763.1026787,20285775.0449437,23503033.9400257,23952578.9127029
22576611.4547633,23118213.9126319,22170559.9796537,21218997.9588878,20285661.0816706,23502385.513885,23952928.588763
22576968.2458588,23117619.2555007,22171106.3671158,21219232.914225,20285547.1977225,23501737.0557729,23953278.2850704
22577325.11926,23117024.6475202,22171652.7627596,21219467.8846074,20285433.4301131,23501088.6436108,23953628.098595
22577682.113957,23116430.0822803,22172199.2948412,21219702.8677064,20285319.7670167,23500440.2909123,23953978.0242373
22578039.1769862,23115835.5386672,22172745.8375312,21219937.911179,20285206.2280751,23499791.873258,23954328.1446481
22578396.2800892,23115241.0809296,22173292.4932971,21220173.0243766,20285092.7711234,23499143.5337086,23954678.1717152
22578753.520215,23114646.649071,22173839.2111441,21220408.1466708,20284979.3800224,23498495.1874759,23955028.5027111
22579110.8363983,23114052.1770025,22174385.9732666,21220643.3387542,20284866.0980852,23497846.8668497,23955378.805284
22579468.2232577,23113457.8543565,22174932.8022848,21220878.4938279,20284753.0048993,23497198.5791313,23955729.2395459
22579825.717593,23112863.5333759,22175479.7274675,21221113.7755348,20284639.9418457,23496550.2838509,23956079.7718249
22580183.3110649,23112269.2007524,22176026.694555,21221349.043843,20284526.9840747,23495902.0543348,23956430.3722452
22580540.9493177,23111674.997132,22176573.7448802,21221584.3914469,20284414.1206329,23495253.8389799,23956781.1520725
22580898.7132878,23111080.7591605,22177120.8470578,21221819.7332838,20284301.3396174,23494605.6060245,23957131.9524366
22581256.5417437,23110486.5814729,22177668.0479326,21222055.1588339,20284188.7177861,23493957.3983767,23957482.9847228
22581614.4716002,23109892.3967454,22178215.3570271,21222290.60039,20284076.144307,23493309.2203147,23957833.9808645
22581972.4780693,23109298.3403973,22178762.6345537,21222526.0763585,20283963.718492,23492661.0260793,23958185.1792113
22582330.5426866,23108704.2668373,22179310.0145097,21222761.5823525,20283851.3680889,23492012.9675957,23958536.4178899
22582688.7637029,23108110.200441,22179857.4860052,21222997.1709015,20283739.0696518,23491364.7997171,23958887.7514787
22583047.0403161,23107516.2853659,22180405.0715942,21223232.7987045,20283626.9541422,23490716.7017833,23959239.2246215
22583405.399147,23106922.3186963,22180952.6418973,21223468.414008,20283514.9047412,23490068.6148642,23959590.7953704
22583763.8125889,23106328.4237839,22181500.3100616,21223704.1286514,20283402.9509163,23489420.5829468,23959942.4694108
22584122.3087856,23105734.5849401,22182047.9714185,21223939.8156772,20283291.0896975,23488772.5442438,23960294.18706
22584480.9697417,23105140.7379803,22182595.8172116,21224175.5609451,20283179.3496944,23488124.5696724,23960646.0946126
22584839.6280827,23104546.911413,22183143.7079837,21224411.3476092,20283067.7194263,23487476.5087962,23960998.0761932
