SVpos_x_1,SVpos_y_1,SVpos_z_1,SVpos_x_2,SVpos_y_2,SVpos_z_2,SVpos_x_3,SVpos_y_3,SVpos_z_3,SVpos_x_4,SVpos_y_4,SVpos_z_4,SVpos_x_5,SVpos_y_5,SVpos_z_5,SVpos_x_6,SVpos_y_6,SVpos_z_6,SVpos_x_7,SVpos_y_7,SVpos_z_7,SVpos_x_8,SVpos_y_8,SVpos_z_8,SVpos_x_9,SVpos_y_9,SVpos_z_9,SVpos_x_10,SVpos_y_10,SVpos_z_10,SVpos_x_11,SVpos_y_11,SVpos_z_11,SVpos_x_12,SVpos_y_12,SVpos_z_12,SVpos_x_13,SVpos_y_13,SVpos_z_13,SVpos_x_14,SVpos_y_14,SVpos_z_14,SVpos_x_15,SVpos_y_15,SVpos_z_15,SVpos_x_16,SVpos_y_16,SVpos_z_16,SVpos_x_17,SVpos_y_17,SVpos_z_17,SVpos_x_18,SVpos_y_18,SVpos_z_18,SVpos_x_19,SVpos_y_19,SVpos_z_19,SVpos_x_20,SVpos_y_20,SVpos_z_20,SVpos_x_21,SVpos_y_21,SVpos_z_21,SVpos_x_22,SVpos_y_22,SVpos_z_22,SVpos_x_23,SVpos_y_23,SVpos_z_23,SVpos_x_24,SVpos_y_24,SVpos_z_24,SVpos_x_25,SVpos_y_25,SVpos_z_25,SVpos_x_26,SVpos_y_26,SVpos_z_26,SVpos_x_27,SVpos_y_27,SVpos_z_27,SVpos_x_28,SVpos_y_28,SVpos_z_28,SVpos_x_29,SVpos_y_29,SVpos_z_29,SVpos_x_30,SVpos_y_30,SVpos_z_30,SVpos_x_31,SVpos_y_31,SVpos_z_31,SVpos_x_32,SVpos_y_32,SVpos_z_32,SVpos_x_33,SVpos_y_33,SVpos_z_33,SVpos_x_34,SVpos_y_34,SVpos_z_34,SVpos_x_35,SVpos_y_35,SVpos_z_35,SVpos_x_36,SVpos_y_36,SVpos_z_36,SVpos_x_37,SVpos_y_37,SVpos_z_37,SVpos_x_38,SVpos_y_38,SVpos_z_38,SVpos_x_39,SVpos_y_39,SVpos_z_39,SVpos_x_40,SVpos_y_40,SVpos_z_40,SVpos_x_41,SVpos_y_41,SVpos_z_41,SVpos_x_42,SVpos_y_42,SVpos_z_42,SVpos_x_43,SVpos_y_43,SVpos_z_43,SVpos_x_44,SVpos_y_44,SVpos_z_44,SVpos_x_45,SVpos_y_45,SVpos_z_45,SVpos_x_46,SVpos_y_46,SVpos_z_46,SVpos_x_47,SVpos_y_47,SVpos_z_47,SVpos_x_48,SVpos_y_48,SVpos_z_48,SVpos_x_49,SVpos_y_49,SVpos_z_49,SVpos_x_50,SVpos_y_50,SVpos_z_50,SVpos_x_51,SVpos_y_51,SVpos_z_51,SVpos_x_52,SVpos_y_52,SVpos_z_52,SVpos_x_53,SVpos_y_53,SVpos_z_53,SVpos_x_54,SVpos_y_54,SVpos_z_54,SVpos_x_55,SVpos_y_55,SVpos_z_55,SVpos_x_56,SVpos_y_56,SVpos_z_56,SVpos_x_57,SVpos_y_57,SVpos_z_57,SVpos_x_58,SVpos_y_58,SVpos_z_58,SVpos_x_59,SVpos_y_59,SVpos_z_59,SVpos_x_60,SVpos_y_60,SVpos_z_60,SVpos_x_61,SVpos_y_61,SVpos_z_61,SVpos_x_62,SVpos_y_62,SVpos_z_62,SVpos_x_63,SVpos_y_63,SVpos_z_63,SVpos_x_64,SVpos_y_64,SVpos_z_64,SVpos_x_65,SVpos_y_65,SVpos_z_65,SVpos_x_66,SVpos_y_66,SVpos_z_66,SVpos_x_67,SVpos_y_67,SVpos_z_67,SVpos_x_68,SVpos_y_68,SVpos_z_68,SVpos_x_69,SVpos_y_69,SVpos_z_69,SVpos_x_70,SVpos_y_70,SVpos_z_70,SVpos_x_71,SVpos_y_71,SVpos_z_71,SVpos_x_72,SVpos_y_72,SVpos_z_72,SVpos_x_73,SVpos_y_73,SVpos_z_73,SVpos_x_74,SVpos_y_74,SVpos_z_74,SVpos_x_75,SVpos_y_75,SVpos_z_75,SVpos_x_76,SVpos_y_76,SVpos_z_76,SVpos_x_77,SVpos_y_77,SVpos_z_77,SVpos_x_78,SVpos_y_78,SVpos_z_78,SVpos_x_79,SVpos_y_79,SVpos_z_79,SVpos_x_80,SVpos_y_80,SVpos_z_80,SVpos_x_81,SVpos_y_81,SVpos_z_81,SVpos_x_82,SVpos_y_82,SVpos_z_82,SVpos_x_83,SVpos_y_83,SVpos_z_83,SVpos_x_84,SVpos_y_84,SVpos_z_84,SVpos_x_85,SVpos_y_85,SVpos_z_85,SVpos_x_86,SVpos_y_86,SVpos_z_86,SVpos_x_87,SVpos_y_87,SVpos_z_87,SVpos_x_88,SVpos_y_88,SVpos_z_88,SVpos_x_89,SVpos_y_89,SVpos_z_89,SVpos_x_90,SVpos_y_90,SVpos_z_90,SVpos_x_91,SVpos_y_91,SVpos_z_91,SVpos_x_92,SVpos_y_92,SVpos_z_92,SVpos_x_93,SVpos_y_93,SVpos_z_93,SVpos_x_94,SVpos_y_94,SVpos_z_94,SVpos_x_95,SVpos_y_95,SVpos_z_95,SVpos_x_96,SVpos_y_96,SVpos_z_96,SVpos_x_97,SVpos_y_97,SVpos_z_97,SVpos_x_98,SVpos_y_98,SVpos_z_98,SVpos_x_99,SVpos_y_99,SVpos_z_99,SVpos_x_100,SVpos_y_100,SVpos_z_100,SVpos_x_101,SVpos_y_101,SVpos_z_101,SVpos_x_102,SVpos_y_102,SVpos_z_102,SVpos_x_103,SVpos_y_103,SVpos_z_103,SVpos_x_104,SVpos_y_104,SVpos_z_104,SVpos_x_105,SVpos_y_105,SVpos_z_105,SVpos_x_106,SVpos_y_106,SVpos_z_106,SVpos_x_107,SVpos_y_107,SVpos_z_107,SVpos_x_108,SVpos_y_108,SVpos_z_108,SVpos_x_109,SVpos_y_109,SVpos_z_109,SVpos_x_110,SVpos_y_110,SVpos_z_110,SVpos_x_111,SVpos_y_111,SVpos_z_111,SVpos_x_112,SVpos_y_112,SVpos_z_112,SVpos_x_113,SVpos_y_113,SVpos_z_113,SVpos_x_114,SVpos_y_114,SVpos_z_114,SVpos_x_115,SVpos_y_115,SVpos_z_115,SVpos_x_116,SVpos_y_116,SVpos_z_116,SVpos_x_117,SVpos_y_117,SVpos_z_117,SVpos_x_118,SVpos_y_118,SVpos_z_118,SVpos_x_119,SVpos_y_119,SVpos_z_119,SVpos_x_120,SVpos_y_120,SVpos_z_120,SVpos_x_121,SVpos_y_121,SVpos_z_121,SVpos_x_122,SVpos_y_122,SVpos_z_122,SVpos_x_123,SVpos_y_123,SVpos_z_123,SVpos_x_124,SVpos_y_124,SVpos_z_124,SVpos_x_125,SVpos_y_125,SVpos_z_125,SVpos_x_126,SVpos_y_126,SVpos_z_126,SVpos_x_127,SVpos_y_127,SVpos_z_127,SVpos_x_128,SVpos_y_128,SVpos_z_128,SVpos_x_129,SVpos_y_129,SVpos_z_129,SVpos_x_130,SVpos_y_130,SVpos_z_130,SVpos_x_131,SVpos_y_131,SVpos_z_131,SVpos_x_132,SVpos_y_132,SVpos_z_132,SVpos_x_133,SVpos_y_133,SVpos_z_133,SVpos_x_134,SVpos_y_134,SVpos_z_134,SVpos_x_135,SVpos_y_135,SVpos_z_135,SVpos_x_136,SVpos_y_136,SVpos_z_136,SVpos_x_137,SVpos_y_137,SVpos_z_137,SVpos_x_138,SVpos_y_138,SVpos_z_138,SVpos_x_139,SVpos_y_139,SVpos_z_139,SVpos_x_140,SVpos_y_140,SVpos_z_140,SVpos_x_141,SVpos_y_141,SVpos_z_141,SVpos_x_142,SVpos_y_142,SVpos_z_142,SVpos_x_143,SVpos_y_143,SVpos_z_143,SVpos_x_144,SVpos_y_144,SVpos_z_144,SVpos_x_145,SVpos_y_145,SVpos_z_145,SVpos_x_146,SVpos_y_146,SVpos_z_146,SVpos_x_147,SVpos_y_147,SVpos_z_147,SVpos_x_148,SVpos_y_148,SVpos_z_148,SVpos_x_149,SVpos_y_149,SVpos_z_149,SVpos_x_150,SVpos_y_150,SVpos_z_150,SVpos_x_151,SVpos_y_151,SVpos_z_151,SVpos_x_152,SVpos_y_152,SVpos_z_152,SVpos_x_153,SVpos_y_153,SVpos_z_153,SVpos_x_154,SVpos_y_154,SVpos_z_154,SVpos_x_155,SVpos_y_155,SVpos_z_155,SVpos_x_156,SVpos_y_156,SVpos_z_156,SVpos_x_157,SVpos_y_157,SVpos_z_157,SVpos_x_158,SVpos_y_158,SVpos_z_158
-17796538.7855991,-7114789.41509445,18279897.8038233,NaN,NaN,NaN,-17677360.1639491,3885123.85852097,19313393.0722798,-26571237.560035,-1072483.56356197,-82924.9208629081,NaN,NaN,NaN,4355302.03078776,23478784.286563,11624748.5409838,NaN,NaN,NaN,NaN,NaN,NaN,-23232489.2415631,7626571.99501152,-10459936.5819559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12485268.6838559,23216880.3316083,3105965.17463864,NaN,NaN,NaN,NaN,NaN,NaN,-10334556.4308532,13311318.1896166,20955416.4511895,NaN,NaN,NaN,-536726.97468966,14673017.1030657,21849309.7290554,NaN,NaN,NaN,-19830580.1252181,-12866868.8912302,13292219.9914248,-14429172.7064762,-6596054.96441021,21489364.3734282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8606580.60102051,23425264.9832517,9906732.71312092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28538244.4952451,7313158.14285952,-2844424.0051553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4175814.12928674,18138188.6098825,22999891.4757691,-19173647.8266593,359892.700665211,22551498.8115313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23449388.5142119,-7414985.18573617,16483075.6119815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12397264.4176205,26612570.2292219,-3874590.42282581,1685760.83274394,25455915.9675699,15016792.0779865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12790853.3561992,24687747.8029736,10135097.6203472,-34283861.4179518,24529604.956327,113102.895737369,4300891.25507319,41918696.812514,-417500.774054367,-14799599.5976097,39435221.3110727,555990.029479699,-39600706.2511611,14438692.2052982,577809.503120603,NaN,NaN,NaN,NaN,NaN,NaN,-22506765.7274555,34598070.5453124,7381301.51942292,-6145187.73360312,33731520.0333076,24902052.005208,NaN,NaN,NaN,-9625549.40754886,35737129.6295775,19995671.4121649,NaN,NaN,NaN,NaN,NaN,NaN,2186387.22636806,39896732.8227548,13945737.6397282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23820235.3600897,13035996.4774472,6413872.99980516,-19530627.8772414,-2127175.56751753,19825855.4869619,NaN,NaN,NaN,-14416038.7061008,21085084.3722984,-11191760.9764502,NaN,NaN,NaN,15440152.2073109,13405106.0639708,18994102.1098947,NaN,NaN,NaN,8173232.65121355,26082363.1639408,5706839.54846861,NaN,NaN,NaN,NaN,NaN,NaN,-22603457.8035367,3234592.22791553,16035151.0209974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6441827.04442409,14572143.8076246,22901671.2707519,NaN,NaN,NaN,NaN,NaN,NaN,-3832577.38596159,36856777.9836261,20246494.7459875,NaN,NaN,NaN,-18861469.2969315,32877990.8462802,18333674.7298045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32300613.5426104,26910289.371241,-3285558.08825865,7266363.29202087,41479660.297035,-1761326.17479556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-17797588.0253115,-7116901.34880144,18278113.4169419,NaN,NaN,NaN,-17676214.8595942,3882929.33386191,19314887.0781529,-26571237.0378824,-1072763.27296548,-79754.8580159875,NaN,NaN,NaN,4354426.36872633,23477595.2622409,11627497.1019406,NaN,NaN,NaN,NaN,NaN,NaN,-23233811.4378109,7626317.29855916,-10457172.0636697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12485730.4149307,23217052.4016439,3102828.34895915,NaN,NaN,NaN,NaN,NaN,NaN,-10337103.9544501,13311074.7834831,20954291.6640134,NaN,NaN,NaN,-539546.634818199,14672697.9225656,21849441.3916117,NaN,NaN,NaN,-19831293.9620215,-12868262.7221869,13289715.44029,-14428050.9717415,-6598505.15816231,21489384.5448683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8607421.60268314,23426102.2603946,9903879.44304104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28538519.4428345,7313245.97000242,-2841450.22714449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4177285.96079938,18136403.788323,23001032.7969481,-19175178.3813496,358221.74887854,22550226.094176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23447757.1458942,-7415244.85984045,16485280.9264942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12397036.8612324,26612240.5258271,-3877590.1514085,1685336.83360163,25457363.9092996,15014384.5534968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12790294.3138909,24686883.6656032,10137908.5516093,-34283860.9396458,24529603.0448999,113088.507155993,4300889.47581074,41918700.0709844,-417403.964076917,-14799604.2618276,39435219.2034374,556067.80362196,-39600706.4817148,14438690.5040949,577802.925974259,NaN,NaN,NaN,NaN,NaN,NaN,-22506120.8944618,34598966.2670891,7378961.18894998,-6144347.1046409,33730238.0600122,24903987.3335076,NaN,NaN,NaN,-9625333.34831211,35738229.4064307,19993766.6841353,NaN,NaN,NaN,NaN,NaN,NaN,2187513.67470859,39895840.8679033,13948118.5920761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23819730.1421521,13035458.3258137,6416858.76021543,-19528883.4360281,-2128616.69056147,19827423.8768353,NaN,NaN,NaN,-14417112.9373247,21085789.5182753,-11189047.529613,NaN,NaN,NaN,15440345.27582,13407271.5447009,18992419.1430718,NaN,NaN,NaN,8173183.46346123,26083031.2644144,5703862.50913316,NaN,NaN,NaN,NaN,NaN,NaN,-22605140.4665626,3233859.7135466,16032928.6596396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6444268.80987615,14571198.3174467,22901589.2619534,NaN,NaN,NaN,NaN,NaN,NaN,-3831716.59255778,36855724.3178989,20248570.7267843,NaN,NaN,NaN,-18861186.0161304,32879396.1021977,18331436.7681832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32300625.7635241,26910295.0871252,-3285381.35552077,7266358.28781074,41479658.495598,-1761380.44404853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-17798637.2858814,-7119013.01466673,18276328.6379034,NaN,NaN,NaN,-17675069.5896825,3880734.57988976,19316380.6684774,-26571236.1345809,-1073042.96550884,-76584.7927229265,NaN,NaN,NaN,4353550.46374382,23476405.9909395,11630245.4154444,NaN,NaN,NaN,NaN,NaN,NaN,-23235133.3021154,7626062.67392646,-10454407.3244161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12486191.9210683,23217224.1675243,3099691.45787659,NaN,NaN,NaN,NaN,NaN,NaN,-10339651.3560374,13310831.5469123,20953166.4475761,NaN,NaN,NaN,-542366.331891545,14672378.9108644,21849572.5767364,NaN,NaN,NaN,-19832007.7110774,-12869656.2599924,13287210.6241312,-14426929.3693852,-6600955.41261537,21489404.2668797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8608262.35098184,23426939.3025641,9901025.9683089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28538794.0905298,7313333.7636451,-2838476.40614872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4178758.01054709,18134618.99882,23002173.7641654,-19176708.986732,356551.017112773,22548953.0306312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23446125.5800164,-7415504.69742652,16487485.9877714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12396809.2285713,26611910.5222434,-3880589.8204582,1684913.02868766,25458811.6570899,15011976.7982873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12789735.0169883,24686019.3615996,10140719.3262648,-34283860.4614988,24529601.1333146,113074.11797362,4300887.69699155,41918703.3293379,-417307.15189664,-14799608.9261206,39435217.0958826,556145.574782016,-39600706.712368,14438688.8028646,577796.345753055,NaN,NaN,NaN,NaN,NaN,NaN,-22505475.9289643,34599861.891482,7376620.81913052,-6143506.66333505,33728955.9671157,24905922.5308841,NaN,NaN,NaN,-9625117.1283229,35739329.1504422,19991861.8490413,NaN,NaN,NaN,NaN,NaN,NaN,2188639.99308774,39894948.7511182,13950499.4710672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23819224.6921046,13034919.9304323,6419844.4035512,-19527138.9509029,-2130058.04032668,19828991.9032208,NaN,NaN,NaN,-14418186.8773795,21086494.5454492,-11186333.8770751,NaN,NaN,NaN,15440538.4591346,13409436.8227339,18990735.8279545,NaN,NaN,NaN,8173134.26692853,26083699.0331594,5700885.36533846,NaN,NaN,NaN,NaN,NaN,NaN,-22606822.9418191,3233127.40242095,16030706.0040357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6446710.62978493,14570252.9932205,22901506.8327527,NaN,NaN,NaN,NaN,NaN,NaN,-3830855.95270971,36854670.527255,20250646.6008686,NaN,NaN,NaN,-18860902.5300273,32880801.3157137,18329198.7091992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32300637.9836629,26910300.8048395,-3285204.60531744,7266353.28329886,41479656.6946348,-1761434.70392313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-17799686.5672545,-7121124.41265389,18274543.4667479,NaN,NaN,NaN,-17673924.3539932,3878539.59612182,19317873.8435776,-26571234.8501287,-1073322.64110985,-73414.7265625099,NaN,NaN,NaN,4352674.31581826,23475216.4727136,11632993.4814368,NaN,NaN,NaN,NaN,NaN,NaN,-23236454.835075,7625808.1209476,-10451642.3629352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12486653.2025257,23217395.6292957,3096554.49996204,NaN,NaN,NaN,NaN,NaN,NaN,-10342198.6361588,13310588.4798315,20952040.8016316,NaN,NaN,NaN,-545186.067182938,14672060.0678204,21849703.2844884,NaN,NaN,NaN,-19832721.3726711,-12871049.5053021,13284705.5418027,-14425807.8997015,-6603405.72712797,21489423.5394583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8609102.84573656,23427776.1095077,9898172.28966224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28539068.4384641,7313421.52378484,-2835502.5407957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4180230.27851039,18132834.2414232,23003314.3774035,-19178239.6431239,354880.504993591,22547679.620613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23444493.816619,-7415764.69852047,16489690.7957789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12396581.5197376,26611580.2185418,-3883589.42921368,1684489.41797796,25460259.210898,15009568.8123948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12789175.4652059,24685154.8905965,10143529.9456108,-34283859.9835104,24529599.2215711,113059.728190333,4300885.9186153,41918706.5875752,-417210.337490972,-14799613.5904899,39435214.9884077,556223.342977994,-39600706.9431204,14438687.1016075,577789.762457023,NaN,NaN,NaN,NaN,NaN,NaN,-22504830.8306695,34600757.4188985,7374280.40886113,-6142666.40930222,33727673.754034,24907857.5982501,NaN,NaN,NaN,-9624900.74758613,35740428.8615882,19989956.906893,NaN,NaN,NaN,NaN,NaN,NaN,2189766.18121338,39894056.4726312,13952880.2761213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23818719.0102305,13034381.2915331,6422829.928334,-19525394.4219216,-2131499.6168008,19830559.5660897,NaN,NaN,NaN,-14419260.5262686,21087199.4537684,-11183620.0188862,NaN,NaN,NaN,15440731.7572229,13411601.8980248,18989052.1645735,NaN,NaN,NaN,8173085.06155604,26084366.4703276,5697908.11642925,NaN,NaN,NaN,NaN,NaN,NaN,-22608505.2296557,3232395.29434626,16028483.0536967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6449152.50293005,14569307.8354167,22901423.9831908,NaN,NaN,NaN,NaN,NaN,NaN,-3829995.46684596,36853616.6122191,20252722.3672395,NaN,NaN,NaN,-18860618.8384934,32882206.4874684,18326960.5517971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32300650.2030266,26910306.5243838,-3285027.83764959,7266348.27848541,41479654.8941453,-1761488.95441907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
