dop1_1,dop1_2,dop1_3,dop1_4,dop1_5,dop1_6,dop1_7,dop1_8,dop1_9,dop1_10,dop1_11,dop1_12,dop1_13,dop1_14,dop1_15,dop1_16,dop1_17,dop1_18,dop1_19,dop1_20,dop1_21,dop1_22,dop1_23,dop1_24,dop1_25,dop1_26,dop1_27,dop1_28,dop1_29,dop1_30,dop1_31,dop1_32,dop1_33,dop1_34,dop1_35,dop1_36,dop1_37,dop1_38,dop1_39,dop1_40,dop1_41,dop1_42,dop1_43,dop1_44,dop1_45,dop1_46,dop1_47,dop1_48,dop1_49,dop1_50,dop1_51,dop1_52,dop1_53,dop1_54,dop1_55,dop1_56,dop1_57,dop1_58,dop1_59,dop1_60,dop1_61,dop1_62,dop1_63,dop1_64,dop1_65,dop1_66,dop1_67,dop1_68,dop1_69,dop1_70,dop1_71,dop1_72,dop1_73,dop1_74,dop1_75,dop1_76,dop1_77,dop1_78,dop1_79,dop1_80,dop1_81,dop1_82,dop1_83,dop1_84,dop1_85,dop1_86,dop1_87,dop1_88,dop1_89,dop1_90,dop1_91,dop1_92,dop1_93,dop1_94,dop1_95,dop1_96,dop1_97,dop1_98,dop1_99,dop1_100,dop1_101,dop1_102,dop1_103,dop1_104,dop1_105,dop1_106,dop1_107,dop1_108,dop1_109,dop1_110,dop1_111,dop1_112,dop1_113,dop1_114,dop1_115,dop1_116,dop1_117,dop1_118,dop1_119,dop1_120,dop1_121,dop1_122,dop1_123,dop1_124,dop1_125,dop1_126,dop1_127,dop1_128,dop1_129,dop1_130,dop1_131,dop1_132,dop1_133,dop1_134,dop1_135,dop1_136,dop1_137,dop1_138,dop1_139,dop1_140,dop1_141,dop1_142,dop1_143,dop1_144,dop1_145,dop1_146,dop1_147,dop1_148,dop1_149,dop1_150,dop1_151,dop1_152,dop1_153,dop1_154,dop1_155,dop1_156,dop1_157,dop1_158
-2943.985,NaN,-1831.574,2286.506,NaN,1843.929,NaN,NaN,2890.611,NaN,NaN,NaN,NaN,-2473.736,NaN,NaN,758.239,NaN,2015.576,NaN,-2379.992,-3128.248,NaN,NaN,NaN,NaN,NaN,-923.84,NaN,NaN,NaN,NaN,NaN,NaN,-1247.147,2544.413,4406.812,NaN,NaN,NaN,-2272.975,965.618,NaN,NaN,NaN,NaN,NaN,-4083.734,NaN,-1961.992,-92.345,2204.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2430.54,NaN,NaN,NaN,NaN,NaN,NaN,324.366,-1454.264,NaN,NaN,NaN,NaN,NaN,NaN,339.04,NaN,NaN,NaN,NaN,-2787.004,-473.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.419,0.217,39.728,37.312,-1.813,NaN,NaN,-936.869,-61.175,NaN,-384.896,NaN,NaN,225.184,NaN,NaN,NaN,NaN,NaN,1599.463,-1302.528,NaN,3376.742,NaN,287.538,NaN,-1813.015,NaN,NaN,-1419.085,NaN,NaN,NaN,NaN,NaN,764.095,NaN,NaN,119.817,NaN,-522.739,NaN,NaN,NaN,2318.43,-2865.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-996.491,1716.937,NaN,-5.424,7.006,NaN,NaN,NaN
-2944.931,NaN,-1832.624,2286.042,NaN,1843.083,NaN,NaN,2889.666,NaN,NaN,NaN,NaN,-2474.894,NaN,NaN,757.36,NaN,2014.589,NaN,-2380.423,-3129,NaN,NaN,NaN,NaN,NaN,-925.006,NaN,NaN,NaN,NaN,NaN,NaN,-1248.644,2543.181,4406.088,NaN,NaN,NaN,-2274.271,964.301,NaN,NaN,NaN,NaN,NaN,-4084.347,NaN,-1962.717,-93.554,2203.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.884,NaN,NaN,NaN,NaN,NaN,NaN,323.753,-1455.064,NaN,NaN,NaN,NaN,NaN,NaN,338.025,NaN,NaN,NaN,NaN,-2787.866,-474.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.772,-0.352,39.055,36.811,-2.277,NaN,NaN,-937.577,-61.889,NaN,-385.803,NaN,NaN,224.327,NaN,NaN,NaN,NaN,NaN,1598.447,-1303.626,NaN,3376.056,NaN,286.433,NaN,-1813.804,NaN,NaN,-1419.967,NaN,NaN,NaN,NaN,NaN,763.323,NaN,NaN,119.03,NaN,-523.464,NaN,NaN,NaN,2318.33,-2866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.289,1716.335,NaN,-5.956,6.581,NaN,NaN,NaN
-2944.053,NaN,-1832.679,2285.868,NaN,1843.259,NaN,NaN,2890.518,NaN,NaN,NaN,NaN,-2474.812,NaN,NaN,757.492,NaN,2015.007,NaN,-2379.597,-3128.765,NaN,NaN,NaN,NaN,NaN,-925.147,NaN,NaN,NaN,NaN,NaN,NaN,-1248.883,2543.041,4406.852,NaN,NaN,NaN,-2274.323,963.998,NaN,NaN,NaN,NaN,NaN,-4083.921,NaN,-1962.436,-92.691,2204.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2430.119,NaN,NaN,NaN,NaN,NaN,NaN,324.36,-1454.405,NaN,NaN,NaN,NaN,NaN,NaN,338.274,NaN,NaN,NaN,NaN,-2787.453,-473.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.243,0.22,39.706,37.255,-1.963,NaN,NaN,-937.235,-61.35,NaN,-385.544,NaN,NaN,224.924,NaN,NaN,NaN,NaN,NaN,1598.487,-1303.661,NaN,3376.624,NaN,286.468,NaN,-1813.53,NaN,NaN,-1419.491,NaN,NaN,NaN,NaN,NaN,763.729,NaN,NaN,119.613,NaN,-523.211,NaN,NaN,NaN,2318.388,-2865.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-996.992,1716.814,NaN,-5.451,7.137,NaN,NaN,NaN
-2944.22,NaN,-1833.365,2285.552,NaN,1843.05,NaN,NaN,2890.404,NaN,NaN,NaN,NaN,-2475.214,NaN,NaN,757.262,NaN,2014.6,NaN,-2379.78,-3129.162,NaN,NaN,NaN,NaN,NaN,-925.657,NaN,NaN,NaN,NaN,NaN,NaN,-1249.901,2542.311,4406.854,NaN,NaN,NaN,-2275.078,962.968,NaN,NaN,NaN,NaN,NaN,-4083.752,NaN,-1962.318,-93.288,2203.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2430.193,NaN,NaN,NaN,NaN,NaN,NaN,324.106,-1454.513,NaN,NaN,NaN,NaN,NaN,NaN,337.648,NaN,NaN,NaN,NaN,-2787.674,-474.439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.269,0.109,39.67,37.143,-1.734,NaN,NaN,-937.417,-61.526,NaN,-385.506,NaN,NaN,224.726,NaN,NaN,NaN,NaN,NaN,1597.945,-1304.249,NaN,3376.461,NaN,285.965,NaN,-1814.022,NaN,NaN,-1419.71,NaN,NaN,NaN,NaN,NaN,763.474,NaN,NaN,119.627,NaN,-523.368,NaN,NaN,NaN,2318.408,-2865.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.261,1716.658,NaN,-5.461,6.948,NaN,NaN,NaN
-2944.064,NaN,-1833.78,2285.778,NaN,1843.074,NaN,NaN,2890.755,NaN,NaN,NaN,NaN,-2475.595,NaN,NaN,757.145,NaN,2014.593,NaN,-2379.466,-3129.132,NaN,NaN,NaN,NaN,NaN,-926.323,NaN,NaN,NaN,NaN,NaN,NaN,-1250.581,2541.834,4406.7,NaN,NaN,NaN,-2275.58,962.347,NaN,NaN,NaN,NaN,NaN,-4083.602,NaN,-1962.525,-93.41,2203.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.955,NaN,NaN,NaN,NaN,NaN,NaN,323.822,-1454.383,NaN,NaN,NaN,NaN,NaN,NaN,337.28,NaN,NaN,NaN,NaN,-2787.716,-474.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.156,0.293,39.581,37.271,-1.745,NaN,NaN,-937.421,-61.472,NaN,-385.752,NaN,NaN,224.64,NaN,NaN,NaN,NaN,NaN,1597.733,-1304.647,NaN,3376.473,NaN,285.208,NaN,-1814.277,NaN,NaN,-1419.685,NaN,NaN,NaN,NaN,NaN,763.423,NaN,NaN,119.535,NaN,-523.582,NaN,NaN,NaN,2318.485,-2864.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.102,1716.685,NaN,-5.368,7.167,NaN,NaN,NaN
-2944.195,NaN,-1834.353,2285.124,NaN,1842.634,NaN,NaN,2890.366,NaN,NaN,NaN,NaN,-2476.312,NaN,NaN,756.643,NaN,2014.061,NaN,-2379.945,-3129.338,NaN,NaN,NaN,NaN,NaN,-926.855,NaN,NaN,NaN,NaN,NaN,NaN,-1251.489,2541.017,4406.608,NaN,NaN,NaN,-2276.292,961.304,NaN,NaN,NaN,NaN,NaN,-4083.763,NaN,-1962.596,-93.803,2203.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.919,NaN,NaN,NaN,NaN,NaN,NaN,323.687,-1454.595,NaN,NaN,NaN,NaN,NaN,NaN,336.637,NaN,NaN,NaN,NaN,-2787.942,-475.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.966,0.29,39.648,37.131,-1.827,NaN,NaN,-937.729,-61.405,NaN,-385.741,NaN,NaN,224.572,NaN,NaN,NaN,NaN,NaN,1597.095,-1305.325,NaN,3376.462,NaN,284.742,NaN,-1814.601,NaN,NaN,-1419.934,NaN,NaN,NaN,NaN,NaN,763.144,NaN,NaN,119.45,NaN,-523.835,NaN,NaN,NaN,2318.316,-2865.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.47,1716.552,NaN,-5.516,6.984,NaN,NaN,NaN
-2944.358,NaN,-1835.067,2284.907,NaN,1842.425,NaN,NaN,2890.476,NaN,NaN,NaN,NaN,-2476.859,NaN,NaN,756.252,NaN,2013.904,NaN,-2379.363,-3129.922,NaN,NaN,NaN,NaN,NaN,-927.669,NaN,NaN,NaN,NaN,NaN,NaN,-1252.423,2540.114,4406.659,NaN,NaN,NaN,-2277.061,960.605,NaN,NaN,NaN,NaN,NaN,-4083.856,NaN,-1962.823,-93.703,2204.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.568,NaN,NaN,NaN,NaN,NaN,NaN,323.64,-1454.72,NaN,NaN,NaN,NaN,NaN,NaN,336.254,NaN,NaN,NaN,NaN,-2788.297,-476.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.728,0.257,39.507,37.121,-1.944,NaN,NaN,-938.232,-61.697,NaN,-386.098,NaN,NaN,224.46,NaN,NaN,NaN,NaN,NaN,1596.398,-1305.857,NaN,3376.266,NaN,284.252,NaN,-1815.182,NaN,NaN,-1420.243,NaN,NaN,NaN,NaN,NaN,762.889,NaN,NaN,119.286,NaN,-524.053,NaN,NaN,NaN,2318.577,-2865.158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.879,1716.248,NaN,-5.641,6.929,NaN,NaN,NaN
-2944.723,NaN,-1835.915,2284.671,NaN,1841.912,NaN,NaN,2890.616,NaN,NaN,NaN,NaN,-2477.569,NaN,NaN,755.838,NaN,2013.377,NaN,-2379.594,-3130.273,NaN,NaN,NaN,NaN,NaN,-928.506,NaN,NaN,NaN,NaN,NaN,NaN,-1253.735,2539.3,4406.417,NaN,NaN,NaN,-2278.037,959.605,NaN,NaN,NaN,NaN,NaN,-4084.277,NaN,-1963.3,-94.419,2203.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.027,NaN,NaN,NaN,NaN,NaN,NaN,323.391,-1454.972,NaN,NaN,NaN,NaN,NaN,NaN,335.677,NaN,NaN,NaN,NaN,-2788.654,-476.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.668,-0.182,39.203,36.897,-2.007,NaN,NaN,-938.564,-61.948,NaN,-386.657,NaN,NaN,224.11,NaN,NaN,NaN,NaN,NaN,1595.743,-1306.582,NaN,3375.844,NaN,283.729,NaN,-1815.77,NaN,NaN,-1420.793,NaN,NaN,NaN,NaN,NaN,762.446,NaN,NaN,118.908,NaN,-524.517,NaN,NaN,NaN,2318.068,-2865.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-998.153,1716.076,NaN,-5.774,6.638,NaN,NaN,NaN
-2944.339,NaN,-1836.415,2284.869,NaN,1841.766,NaN,NaN,2890.5,NaN,NaN,NaN,NaN,-2477.761,NaN,NaN,755.708,NaN,2013.171,NaN,-2379.652,-3130.27,NaN,NaN,NaN,NaN,NaN,-928.658,NaN,NaN,NaN,NaN,NaN,NaN,-1254.2,2538.799,4406.534,NaN,NaN,NaN,-2278.377,958.635,NaN,NaN,NaN,NaN,NaN,-4084.072,NaN,-1963.157,-94.292,2203.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.212,NaN,NaN,NaN,NaN,NaN,NaN,323.421,-1454.786,NaN,NaN,NaN,NaN,NaN,NaN,335.352,NaN,NaN,NaN,NaN,-2788.655,-476.958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.683,-0.005,39.634,37.024,-1.939,NaN,NaN,-938.275,-61.794,NaN,-386.219,NaN,NaN,224.378,NaN,NaN,NaN,NaN,NaN,1595.465,-1306.951,NaN,3376.086,NaN,283.389,NaN,-1815.59,NaN,NaN,-1420.688,NaN,NaN,NaN,NaN,NaN,762.574,NaN,NaN,119.23,NaN,-524.475,NaN,NaN,NaN,2318.355,-2865.112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-998.056,1716.235,NaN,-5.578,6.702,NaN,NaN,NaN
-2944.111,NaN,-1836.603,2284.751,NaN,1841.689,NaN,NaN,2890.716,NaN,NaN,NaN,NaN,-2477.944,NaN,NaN,755.73,NaN,2013.305,NaN,-2379.264,-3130.239,NaN,NaN,NaN,NaN,NaN,-929.136,NaN,NaN,NaN,NaN,NaN,NaN,-1254.733,2538.458,4406.992,NaN,NaN,NaN,-2278.862,958.421,NaN,NaN,NaN,NaN,NaN,-4083.54,NaN,-1963.039,-94.372,2203.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.354,NaN,NaN,NaN,NaN,NaN,NaN,323.418,-1454.509,NaN,NaN,NaN,NaN,NaN,NaN,335.121,NaN,NaN,NaN,NaN,-2788.559,-477.171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.916,0.583,39.759,37.216,-1.418,NaN,NaN,-938.101,-61.678,NaN,-386.343,NaN,NaN,224.558,NaN,NaN,NaN,NaN,NaN,1595.21,-1307.139,NaN,3376.346,NaN,282.915,NaN,-1815.746,NaN,NaN,-1420.51,NaN,NaN,NaN,NaN,NaN,762.454,NaN,NaN,119.464,NaN,-524.267,NaN,NaN,NaN,2318.724,-2864.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.903,1716.377,NaN,-5.285,7.308,NaN,NaN,NaN
-2943.947,NaN,-1836.878,2284.899,NaN,1841.853,NaN,NaN,2891.455,NaN,NaN,NaN,NaN,-2478.271,NaN,NaN,755.598,NaN,2013.2,NaN,-2378.924,-3130.338,NaN,NaN,NaN,NaN,NaN,-929.421,NaN,NaN,NaN,NaN,NaN,NaN,-1255.281,2537.854,4406.832,NaN,NaN,NaN,-2279.315,957.53,NaN,NaN,NaN,NaN,NaN,-4083.475,NaN,-1962.986,-94.2,2203.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.285,NaN,NaN,NaN,NaN,NaN,NaN,323.563,-1454.629,NaN,NaN,NaN,NaN,NaN,NaN,334.812,NaN,NaN,NaN,NaN,-2788.642,-477.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.759,0.712,40.163,37.512,-1.491,NaN,NaN,-938.151,-61.48,NaN,-386.209,NaN,NaN,224.615,NaN,NaN,NaN,NaN,NaN,1594.997,-1307.454,NaN,3376.302,NaN,282.781,NaN,-1815.747,NaN,NaN,-1420.568,NaN,NaN,NaN,NaN,NaN,762.6,NaN,NaN,119.577,NaN,-524.19,NaN,NaN,NaN,2318.995,-2864.247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-997.951,1716.525,NaN,-5.121,7.39,NaN,NaN,NaN
-2944.053,NaN,-1837.741,2284.627,NaN,1841.476,NaN,NaN,2891.188,NaN,NaN,NaN,NaN,-2478.939,NaN,NaN,755.172,NaN,2012.897,NaN,-2379.004,-3130.797,NaN,NaN,NaN,NaN,NaN,-929.998,NaN,NaN,NaN,NaN,NaN,NaN,-1256.284,2537.127,4406.959,NaN,NaN,NaN,-2280.113,956.52,NaN,NaN,NaN,NaN,NaN,-4083.478,NaN,-1963.276,-94.629,2203.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2429.044,NaN,NaN,NaN,NaN,NaN,NaN,323.466,-1454.643,NaN,NaN,NaN,NaN,NaN,NaN,334.36,NaN,NaN,NaN,NaN,-2788.973,-478.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.831,0.467,39.887,37.361,-1.509,NaN,NaN,-938.42,-61.625,NaN,-386.761,NaN,NaN,224.479,NaN,NaN,NaN,NaN,NaN,1594.506,-1308.11,NaN,3376.1,NaN,282.034,NaN,-1816.359,NaN,NaN,-1420.786,NaN,NaN,NaN,NaN,NaN,762.229,NaN,NaN,119.372,NaN,-524.47,NaN,NaN,NaN,2318.496,-2864.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-998.087,1716.264,NaN,-5.1,7.305,NaN,NaN,NaN
-2944.106,NaN,-1838.147,2284.023,NaN,1840.995,NaN,NaN,2891.117,NaN,NaN,NaN,NaN,-2479.398,NaN,NaN,754.978,NaN,2012.705,NaN,-2378.857,-3130.943,NaN,NaN,NaN,NaN,NaN,-930.678,NaN,NaN,NaN,NaN,NaN,NaN,-1257.306,2536.354,4406.602,NaN,NaN,NaN,-2280.766,955.786,NaN,NaN,NaN,NaN,NaN,-4083.361,NaN,-1963.397,-94.697,2204.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2428.766,NaN,NaN,NaN,NaN,NaN,NaN,323.265,-1454.597,NaN,NaN,NaN,NaN,NaN,NaN,333.943,NaN,NaN,NaN,NaN,-2789.139,-478.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.645,0.355,39.781,37.464,-1.713,NaN,NaN,-938.552,-61.846,NaN,-386.626,NaN,NaN,224.413,NaN,NaN,NaN,NaN,NaN,1593.798,-1308.627,NaN,3376.175,NaN,281.2,NaN,-1816.514,NaN,NaN,-1421.118,NaN,NaN,NaN,NaN,NaN,762.046,NaN,NaN,119.136,NaN,-524.742,NaN,NaN,NaN,2318.535,-2864.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-998.491,1716.108,NaN,-5.273,7.231,NaN,NaN,NaN
-2944.206,NaN,-1838.996,2283.724,NaN,1840.642,NaN,NaN,2891.189,NaN,NaN,NaN,NaN,-2480.01,NaN,NaN,754.338,NaN,2012.207,NaN,-2378.778,-3131.286,NaN,NaN,NaN,NaN,NaN,-931.549,NaN,NaN,NaN,NaN,NaN,NaN,-1258.293,2535.444,4406.482,NaN,NaN,NaN,-2281.646,954.701,NaN,NaN,NaN,NaN,NaN,-4083.759,NaN,-1963.703,-95.367,2203.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2428.514,NaN,NaN,NaN,NaN,NaN,NaN,322.732,-1454.787,NaN,NaN,NaN,NaN,NaN,NaN,333.001,NaN,NaN,NaN,NaN,-2789.411,-479.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.452,0.306,39.779,37.392,-1.678,NaN,NaN,-938.784,-62.082,NaN,-387.103,NaN,NaN,224.21,NaN,NaN,NaN,NaN,NaN,1593.169,-1309.349,NaN,3375.908,NaN,280.716,NaN,-1817.175,NaN,NaN,-1421.435,NaN,NaN,NaN,NaN,NaN,761.687,NaN,NaN,118.986,NaN,-525.277,NaN,NaN,NaN,2318.415,-2864.209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-998.842,1715.867,NaN,-5.384,6.875,NaN,NaN,NaN
-2944.182,NaN,-1839.318,2283.837,NaN,1840.582,NaN,NaN,2891.544,NaN,NaN,NaN,NaN,-2480.309,NaN,NaN,754.336,NaN,2012.025,NaN,-2378.425,-3131.294,NaN,NaN,NaN,NaN,NaN,-931.923,NaN,NaN,NaN,NaN,NaN,NaN,-1259.006,2535.075,4406.72,NaN,NaN,NaN,-2282.021,954.171,NaN,NaN,NaN,NaN,NaN,-4083.488,NaN,-1963.803,-94.841,2203.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2428.55,NaN,NaN,NaN,NaN,NaN,NaN,322.834,-1454.82,NaN,NaN,NaN,NaN,NaN,NaN,332.807,NaN,NaN,NaN,NaN,-2789.457,-479.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.518,0.419,39.609,37.432,-1.538,NaN,NaN,-938.862,-61.826,NaN,-386.965,NaN,NaN,224.196,NaN,NaN,NaN,NaN,NaN,1592.882,-1309.691,NaN,3376.279,NaN,280.473,NaN,-1817.319,NaN,NaN,-1421.44,NaN,NaN,NaN,NaN,NaN,761.872,NaN,NaN,119.24,NaN,-525.028,NaN,NaN,NaN,2318.617,-2864.134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-998.731,1716.011,NaN,-5.474,7.321,NaN,NaN,NaN
-2944.466,NaN,-1839.998,2283.522,NaN,1840.258,NaN,NaN,2891.037,NaN,NaN,NaN,NaN,-2480.976,NaN,NaN,753.891,NaN,2011.693,NaN,-2378.472,-3131.799,NaN,NaN,NaN,NaN,NaN,-932.645,NaN,NaN,NaN,NaN,NaN,NaN,-1259.841,2534.101,4406.613,NaN,NaN,NaN,-2283.002,953.206,NaN,NaN,NaN,NaN,NaN,-4083.752,NaN,-1963.878,-95.604,2202.902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2428.261,NaN,NaN,NaN,NaN,NaN,NaN,322.872,-1454.948,NaN,NaN,NaN,NaN,NaN,NaN,332.418,NaN,NaN,NaN,NaN,-2789.795,-480.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.545,0.327,39.682,37.364,-1.681,NaN,NaN,-938.847,-61.96,NaN,-387.623,NaN,NaN,224.151,NaN,NaN,NaN,NaN,NaN,1592.325,-1310.407,NaN,3375.824,NaN,280.249,NaN,-1817.729,NaN,NaN,-1421.758,NaN,NaN,NaN,NaN,NaN,761.411,NaN,NaN,118.956,NaN,-525.392,NaN,NaN,NaN,2318.415,-2863.951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-999.059,1715.791,NaN,-5.365,7.161,NaN,NaN,NaN
-2943.825,NaN,-1840.5,2283.229,NaN,1840.102,NaN,NaN,2891.505,NaN,NaN,NaN,NaN,-2481.424,NaN,NaN,753.679,NaN,2011.574,NaN,-2378.649,-3131.814,NaN,NaN,NaN,NaN,NaN,-933.094,NaN,NaN,NaN,NaN,NaN,NaN,-1260.616,2533.599,4406.534,NaN,NaN,NaN,-2283.389,952.343,NaN,NaN,NaN,NaN,NaN,-4083.609,NaN,-1963.99,-95.247,2202.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2428.096,NaN,NaN,NaN,NaN,NaN,NaN,322.819,-1454.773,NaN,NaN,NaN,NaN,NaN,NaN,331.869,NaN,NaN,NaN,NaN,-2789.902,-480.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1707.483,0.411,39.732,37.445,-1.558,NaN,NaN,-938.98,-62.056,NaN,-387.515,NaN,NaN,224.014,NaN,NaN,NaN,NaN,NaN,1591.875,-1310.711,NaN,3375.761,NaN,279.697,NaN,-1818.069,NaN,NaN,-1421.938,NaN,NaN,NaN,NaN,NaN,761.314,NaN,NaN,118.918,NaN,-525.466,NaN,NaN,NaN,2318.653,-2863.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-999.145,1715.762,NaN,-5.324,7.089,NaN,NaN,NaN
-2944.254,NaN,-1841.471,2282.441,NaN,1839.395,NaN,NaN,2890.751,NaN,NaN,NaN,NaN,-2482.246,NaN,NaN,753.036,NaN,2010.896,NaN,-2378.605,-3132.519,NaN,NaN,NaN,NaN,NaN,-934.1,NaN,NaN,NaN,NaN,NaN,NaN,-1261.857,2532.376,4406.292,NaN,NaN,NaN,-2284.505,951.216,NaN,NaN,NaN,NaN,NaN,-4083.969,NaN,-1964.521,-96.261,2202.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2427.782,NaN,NaN,NaN,NaN,NaN,NaN,322.207,-1455.18,NaN,NaN,NaN,NaN,NaN,NaN,331.123,NaN,NaN,NaN,NaN,-2790.489,-481.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1706.918,-0.185,39.356,36.866,-1.924,NaN,NaN,-939.611,-62.485,NaN,-387.764,NaN,NaN,223.633,NaN,NaN,NaN,NaN,NaN,1590.986,-1311.578,NaN,3375.407,NaN,278.468,NaN,-1818.81,NaN,NaN,-1422.522,NaN,NaN,NaN,NaN,NaN,760.756,NaN,NaN,118.456,NaN,-526.112,NaN,NaN,NaN,2318.244,-2864.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-999.592,1715.242,NaN,-5.664,6.581,NaN,NaN,NaN
-2944.846,NaN,-1842.112,2282.605,NaN,1839.099,NaN,NaN,2891.201,NaN,NaN,NaN,NaN,-2482.817,NaN,NaN,752.539,NaN,2010.571,NaN,-2378.669,-3132.953,NaN,NaN,NaN,NaN,NaN,-934.653,NaN,NaN,NaN,NaN,NaN,NaN,-1262.918,2531.632,4406.092,NaN,NaN,NaN,-2285.275,950.224,NaN,NaN,NaN,NaN,NaN,-4084.1,NaN,-1964.866,-96.543,2202.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2427.386,NaN,NaN,NaN,NaN,NaN,NaN,321.793,-1455.468,NaN,NaN,NaN,NaN,NaN,NaN,330.519,NaN,NaN,NaN,NaN,-2790.831,-482.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1706.637,-0.357,38.88,36.933,-2.242,NaN,NaN,-940.003,-62.497,NaN,-388.471,NaN,NaN,223.25,NaN,NaN,NaN,NaN,NaN,1590.373,-1312.281,NaN,3375.214,NaN,277.628,NaN,-1819.057,NaN,NaN,-1422.807,NaN,NaN,NaN,NaN,NaN,760.468,NaN,NaN,118.372,NaN,-526.363,NaN,NaN,NaN,2318.205,-2864.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-999.945,1714.951,NaN,-5.847,6.464,NaN,NaN,NaN
