SVpos_x_1,SVpos_y_1,SVpos_z_1,SVpos_x_2,SVpos_y_2,SVpos_z_2,SVpos_x_3,SVpos_y_3,SVpos_z_3,SVpos_x_4,SVpos_y_4,SVpos_z_4,SVpos_x_5,SVpos_y_5,SVpos_z_5,SVpos_x_6,SVpos_y_6,SVpos_z_6,SVpos_x_7,SVpos_y_7,SVpos_z_7
2240620.80319552,26059146.6225422,4617734.49011008,8361607.51611262,12787910.4009191,21725005.0270322,-23402343.3903971,12557142.9464495,267321.829242251,-17671837.203111,4794706.39980742,19239021.1940838,-10773952.9226551,19612783.4451627,14306769.0291548,-19552359.6536584,16305322.5087307,-7567342.06708623,-14010284.0564668,-8992406.76939676,20694722.4492342
2240319.90301927,26059721.8268214,4614633.37014357,8359174.36652424,12789211.4092527,21725175.5237904,-23402506.3324258,12556906.4234927,264148.693802717,-17673834.0706518,4793292.24657259,19237539.2080701,-10774098.3801934,19610959.4570663,14309159.6317615,-19553334.2942373,16305534.3264828,-7564366.75510326,-14008000.5025153,-8993711.02653993,20695701.4858797
2240019.05095578,26060296.6591408,4611532.15200214,8356741.27329988,12790512.5683583,21725345.5583522,-23402668.9355239,12556669.7239019,260975.552743501,-17675830.8623954,4791878.30807246,19236056.8127835,-10774243.9318432,19609135.1772546,14311549.9299453,-19554308.5919164,16305746.0261631,-7561391.28219069,-14005716.915265,-8995015.47320983,20696680.0822304
2239718.24695537,26060871.1194843,4608430.83575146,8354308.23650016,12791813.878207,21725515.1307138,-23402831.1997146,12556432.8476314,257802.406131954,-17677827.5782787,4790464.58431839,19234574.0082556,-10774389.5776446,19607310.6057702,14313939.9236553,-19555282.5466974,16305957.607718,-7558415.64841165,-14003433.2947799,-8996320.10939059,20697658.2382656
2239417.49096904,26061445.2078355,4605329.42145811,8351875.25618624,12793115.3387696,21725684.2408717,-23402993.125021,12556195.7946357,254629.254035894,-17679824.2182382,4789051.07532214,19233090.794518,-10774535.3176379,19605485.7426564,14316329.6128404,-19556256.1585818,16306169.0710943,-7555439.85382977,-14001149.6411242,-8997624.93506602,20698635.9539644
2239116.7829471,26062018.9241785,4602227.90918778,8349442.33241874,12794416.9500172,21725852.8888223,-23403154.7114664,12555958.5648691,251456.096522674,-17681820.782211,4787637.78109506,19231607.1716022,-10774681.1518632,19603660.5879557,14318718.99745,-19557229.4275713,16306380.4162386,-7552463.8985082,-13998865.9543619,-8998929.95022025,20699613.2293059
2238816.12284011,26062592.268497,4599126.29900645,8347009.4652583,12795718.7119208,21726021.0745619,-23403315.959074,12555721.1582858,248282.933659647,-17683817.2701339,4786224.70164848,19230123.1395398,-10774827.0803608,19601835.1417111,14321108.0774333,-19558202.3536678,16306591.6430973,-7549487.78251011,-13996582.234557,-9000235.15483738,20700590.0642695
2238515.5105986,26063165.2407749,4596024.5909801,8344576.65476603,12797020.6244513,21726188.798087,-23403476.8678669,12555483.5748405,245109.76551463,-17685813.6819435,4784811.83699411,19228638.6983624,-10774973.1031708,19600009.4039655,14323496.8527392,-19559174.9368729,16306802.7516174,-7546511.5058991,-13994298.4817738,-9001540.54890118,20701566.4588343
2238214.94617311,26063737.8409961,4592922.78517472,8342143.90100248,12798322.6875797,21726356.059394,-23403637.4378684,12555245.8144872,241936.592154978,-17687810.0175768,4783399.18714321,19227153.8481016,-10775119.2203334,19598183.3747617,14325885.3233171,-19560147.1771884,16307013.7417451,-7543535.06873834,-13992014.6960761,-9002846.13239579,20702542.4129795
2237914.42951395,26064310.0691445,4589820.881656,8339711.20402844,12799624.901277,21726522.8584795,-23403797.6691018,12555007.8771806,238763.413648043,-17689806.2769707,4781986.75210719,19225668.5887888,-10775265.4318889,19596357.0541427,14328273.4891163,-19561119.074616,16307224.6134273,-7540558.47109102,-13989730.8775281,-9004151.90530517,20703517.9266845
2237613.9605721,26064881.925204,4586718.88049054,8337278.56390491,12800927.265514,21726689.1953397,-23403957.5615902,12554769.7628751,235590.230061644,-17691802.4600617,4780574.53189767,19224182.9204558,-10775411.7378773,19594530.4421514,14330661.3500856,-19562090.6291574,16307435.3666107,-7537581.71302076,-13987447.026194,-9005457.86761311,20704492.9999283
2237313.53929785,26065453.4091584,4583616.78174403,8334845.98069252,12802229.7802617,21726855.0699712,-23404117.115357,12554531.471525,232417.041463135,-17693798.5667868,4779162.52652591,19222696.8431342,-10775558.1383387,19592703.5388308,14333048.9061745,-19563061.8408145,16307646.0012417,-7534604.79459073,-13985163.1421377,-9006764.01930365,20705467.6326904
2237013.16564174,26066024.5209918,4580514.58548246,8332413.45445203,12803532.445491,21727020.4823705,-23404276.3304254,12554293.0030846,229243.847920023,-17695794.5970829,4777750.73600332,19221210.3568555,-10775704.6333134,19590876.3442236,14335436.1573321,-19564032.7095891,16307856.5172671,-7531627.71586427,-13982879.2254233,-9008070.36036072,20706441.8249499
2236712.83955428,26066595.2606881,4577412.29177183,8329980.98524402,12804835.2611729,21727185.432534,-23404435.2068188,12554054.3575084,226070.649499663,-17697790.5508868,4776339.16034113,19219723.4616514,-10775851.2228416,19589048.8583729,14337823.1035078,-19565003.2354831,16308066.9146334,-7528650.47690457,-13980595.2761147,-9009376.89076835,20707415.5766862
2236412.560986,26067165.6282313,4574309.90067814,8327548.57312959,12806138.227278,21727349.9204582,-23404593.7445603,12553815.5347509,222897.446269874,-17699786.4281352,4774927.79955097,19218236.1575535,-10775997.9069633,19587221.0813216,14340209.7446506,-19565973.4184981,16308277.1932873,-7525673.07777526,-13978311.2942763,-9010683.6105102,20708388.8878785
2236112.3298874,26067735.6236052,4571207.4122674,8325116.21816933,12807441.3437775,21727513.9461396,-23404751.9436735,12553576.5347664,219724.238298009,-17701782.2287649,4773516.65364407,19216748.4445935,-10776144.6857186,19585393.0131128,14342596.0807097,-19566943.258636,16308487.3531755,-7522695.51853954,-13976027.279972,-9011990.51957029,20709361.7585061
2235812.14620878,26068305.246794,4568104.82660531,8322683.92042381,12808744.6106422,21727677.5095748,-23404909.8041815,12553337.3575093,216551.025651423,-17703777.9527129,4772105.72263162,19215260.3228029,-10776291.5591478,19583564.6537893,14344982.1116346,-19567912.7558988,16308697.3942445,-7519717.79926062,-13973743.2332656,-9013297.61793258,20710334.1885483
2235512.00990109,26068874.4977816,4565002.14375847,8320251.6799541,12810048.0278427,21727840.6107603,-23405067.3261077,12553098.0029341,213377.808397934,-17705773.5999157,4770695.00652523,19213771.7922136,-10776438.5272908,19581736.0033942,14347367.8373742,-19568881.9102881,16308907.3164411,-7516739.92000212,-13971459.1542216,-9014604.90558075,20711306.1779844
2235211.92091462,26069443.376552,4561899.3637926,8317819.49682077,12811351.5953501,21728003.2496925,-23405224.5094754,12552858.4709954,210204.586604897,-17707769.1703104,4769284.50533606,19212282.8528571,-10776585.5901877,19579907.0619705,14349753.2578779,-19569850.721806,16309117.1197118,-7513761.88082726,-13969175.0429038,-9015912.38249872,20712277.7267938
2234911.87919985,26070011.8830892,4558796.48677371,8315387.37108439,12812655.3131353,21728165.426368,-23405381.3543081,12552618.7616473,207031.360339666,-17709764.6638337,4767874.2190753,19210793.504765,-10776732.7478789,19578077.829561,14352138.3730951,-19570819.1904544,16309326.8040033,-7510783.68179926,-13966890.8993762,-9017220.04867047,20713248.8349558
2234611.88470731,26070580.0173772,4555693.5127678,8312955.30280601,12813959.1811689,21728327.1407834,-23405537.8606291,12552378.8748446,203858.129670061,-17711760.0804224,4766464.14775449,19209303.7479692,-10776880.0004041,19576248.306209,14354523.1829747,-19571787.3162349,16309536.3692623,-7507805.32298175,-13964606.723703,-9018527.90407959,20714219.5024496
2234311.93738747,26071147.7794002,4552590.4418409,8310523.29204619,12815263.1994217,21728488.3929353,-23405694.0284617,12552138.8105416,200684.894663436,-17713755.4200133,4765054.29138478,19207813.5825013,-10777027.3478036,19574418.4919574,14356907.6874663,-19572755.0991498,16309745.8154355,-7504826.80443797,-13962322.5159483,-9019835.94871001,20715189.7292548
2234012.03719084,26071715.1691422,4549487.27405902,8308091.33886564,12816567.3678647,21728649.1828202,-23405849.8578295,12551898.5686927,197511.655387301,-17715750.6825433,4763644.64997742,19206323.008393,-10777174.7901174,19572588.3868493,14359291.886519,-19573722.5392008,16309955.1424694,-7501848.12623127,-13960038.2761759,-9021144.18254553,20716159.5153505
2233712.18406769,26072282.1865873,4546384.00948787,8305659.44332491,12817871.6864686,21728809.5104346,-23406005.3487557,12551658.1492524,194338.411909011,-17717745.8679492,4762235.22354355,19204832.025676,-10777322.3273857,19570757.9909275,14361675.7800822,-19574689.63639,16310164.3503107,-7498869.28842489,-13957754.0044499,-9022452.60557005,20717128.8607163
2233412.37796893,26072848.8317196,4543280.64819409,8303227.60548502,12819176.1552041,21728969.3757752,-23406160.5012638,12551417.5521753,191165.164296384,-17719740.9761677,4760826.01209466,19203340.634382,-10777469.9596483,19568927.3042354,14364059.368105,-19575656.3907191,16310373.4389061,-7495890.29108248,-13955469.7008345,-9023761.21776712,20718097.7653314
2233112.61884484,26073415.104523,4540177.19024338,8300795.82540652,12820480.774042,21729128.7788386,-23406315.3153773,12551176.7774159,187991.912616777,-17721736.0071356,4759417.01564184,19201848.8345428,-10777617.6869454,19567096.326816,14366442.6505369,-19576622.8021903,16310582.4082022,-7492911.13426728,-13953185.3653937,-9025070.01912063,20719066.2291753
2232812.9066459,26073981.0049819,4537073.63570179,8298364.10314993,12821785.5429532,21729287.7196214,-23406469.7911196,12550935.8249284,184818.656937544,-17723730.9607899,4758008.23419617,19200356.62619,-10777765.5093172,19565265.0587121,14368825.6273271,-19577588.8708056,16310791.2581457,-7489931.81804253,-13950900.9981913,-9026379.00961442,20720034.2522274
2232513.24132258,26074546.5330802,4533969.98463533,8295932.43877627,12823090.4619082,21729446.1981201,-23406623.9285141,12550694.6946677,181645.397326505,-17725725.8370672,4756599.66776913,19198864.0093555,-10777913.4268034,19563433.4999672,14371208.2984248,-19578554.5965668,16310999.9886834,-7486952.34247189,-13948616.5992917,-9027688.18923203,20721001.834467
2232213.62282536,26075111.6888022,4530866.23711004,8293500.83234605,12824395.5308779,21729604.2143315,-23406777.7275844,12550453.386588,178472.133851015,-17727720.6359043,4755191.31637176,19197370.984071,-10778061.4394442,19561601.6506241,14373590.6637794,-19579519.979476,16311208.5997617,-7483972.70761861,-13946332.1687588,-9028997.55795728,20721968.9758735
2231914.05110449,26075676.4721321,4527762.39319164,8291069.2839198,12825700.749833,21729761.7682522,-23406931.1883539,12550211.9006439,175298.86657843,-17729715.3572383,4753783.1800151,19195877.5503683,-10778209.5472796,19559769.5107259,14375972.7233404,-19580485.0195353,16311417.0913274,-7480992.91354595,-13944047.7066564,-9030307.11577402,20722935.6764265
2231614.52611088,26076240.8830538,4524658.45294677,8288637.79355851,12827006.1187441,21729918.8598787,-23407084.310846,12549970.23679,172125.59557657,-17731710.0010057,4752375.25871059,19194383.7082791,-10778357.7503496,19557937.080316,14378354.4770567,-19581449.7167466,16311625.4633273,-7478012.96031757,-13941763.2130488,-9031616.8626657,20723901.9361053
2231315.04779478,26076804.9215517,4521554.41644117,8286206.36132269,12828311.637582,21730075.4892079,-23407237.0950843,12549728.3949807,168952.32091279,-17733704.5671434,4750967.55246924,19192889.4578352,-10778506.0486942,19556104.3594373,14380735.924878,-19582414.071112,16311833.7157079,-7475032.84799674,-13939478.688,-9032926.79861614,20724867.7548894
2231015.61610664,26077368.58761,4518450.28374086,8283774.98727299,12829617.3063174,21730231.6562362,-23407389.5410924,12549486.3751707,165779.0426546,-17735699.0555882,4749560.06130219,19191394.7990684,-10778654.4423535,19554271.3481331,14383117.0667534,-19583378.0826336,16312041.8484159,-7472052.57664685,-13937194.131574,-9034236.92360902,20725833.1327582
2230716.23099693,26077931.8812128,4515346.0549119,8281343.67146992,12830923.124921,21730387.3609605,-23407541.6488938,12549244.1773142,162605.760869357,-17737693.4662771,4748152.78522042,19189899.7320104,-10778802.9313674,19552438.0464463,14385497.9026326,-19584341.7513135,16312249.861398,-7469072.14633116,-13934909.5438347,-9035547.2376281,20726798.0696912
2230416.8924161,26078494.8023445,4512241.73002032,8278912.41397445,12832229.0933632,21730542.6033774,-23407693.4185119,12549001.8013661,159432.47562488,-17739687.7991465,4746745.72423532,19188404.2566933,-10778951.5157757,19550604.4544203,14387878.4324645,-19585305.0771537,16312457.7546009,-7466091.55711338,-13932624.9248463,-9036857.74065684,20727762.5656679
2230117.6003146,26079057.3509891,4509137.30913217,8276481.21484706,12833535.211615,21730697.3834836,-23407844.8499704,12548759.2472809,156259.186988526,-17741682.0541335,4745338.87835785,19186908.3731486,-10779100.1956186,19548770.5720982,14390258.6561986,-19586268.0601563,16312665.5279713,-7463110.80905677,-13930340.2746727,-9038168.43267896,20728726.6206677
2229818.3546425,26079619.5271311,4506032.79231319,8274050.07414823,12834841.4796469,21730851.7012758,-23407995.9432928,12548516.5150128,153085.895027651,-17743676.231175,4743932.24759891,19185412.0814082,-10779248.9709362,19546936.3995231,14392638.5737845,-19587230.7003236,16312873.1814557,-7460129.90222459,-13928055.5933778,-9039479.31367827,20729690.2346701
2229519.15535103,26080181.3307545,4502928.17963003,8271618.99193894,12836147.8974295,21731005.5567507,-23408146.6985027,12548273.6045169,149912.599810074,-17745670.3302075,4742525.83196995,19183915.3815041,-10779397.8417681,19545101.9367384,14395018.1851713,-19588192.9976574,16313080.715001,-7457148.83668056,-13925770.881026,-9040790.38363806,20730653.4076547
2229220.00239023,26080742.7618437,4499823.47114844,8269187.96827963,12837454.4649334,21731158.9499051,-23408297.1156237,12548030.5157474,146739.301403152,-17747664.3511679,4741119.63148184,19182418.273468,-10779546.8081543,19543267.1837871,14397397.4903084,-19589154.9521601,16313288.1285539,-7454167.61248795,-13923486.1376811,-9042101.64254208,20731616.1396009
2228920.89571056,26081303.820383,4496718.66693448,8266757.00323078,12838761.1821293,21731311.8807357,-23408447.1946794,12547787.2486588,143565.999874241,-17749658.2939932,4739713.6461455,19180920.7573317,-10779695.870135,19541432.1407125,14399776.4891454,-19590116.5638338,16313495.422061,-7451186.22971004,-13921201.3634069,-9043413.09037406,20732578.4304883
2228621.83526245,26081864.5063567,4493613.76705418,8264326.09685334,12840068.0489877,21731464.3492392,-23408596.9356934,12547543.803206,140392.695291162,-17751652.15862,4738307.87597223,19179422.8331272,-10779845.0277498,19539596.8075579,14402155.1816313,-19591077.8326806,16313702.595469,-7448204.68841055,-13918916.5582678,-9044724.72711733,20733540.2802963
2228322.82099633,26082424.8197492,4490508.77157362,8261895.24920774,12841375.0654792,21731616.3554124,-23408746.3386893,12547300.1793435,137219.387721271,-17753645.9449851,4736902.32097291,19177924.5008863,-10779994.2810389,19537761.1843664,14404533.5677158,-19592038.7587026,16313909.6487246,-7445222.98865276,-13916631.7223276,-9046036.55275558,20734501.6890046
2228023.85286242,26082984.7605447,4487403.68055854,8259464.46035446,12842682.2315745,21731767.899252,-23408895.4036909,12547056.3770256,134046.077231924,-17755639.6530255,4735496.98115843,19176425.7606408,-10780143.6300421,19535925.2711813,14406911.6473483,-19592999.3419023,16314116.5817745,-7442241.13049997,-13914346.8556502,-9047348.56727248,20735462.6565926
2227724.93081157,26083544.3287275,4484298.49407562,8257033.7303544,12843989.547244,21731918.9807549,-23409044.1307216,12546812.3962073,130872.763890942,-17757633.2826777,4734091.85654006,19174926.6124228,-10780293.0747993,19534089.0680459,14409289.4204781,-19593959.5822817,16314323.3945654,-7439259.11401591,-13912061.9582999,-9048660.77065135,20736423.18304
2227426.05479401,26084103.524282,4481193.2121906,8254603.05926802,12845297.0124583,21732069.5999178,-23409192.5198052,12546568.236843,127699.447765682,-17759626.8338787,4732686.94712863,19173427.056264,-10780442.6153504,19532252.5750035,14411666.8870546,-19594919.4798429,16314530.087044,-7436276.93926386,-13909777.0303406,-9049973.16287582,20737383.2683262
2227127.22476016,26084662.3471926,4478087.83496956,8252172.4471559,12846604.627188,21732219.7567375,-23409340.5709653,12546323.8988873,124526.128923656,-17761620.3065652,4731282.25293512,19171927.0921963,-10780592.2517352,19530415.7920973,14414044.0470272,-19595879.0345883,16314736.6591571,-7433294.60630728,-13907492.0718361,-9051285.74392941,20738342.9124309
2226828.44066042,26085220.7974437,4474982.36247856,8249741.89407847,12847912.3914036,21732369.4512109,-23409488.2842258,12546079.3822948,121352.807432218,-17763613.7006742,4729877.77397037,19170426.7202517,-10780741.9839939,19528578.7193705,14416420.9003456,-19596838.2465203,16314943.1108512,-7430312.11520947,-13905207.0828505,-9052598.51379574,20739302.1153337
2226529.70244523,26085778.8750197,4471876.79478367,8247311.40009665,12849220.3050755,21732518.6833347,-23409635.6596101,12545834.6870203,118179.483359192,-17765607.0161423,4728473.51024558,19168925.9404621,-10780891.812166,19526741.3568666,14418797.4469588,-19597797.1156408,16315149.4420731,-7427329.46603417,-13902922.063448,-9053911.47245809,20740260.8770141
2226231.010065,26086336.5799049,4468771.13195096,8244880.96527084,12850528.3681744,21732667.4531057,-23409782.6971422,12545589.8130182,115006.156771932,-17767600.2529064,4727069.46177156,19167424.7528594,-10781041.7362916,19524903.7046289,14421173.6868165,-19598755.6419523,16315355.6527697,-7424346.65884468,-13900637.0136923,-9055224.61990003,20741219.1974518
2225932.36346991,26086893.9120839,4465665.37404619,8242450.58966146,12851836.5806708,21732815.7605208,-23409929.3968456,12545344.7602433,111832.827737797,-17769593.4109033,4725665.62855909,19165923.1574755,-10781191.7564105,19523065.7627004,14423549.6198682,-19599713.8254572,16315561.7428874,-7421363.69370434,-13898351.9336475,-9056537.95610515,20742177.0766263
2225633.76261081,26087450.871541,4462559.52113605,8240020.2733294,12853144.9425349,21732963.6055769,-23410075.7587441,12545099.5286501,108659.496324608,-17771586.4900697,4724262.01061934,19164421.1543425,-10781341.8725625,19521227.5311249,14425925.2460632,-19600671.6661574,16315767.7123731,-7418380.57067687,-13896066.8233778,-9057851.48105668,20743134.5145173
2225335.2074379,26088007.4582606,4459453.57328631,8237590.01633507,12854453.4537374,21733110.9882707,-23410221.7828615,12544854.1181935,105486.16259972,-17773579.4903425,4722858.60796309,19162918.7434922,-10781492.0847874,19519389.0099454,14428300.565351,-19601629.1640555,16315973.5611736,-7415397.28982561,-13893781.6829469,-9059165.19473819,20744091.5111044
2225036.69790156,26088563.6722273,4456347.53056305,8235159.81873885,12855762.1142488,21733257.9085993,-23410367.4692216,12544608.5288278,102312.826630491,-17775572.4116585,4721455.42060109,19161415.9249566,-10781642.3931253,19517550.1992053,14430675.5776812,-19602586.3191539,16316179.2892353,-7412413.85121387,-13891496.5124188,-9060479.0971332,20745048.0663673
2224738.23395221,26089119.5134254,4453241.39303235,8232729.68060162,12857070.9240395,21733404.3665593,-23410512.817848,12544362.7605079,99139.4884847433,-17777565.2539544,4720052.44854446,19159912.6987678,-10781792.7976157,19515711.0989481,14433050.283003,-19603543.1314547,16316384.8965053,-7409430.25490543,-13889211.3118577,-9061793.18822492,20746004.1802855
2224439.81554023,26089674.9818395,4450135.16076029,8230299.60198378,12858379.8830798,21733550.3621478,-23410657.8287646,12544116.8131885,95966.1482298327,-17779558.017167,4718649.69180393,19158409.0649576,-10781943.2982986,19513871.7092172,14435424.6812661,-19604499.6009604,16316590.3829301,-7406446.50096361,-13886926.0813276,-9063107.46799686,20746959.8528388
2224141.44261602,26090230.0774542,4447028.83381296,8227869.58294586,12859688.9913402,21733695.8953616,-23410802.5019951,12543870.6868241,92792.8059332713,-17781550.7012332,4717247.15039036,19156905.0235581,-10782093.8952138,19512032.0300558,14437798.7724199,-19605455.7276733,16316795.7484565,-7403462.58945188,-13884640.8208922,-9064421.93643242,20747915.0840068
2223843.11512976,26090784.8002538,4443922.41225613,8225439.62354823,12860998.2487913,21733840.9661976,-23410946.8375635,12543624.3813695,89619.4616624166,-17783543.3060899,4715844.82431444,19155400.5746012,-10782244.5884012,19510192.0615073,14440172.556414,-19606411.5115959,16317000.9930311,-7400478.52043359,-13882355.5306156,-9065736.59351509,20748869.8737692
2223544.83303226,26091339.150223,4440815.8961565,8223009.72385175,12862307.6554033,21733985.5746527,-23411090.8354934,12543377.8967794,86446.1154850896,-17785535.8316736,4714442.71358724,19153895.718119,-10782395.3779003,19508351.8036152,14442546.0331977,-19607366.9527305,16317206.1166009,-7397494.29397251,-13880070.2105619,-9067051.43922801,20749824.2221057
2223246.59627369,26091893.1273462,4437709.28557987,8220579.8839168,12863617.2111467,21734129.7207239,-23411234.4958088,12543131.2330084,83272.7674686478,-17787528.2779213,4713040.81821948,19152390.4541435,-10782546.2637512,19506511.256423,14444919.2027206,-19608322.0510794,16317411.1191124,-7394509.91013199,-13877784.8607949,-9068366.47355466,20750778.128996
2222948.40480443,26092446.731608,4434602.58059231,8218150.10380371,12864926.9159918,21734273.4044081,-23411377.8185335,12542884.3900112,80099.4176804485,-17789520.6447699,4711639.13822179,19150884.7827066,-10782697.2459935,19504670.4199739,14447292.0649324,-19609276.8066453,16317616.0005124,-7391525.36897536,-13875499.4813786,-9069681.69647849,20751731.5944199
2222650.25857486,26092999.962993,4431495.78125994,8215720.38357334,12866236.769909,21734416.6257022,-23411520.8036912,12542637.3677426,76926.066188313,-17791512.9321558,4710237.67360521,19149378.7038405,-10782848.3246671,19502829.2943115,14449664.6197823,-19610231.2194303,16317820.7607476,-7388540.67056642,-13873214.0723772,-9070997.10798262,20752684.6183569
2222352.15753536,26093552.8214857,4428388.88764883,8213290.72328604,12867546.7728687,21734559.3846031,-23411663.451306,12542390.1661573,73752.7130595988,-17793505.1400161,4708836.42438039,19147872.2175772,-10782999.4998116,19500987.8794793,14452036.86722,-19611185.289437,16318025.3997649,-7385555.81496853,-13870928.6338545,-9072312.70805046,20753637.2007868
2222054.10163608,26094105.3070709,4425281.89982479,8210861.12300214,12868856.9248412,21734701.681108,-23411805.7614017,12542142.7852099,70579.3583616634,-17795497.2682877,4707435.39055797,19146365.3239487,-10783150.7714669,19499146.1755204,14454408.8071951,-19612139.016668,16318229.9175109,-7382570.80224502,-13868643.1658743,-9073628.49666544,20754589.3416894
2221756.09082783,26094657.4197329,4422174.81785453,8208431.58278247,12870167.2257969,21734843.5152136,-23411947.734002,12541895.2248553,67406.0021623282,-17797489.3169071,4706034.57214893,19144858.0229872,-10783302.1396727,19497304.1824788,14456780.4396569,-19613092.4011256,16318434.3139323,-7379585.63245971,-13866357.6685009,-9074944.47381064,20755541.0410444
2221458.12506075,26095209.1594565,4419067.64180384,8206002.10268727,12871477.6757061,21734984.886917,-23412089.3691312,12541647.485048,64232.6445289507,-17799481.2858112,4704633.96916383,19143350.3147245,-10783453.6044688,19495461.9003975,14459151.7645551,-19614045.4428123,16318638.588976,-7376600.30567596,-13864072.1417981,-9076260.63946949,20756492.2988316
2221160.2042852,26095760.5262263,4415960.37173882,8203572.68277722,12872788.274539,21735125.7962153,-23412230.6668128,12541399.565743,61059.2855290432,-17801473.1749369,4703233.5816135,19141842.199193,-10783605.1658948,19493619.3293204,14461522.7818392,-19614998.1417305,16318842.7425887,-7373614.82195727,-13861786.5858299,-9077576.99362516,20757443.1150307
2220862.32845156,26096311.5200269,4412853.00772559,8201143.32311254,12874099.0222661,21735266.2431053,-23412371.627071,12541151.4668948,57885.9252299633,-17803464.984221,4701833.40950846,19140333.6764244,-10783756.8239905,19491776.4692905,14463893.491459,-19615950.497883,16319046.774717,-7370629.18136702,-13859501.00066,-9078893.53626109,20758393.4896215
2220564.49751016,26096862.1408431,4409745.54983025,8198714.02375403,12875409.9188575,21735406.2275841,-23412512.2499296,12540903.1884585,54712.5636995326,-17805456.7136001,4700433.45285966,19138824.7464512,-10783908.5787957,19489933.3203518,14466263.8933636,-19616902.5112721,16319250.6853079,-7367643.38396901,-13857215.3863528,-9080210.26736029,20759343.4225838
2220266.71141138,26097412.3886594,4406637.99811891,8196284.78476202,12876720.9642836,21735545.7496488,-23412652.5354126,12540654.7303885,51539.2010051086,-17807448.363011,4699033.71167766,19137315.4093052,-10784060.4303499,19488089.8825476,14468633.9875029,-19617854.1819004,16319454.4743081,-7364657.42982663,-13854929.742972,-9081527.1869061,20760292.9138973
2219968.97010535,26097962.2634606,4403530.35265738,8193855.6061968,12878032.1585148,21735684.8092963,-23412792.4835441,12540406.0926396,48365.8372140492,-17809439.9323908,4697634.18597299,19135805.6650186,-10784212.3786931,19486246.1559214,14471003.7738266,-19618805.5097704,16319658.1416642,-7361671.31900325,-13852644.0705815,-9082844.29488185,20761241.963542
2219671.27354283,26098511.7652313,4400422.61351239,8191426.48811916,12879343.5015211,21735823.4065238,-23412932.0943478,12540157.2751668,45192.4723941759,-17811431.421676,4696234.87575657,19134295.5136237,-10784364.4238647,19484402.1405168,14473373.2522839,-19619756.4948847,16319861.6873231,-7358685.05156269,-13850358.3692455,-9084161.59127054,20762190.5714974
2219373.62167398,26099060.8939563,4397314.78074973,8188997.43058939,12880654.9932728,21735961.5413281,-23413071.3678478,12539908.2779247,42019.1066128465,-17813422.8308035,4694835.78103891,19132784.9551524,-10784516.5659045,19482557.8363774,14475742.4228245,-19620707.1372459,16320065.1112315,-7355698.62756834,-13848072.6390277,-9085479.07605548,20763138.7377436
2219076.01444912,26099609.6496202,4394206.85443554,8186568.43366779,12881966.6337403,21736099.2137065,-23413210.3040682,12539659.1008681,38845.7399374187,-17815414.1597102,4693436.90183051,19131273.9896368,-10784668.8048523,19480713.2435465,14478111.2853983,-19621657.4368567,16320268.4133362,-7352712.04708359,-13845786.8799921,-9086796.74921995,20764086.4622604
2218778.4518186,26100158.0322078,4391098.83463594,8184139.49741513,12883278.4228937,21736236.423656,-23413348.9030329,12539409.7439518,35672.3724357142,-17817405.4083326,4692038.23814226,19129762.6171092,-10784821.1407476,19478868.362068,14480479.8399545,-19622607.3937194,16320471.5935839,-7349725.31017227,-13843501.0922028,-9088114.6107469,20765033.7450274
2218480.93373276,26100706.041704,4387990.72141703,8181710.62189169,12884590.3607032,21736373.1711737,-23413487.1647659,12539160.2071307,32499.0041750907,-17819396.5766077,4690639.78998462,19128250.8376018,-10784973.5736301,19477023.1919854,14482848.0864429,-19623557.0078369,16320674.6519215,-7346738.41689777,-13841215.2757237,-9089432.66061961,20765980.5860247
2218183.46014192,26101253.6780933,4384882.51484496,8179281.8071579,12885902.447139,21736509.4562566,-23413625.0892913,12538910.4903594,29325.6352230609,-17821387.6644723,4689241.55736819,19126738.6511466,-10785126.1035396,19475177.7333422,14485216.0248131,-19624506.2792116,16320877.5882958,-7343751.36732364,-13838929.4306186,-9090750.89882122,20766926.985232
2217886.03099621,26101800.9413607,4381774.21498554,8176853.05327403,12887214.6821715,21736645.2789018,-23413762.6766332,12538660.5935928,26152.2656469824,-17823378.6718632,4687843.54030343,19125226.0577758,-10785278.7305156,19473331.9861819,14487583.6550149,-19625455.2078465,16321080.4026533,-7340764.16151329,-13836643.5569514,-9092069.32533498,20767872.9426293
2217588.64624638,26102347.8314909,4378665.82190551,8174424.36030083,12888527.0657706,21736780.6391066,-23413899.9268156,12538410.5167858,22978.895514677,-17825369.5987171,4686445.73880114,19123713.0575217,-10785431.4545977,19471485.9505484,14489950.9769975,-19626403.7937438,16321283.0949411,-7337776.79953055,-13834357.6547864,-9093387.9401438,20768818.4581964
2217291.30584254,26102894.3484686,4375557.33567069,8171995.72829857,12889839.5979066,21736915.5368679,-23414036.8398625,12538160.2598931,19805.5248935026,-17827360.4449707,4685048.15287177,19122199.6504164,-10785584.2758256,19469639.6264851,14492317.9907109,-19627352.0369065,16321485.6651058,-7334789.28143883,-13832071.7241872,-9094706.74323088,20769763.5319132
