dop1_1,dop1_2,dop1_3,dop1_4,dop1_5,dop1_6,dop1_7,dop1_8,dop1_9,dop1_10,dop1_11,dop1_12,dop1_13,dop1_14,dop1_15,dop1_16,dop1_17,dop1_18,dop1_19,dop1_20,dop1_21,dop1_22,dop1_23,dop1_24,dop1_25,dop1_26,dop1_27,dop1_28,dop1_29,dop1_30,dop1_31,dop1_32,dop1_33,dop1_34,dop1_35,dop1_36,dop1_37,dop1_38,dop1_39,dop1_40,dop1_41,dop1_42,dop1_43,dop1_44,dop1_45,dop1_46,dop1_47,dop1_48,dop1_49,dop1_50,dop1_51,dop1_52,dop1_53,dop1_54,dop1_55,dop1_56,dop1_57,dop1_58,dop1_59,dop1_60,dop1_61,dop1_62,dop1_63,dop1_64,dop1_65,dop1_66,dop1_67,dop1_68,dop1_69,dop1_70,dop1_71,dop1_72,dop1_73,dop1_74,dop1_75,dop1_76,dop1_77,dop1_78,dop1_79,dop1_80,dop1_81,dop1_82,dop1_83,dop1_84,dop1_85,dop1_86,dop1_87,dop1_88,dop1_89,dop1_90,dop1_91,dop1_92,dop1_93,dop1_94,dop1_95,dop1_96,dop1_97,dop1_98,dop1_99,dop1_100,dop1_101,dop1_102,dop1_103,dop1_104,dop1_105,dop1_106,dop1_107,dop1_108,dop1_109,dop1_110,dop1_111,dop1_112,dop1_113,dop1_114,dop1_115,dop1_116,dop1_117,dop1_118,dop1_119,dop1_120,dop1_121,dop1_122,dop1_123,dop1_124,dop1_125,dop1_126,dop1_127,dop1_128,dop1_129,dop1_130,dop1_131,dop1_132,dop1_133,dop1_134,dop1_135,dop1_136,dop1_137,dop1_138,dop1_139,dop1_140,dop1_141,dop1_142,dop1_143,dop1_144,dop1_145,dop1_146,dop1_147,dop1_148,dop1_149,dop1_150,dop1_151,dop1_152,dop1_153,dop1_154,dop1_155,dop1_156,dop1_157,dop1_158
-2944.288,NaN,-1820.48,2290.932,NaN,1848.746,NaN,NaN,2889.163,NaN,NaN,NaN,NaN,-2464.358,NaN,NaN,763.797,NaN,2020.52,NaN,-2382.027,-3123.749,NaN,NaN,NaN,NaN,NaN,-912.528,NaN,NaN,NaN,NaN,NaN,NaN,-1230.43,2558.252,4406.696,NaN,NaN,NaN,-2259.836,982.223,NaN,NaN,NaN,NaN,NaN,-4083.931,NaN,-1959.812,-88.63,2205.228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1919.918,NaN,2433.581,NaN,NaN,NaN,NaN,NaN,NaN,326.772,-1453.749,NaN,NaN,NaN,NaN,NaN,NaN,347.985,NaN,NaN,NaN,NaN,-2783.424,-463.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.872,0.105,NaN,37.275,-1.78,NaN,NaN,-934.272,-60.628,NaN,-382.08,NaN,NaN,226.382,NaN,NaN,NaN,NaN,NaN,1609.017,-1292.397,NaN,3377.715,NaN,NaN,NaN,-1806.557,NaN,NaN,-1415.499,NaN,NaN,NaN,NaN,NaN,767.49,NaN,NaN,120.817,NaN,-519.503,NaN,NaN,NaN,2318.607,-2867.526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-993.429,1718.71,NaN,-5.545,7.338,NaN,NaN,NaN
-2944.408,NaN,-1821.135,2290.42,NaN,1848.126,NaN,NaN,2888.522,NaN,NaN,NaN,NaN,-2465.079,NaN,NaN,763.306,NaN,2020.011,NaN,-2382.076,-3124.431,NaN,NaN,NaN,NaN,NaN,-913.317,NaN,NaN,NaN,NaN,NaN,NaN,-1231.419,2557.34,4406.534,NaN,NaN,NaN,-2260.759,981.11,NaN,NaN,NaN,NaN,NaN,-4084.589,NaN,-1960.041,-89.515,2204.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1919.532,NaN,2433.125,NaN,NaN,NaN,NaN,NaN,NaN,326.459,-1453.989,NaN,NaN,NaN,NaN,NaN,NaN,347.385,NaN,NaN,NaN,NaN,-2783.913,-464.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.372,-0.003,NaN,37.002,-2.03,NaN,NaN,-934.584,-60.839,NaN,-382.439,NaN,NaN,225.974,NaN,NaN,NaN,NaN,NaN,1608.404,-1293.201,NaN,3377.627,NaN,NaN,NaN,-1807.205,NaN,NaN,-1415.907,NaN,NaN,NaN,NaN,NaN,766.869,NaN,NaN,120.584,NaN,-519.847,NaN,NaN,NaN,2318.407,-2867.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-993.78,1718.313,NaN,-5.808,6.7,NaN,NaN,NaN
-2944.246,NaN,-1821.773,2290.618,NaN,1848.143,NaN,NaN,2889.237,NaN,NaN,NaN,NaN,-2465.467,NaN,NaN,763.126,NaN,2019.878,NaN,-2381.671,-3124.307,NaN,NaN,NaN,NaN,NaN,-913.56,NaN,NaN,NaN,NaN,NaN,NaN,-1232.238,2556.649,4406.583,NaN,NaN,NaN,-2261.442,980.399,NaN,NaN,NaN,NaN,NaN,-4084.138,NaN,-1960.201,-89.469,2204.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1919.094,NaN,2433.04,NaN,NaN,NaN,NaN,NaN,NaN,326.113,-1454.022,NaN,NaN,NaN,NaN,NaN,NaN,346.845,NaN,NaN,NaN,NaN,-2784.097,-464.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.407,0.082,NaN,36.933,-1.893,NaN,NaN,-934.718,-60.811,NaN,-382.465,NaN,NaN,226.037,NaN,NaN,NaN,NaN,NaN,1607.945,-1293.641,NaN,3377.535,NaN,NaN,NaN,-1807.463,NaN,NaN,-1416.114,NaN,NaN,NaN,NaN,NaN,766.835,NaN,NaN,120.651,NaN,-520.03,NaN,NaN,NaN,2318.146,-2867.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.026,1718.208,NaN,-5.776,7.053,NaN,NaN,NaN
-2945.062,NaN,-1822.539,2290.034,NaN,1847.589,NaN,NaN,2888.852,NaN,NaN,NaN,NaN,-2466.195,NaN,NaN,762.451,NaN,2019.346,NaN,-2381.865,-3124.936,NaN,NaN,NaN,NaN,NaN,-914.702,NaN,NaN,NaN,NaN,NaN,NaN,-1233.331,2555.775,4406.274,NaN,NaN,NaN,-2262.271,979.291,NaN,NaN,NaN,NaN,NaN,-4084.05,NaN,-1960.592,-89.794,2204.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2432.429,NaN,NaN,NaN,NaN,NaN,NaN,325.587,-1454.367,NaN,NaN,NaN,NaN,NaN,NaN,346.055,NaN,NaN,NaN,NaN,-2784.432,-465.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.962,-0.199,NaN,36.826,-2.341,NaN,NaN,-935.059,-61.173,NaN,-382.901,NaN,NaN,225.474,NaN,NaN,NaN,NaN,NaN,1607.218,-1294.488,NaN,3377.068,NaN,NaN,NaN,-1808.029,NaN,NaN,-1416.531,NaN,NaN,NaN,NaN,NaN,766.587,NaN,NaN,120.274,NaN,-520.582,NaN,NaN,NaN,2317.969,-2867.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.621,1718.003,NaN,-6.034,6.644,NaN,NaN,NaN
-2944.58,NaN,-1822.867,2289.633,NaN,1847.601,NaN,NaN,2888.555,NaN,NaN,NaN,NaN,-2466.443,NaN,NaN,762.338,NaN,2019.193,NaN,-2381.956,-3124.871,NaN,NaN,NaN,NaN,NaN,-915.116,NaN,NaN,NaN,NaN,NaN,NaN,-1234.113,2555.24,4406.48,NaN,NaN,NaN,-2262.83,978.895,NaN,NaN,NaN,NaN,NaN,-4084.351,NaN,-1960.579,-90.029,2204.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2432.638,NaN,NaN,NaN,NaN,NaN,NaN,325.876,-1454.044,NaN,NaN,NaN,NaN,NaN,NaN,346.126,NaN,NaN,NaN,NaN,-2784.414,-465.743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.106,-0.053,NaN,37.01,-1.945,NaN,NaN,-934.942,-60.783,NaN,-383.027,NaN,NaN,225.592,NaN,NaN,NaN,NaN,NaN,1606.912,-1294.63,NaN,3377.408,NaN,NaN,NaN,-1808.176,NaN,NaN,-1416.477,NaN,NaN,NaN,NaN,NaN,766.42,NaN,NaN,120.316,NaN,-520.401,NaN,NaN,NaN,2318.053,-2867.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.396,1718.138,NaN,-5.744,6.785,NaN,NaN,NaN
-2944.363,NaN,-1823.379,2289.642,NaN,1847.498,NaN,NaN,2889.198,NaN,NaN,NaN,NaN,-2466.897,NaN,NaN,762.199,NaN,2019.032,NaN,-2381.541,-3125.164,NaN,NaN,NaN,NaN,NaN,-915.574,NaN,NaN,NaN,NaN,NaN,NaN,-1234.912,2554.573,4406.571,NaN,NaN,NaN,-2263.388,977.955,NaN,NaN,NaN,NaN,NaN,-4084.166,NaN,-1960.529,-90.191,2204.986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2432.456,NaN,NaN,NaN,NaN,NaN,NaN,326.01,-1454.133,NaN,NaN,NaN,NaN,NaN,NaN,345.571,NaN,NaN,NaN,NaN,-2784.605,-466.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.882,0.036,NaN,36.953,-2.031,NaN,NaN,-935.023,-60.975,NaN,-383.017,NaN,NaN,225.909,NaN,NaN,NaN,NaN,NaN,1606.444,-1295.213,NaN,3377.237,NaN,NaN,NaN,-1808.335,NaN,NaN,-1416.717,NaN,NaN,NaN,NaN,NaN,766.329,NaN,NaN,120.23,NaN,-520.419,NaN,NaN,NaN,2318.224,-2867.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.529,1717.963,NaN,-5.692,6.989,NaN,NaN,NaN
-2943.979,NaN,-1823.708,2289.599,NaN,1847.38,NaN,NaN,2889.329,NaN,NaN,NaN,NaN,-2467.101,NaN,NaN,762.109,NaN,2019.066,NaN,-2381.408,-3125.176,NaN,NaN,NaN,NaN,NaN,-915.835,NaN,NaN,NaN,NaN,NaN,NaN,-1235.353,2554.229,4406.76,NaN,NaN,NaN,-2263.785,977.312,NaN,NaN,NaN,NaN,NaN,-4083.755,NaN,-1960.505,-89.729,2204.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2432.595,NaN,NaN,NaN,NaN,NaN,NaN,325.92,-1454.044,NaN,NaN,NaN,NaN,NaN,NaN,345.24,NaN,NaN,NaN,NaN,-2784.492,-466.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.332,0.338,NaN,37.428,-1.796,NaN,NaN,-934.982,-60.575,NaN,-382.973,NaN,NaN,225.766,NaN,NaN,NaN,NaN,NaN,1606.239,-1295.379,NaN,3377.545,NaN,NaN,NaN,-1808.622,NaN,NaN,-1416.621,NaN,NaN,NaN,NaN,NaN,766.338,NaN,NaN,120.502,NaN,-520.45,NaN,NaN,NaN,2318.498,-2866.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.347,1718.321,NaN,-5.55,7.105,NaN,NaN,NaN
-2944.18,NaN,-1824.29,2289.114,NaN,1846.945,NaN,NaN,2889.214,NaN,NaN,NaN,NaN,-2467.757,NaN,NaN,761.833,NaN,2018.638,NaN,-2381.518,-3125.506,NaN,NaN,NaN,NaN,NaN,-916.52,NaN,NaN,NaN,NaN,NaN,NaN,-1236.406,2553.448,4406.813,NaN,NaN,NaN,-2264.664,976.446,NaN,NaN,NaN,NaN,NaN,-4084.066,NaN,-1960.546,-90.033,2204.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1917.472,NaN,2432.344,NaN,NaN,NaN,NaN,NaN,NaN,325.598,-1454.235,NaN,NaN,NaN,NaN,NaN,NaN,344.563,NaN,NaN,NaN,NaN,-2784.884,-466.986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.075,0.215,NaN,37.281,-1.811,NaN,NaN,-935.292,-60.658,NaN,-383.229,NaN,NaN,225.733,NaN,NaN,NaN,NaN,NaN,1605.711,-1296.248,NaN,3377.279,NaN,NaN,NaN,-1809.022,NaN,NaN,-1416.805,NaN,NaN,NaN,NaN,NaN,766.167,NaN,NaN,120.562,NaN,-520.686,NaN,NaN,NaN,2318.55,-2866.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.703,1718.031,NaN,-5.631,6.876,NaN,NaN,NaN
-2944.307,NaN,-1824.906,2288.741,NaN,1846.606,NaN,NaN,2889.522,NaN,NaN,NaN,NaN,-2468.337,NaN,NaN,761.515,NaN,2018.293,NaN,-2381.397,-3125.82,NaN,NaN,NaN,NaN,NaN,-917.179,NaN,NaN,NaN,NaN,NaN,NaN,-1237.338,2552.681,4406.674,NaN,NaN,NaN,-2265.216,975.728,NaN,NaN,NaN,NaN,NaN,-4083.947,NaN,-1960.804,-90.553,2204.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1916.818,NaN,2432.277,NaN,NaN,NaN,NaN,NaN,NaN,325.553,-1454.139,NaN,NaN,NaN,NaN,NaN,NaN,344.288,NaN,NaN,NaN,NaN,-2784.984,-467.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.093,0.019,NaN,37.001,-1.835,NaN,NaN,-935.421,-60.862,NaN,-383.482,NaN,NaN,225.748,NaN,NaN,NaN,NaN,NaN,1605.178,-1296.609,NaN,3377.038,NaN,NaN,NaN,-1809.232,NaN,NaN,-1416.959,NaN,NaN,NaN,NaN,NaN,765.873,NaN,NaN,120.334,NaN,-520.864,NaN,NaN,NaN,2318.391,-2866.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.673,1717.95,NaN,-5.645,6.916,NaN,NaN,NaN
-2944.055,NaN,-1825.506,2288.849,NaN,1846.798,NaN,NaN,2889.235,NaN,NaN,NaN,NaN,-2468.586,NaN,NaN,761.259,NaN,2018.317,NaN,-2381.111,-3125.801,NaN,NaN,NaN,NaN,NaN,-917.581,NaN,NaN,NaN,NaN,NaN,NaN,-1237.995,2552.031,4406.722,NaN,NaN,NaN,-2265.853,974.675,NaN,NaN,NaN,NaN,NaN,-4083.812,NaN,-1960.88,-90.569,2204.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1916.794,NaN,2432.232,NaN,NaN,NaN,NaN,NaN,NaN,325.775,-1454.109,NaN,NaN,NaN,NaN,NaN,NaN,343.932,NaN,NaN,NaN,NaN,-2785.09,-467.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.02,0.158,NaN,37.394,-1.745,NaN,NaN,-935.268,-60.71,NaN,-383.518,NaN,NaN,225.587,NaN,NaN,NaN,NaN,NaN,1604.728,-1297.032,NaN,3377.228,NaN,NaN,NaN,-1809.475,NaN,NaN,-1417.087,NaN,NaN,NaN,NaN,NaN,765.831,NaN,NaN,120.39,NaN,-521.047,NaN,NaN,NaN,2318.467,-2866.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.946,1717.929,NaN,-5.415,7.101,NaN,NaN,NaN
-2944.082,NaN,-1825.724,2288.828,NaN,1846.653,NaN,NaN,2889.855,NaN,NaN,NaN,NaN,-2468.798,NaN,NaN,761.226,NaN,2018.293,NaN,-2380.412,-3125.928,NaN,NaN,NaN,NaN,NaN,-917.787,NaN,NaN,NaN,NaN,NaN,NaN,-1238.457,2551.646,4407.015,NaN,NaN,NaN,-2266.146,974.325,NaN,NaN,NaN,NaN,NaN,-4083.639,NaN,-1960.51,-90.458,2205.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1916.605,NaN,2432.252,NaN,NaN,NaN,NaN,NaN,NaN,325.94,-1453.827,NaN,NaN,NaN,NaN,NaN,NaN,343.641,NaN,NaN,NaN,NaN,-2784.969,-467.941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.263,0.589,NaN,37.496,-1.412,NaN,NaN,-935.352,-60.497,NaN,-383.264,NaN,NaN,225.907,NaN,NaN,NaN,NaN,NaN,1604.607,-1297.183,NaN,3377.563,NaN,NaN,NaN,-1809.52,NaN,NaN,-1416.999,NaN,NaN,NaN,NaN,NaN,765.913,NaN,NaN,120.587,NaN,-520.895,NaN,NaN,NaN,2318.838,-2866.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-994.72,1718.107,NaN,-5.257,7.321,NaN,NaN,NaN
-2944.067,2257.832,-1826.545,2288.614,NaN,1846.268,NaN,NaN,2889.851,NaN,NaN,NaN,NaN,-2469.46,NaN,NaN,760.825,NaN,2017.825,NaN,-2380.641,-3126.195,NaN,NaN,NaN,NaN,NaN,-918.654,NaN,NaN,NaN,NaN,NaN,NaN,-1239.538,2550.739,4406.815,NaN,NaN,NaN,-2266.99,973.228,NaN,NaN,NaN,NaN,NaN,-4083.668,NaN,-1961.181,-90.708,2204.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1916.405,NaN,2431.959,NaN,NaN,NaN,NaN,NaN,NaN,325.344,-1454.034,NaN,NaN,NaN,NaN,NaN,NaN,343.089,NaN,NaN,NaN,NaN,-2785.334,-468.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1709.136,0.578,NaN,37.274,-1.644,NaN,NaN,-935.631,-60.925,NaN,-383.639,NaN,NaN,225.786,NaN,NaN,NaN,NaN,NaN,1603.928,-1297.929,NaN,3377.254,NaN,NaN,NaN,-1810,NaN,NaN,-1417.311,NaN,NaN,NaN,NaN,NaN,765.675,NaN,NaN,120.339,NaN,-521.238,NaN,NaN,NaN,2318.598,-2866.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-995.123,1717.945,NaN,-5.468,6.883,NaN,NaN,NaN
-2944.091,2258.261,-1827.162,2288.571,NaN,1846.187,NaN,NaN,2889.848,NaN,NaN,NaN,NaN,-2469.954,NaN,NaN,760.52,NaN,2017.572,NaN,-2380.841,-3126.339,NaN,NaN,NaN,NaN,NaN,-919.27,NaN,NaN,NaN,NaN,NaN,NaN,-1240.482,2550.11,4406.788,NaN,NaN,NaN,-2267.566,972.362,NaN,NaN,NaN,NaN,NaN,-4083.979,NaN,-1961.082,-90.961,2204.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1915.839,NaN,2431.831,NaN,NaN,NaN,NaN,NaN,NaN,325.333,-1454.09,NaN,NaN,NaN,NaN,NaN,NaN,342.685,NaN,NaN,NaN,NaN,-2785.475,-469.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.974,0.383,NaN,37.137,-1.626,NaN,NaN,-935.66,-60.858,NaN,-383.748,NaN,NaN,225.704,NaN,NaN,NaN,NaN,NaN,1603.411,-1298.431,NaN,3377.247,NaN,NaN,NaN,-1810.312,NaN,NaN,-1417.492,NaN,NaN,NaN,NaN,NaN,765.517,NaN,NaN,120.267,NaN,-521.488,NaN,NaN,NaN,2318.485,-2866.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-995.316,1717.547,NaN,-5.515,7.084,NaN,NaN,NaN
-2944.25,2257.243,-1827.854,2287.852,NaN,1845.658,NaN,NaN,2889.604,NaN,NaN,NaN,NaN,-2470.569,NaN,NaN,759.987,NaN,2017.024,NaN,-2380.792,-3127.223,NaN,NaN,NaN,NaN,NaN,-920.073,NaN,NaN,NaN,NaN,NaN,NaN,-1241.494,2549.133,4406.632,NaN,NaN,NaN,-2268.647,971.39,NaN,NaN,NaN,NaN,NaN,-4084.038,NaN,-1961.589,-91.34,2203.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1915.34,NaN,2431.472,NaN,NaN,NaN,NaN,NaN,NaN,325.026,-1454.147,NaN,NaN,NaN,NaN,NaN,NaN,341.976,NaN,NaN,NaN,NaN,-2786.029,-469.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.568,0.108,NaN,37.191,-1.776,NaN,NaN,-936.253,-61.268,NaN,-384.069,NaN,NaN,225.205,NaN,NaN,NaN,NaN,NaN,1602.656,-1299.221,NaN,3377.078,NaN,NaN,NaN,-1810.956,NaN,NaN,-1417.985,NaN,NaN,NaN,NaN,NaN,765.01,NaN,NaN,120.014,NaN,-521.899,NaN,NaN,NaN,2318.353,-2866.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-995.74,1717.514,NaN,-5.623,6.97,NaN,NaN,NaN
-2944.207,2257.195,-1828.278,2287.769,NaN,1845.38,NaN,NaN,2889.83,NaN,NaN,NaN,NaN,-2471.024,NaN,NaN,759.919,NaN,2016.92,NaN,-2380.792,-3127.018,NaN,NaN,NaN,NaN,NaN,-920.541,NaN,NaN,NaN,NaN,NaN,NaN,-1242.24,2548.729,4406.666,NaN,NaN,NaN,-2269.091,970.395,NaN,NaN,NaN,NaN,NaN,-4083.689,NaN,-1961.445,-91.63,2204.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1914.502,NaN,2431.613,NaN,NaN,NaN,NaN,NaN,NaN,325.205,-1454.263,NaN,NaN,NaN,NaN,NaN,NaN,341.505,NaN,NaN,NaN,NaN,-2785.996,-470.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.916,0.317,NaN,37.154,-1.824,NaN,NaN,-936.046,-61.216,NaN,-384.171,NaN,NaN,225.388,NaN,NaN,NaN,NaN,NaN,1602.42,-1299.63,NaN,3377.133,NaN,NaN,NaN,-1811.008,NaN,NaN,-1418.081,NaN,NaN,NaN,NaN,NaN,765.051,NaN,NaN,120.086,NaN,-521.809,NaN,NaN,NaN,2318.498,-2866.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-995.716,1717.383,NaN,-5.441,7.031,NaN,NaN,NaN
-2944.473,2257.605,-1828.799,2287.605,NaN,1845.024,NaN,NaN,2889.895,NaN,NaN,NaN,NaN,-2471.585,NaN,NaN,759.449,NaN,2016.564,NaN,-2380.605,-3127.271,NaN,NaN,NaN,NaN,NaN,-921.291,NaN,NaN,NaN,NaN,NaN,NaN,-1243.174,2547.776,4406.611,NaN,NaN,NaN,-2269.887,969.531,NaN,NaN,NaN,NaN,NaN,-4083.874,NaN,-1961.704,-92.018,2204.192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1914.219,NaN,2431.098,NaN,NaN,NaN,NaN,NaN,NaN,324.706,-1454.434,NaN,NaN,NaN,NaN,NaN,NaN,340.837,NaN,NaN,NaN,NaN,-2786.342,-470.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.438,0.084,NaN,37.066,-1.921,NaN,NaN,-936.439,-61.022,NaN,-384.575,NaN,NaN,225.211,NaN,NaN,NaN,NaN,NaN,1601.778,-1300.319,NaN,3376.681,NaN,NaN,NaN,-1811.405,NaN,NaN,-1418.394,NaN,NaN,NaN,NaN,NaN,764.645,NaN,NaN,119.893,NaN,-522.208,NaN,NaN,NaN,2318.296,-2866.351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-995.998,1717.318,NaN,-5.52,6.87,NaN,NaN,NaN
-2944.232,2256.918,-1829.423,2287.417,NaN,1844.846,NaN,NaN,2889.838,NaN,NaN,NaN,NaN,-2472.033,NaN,NaN,759.146,NaN,2016.324,NaN,-2380.39,-3127.691,NaN,NaN,NaN,NaN,NaN,-921.88,NaN,NaN,NaN,NaN,NaN,NaN,-1244.153,2547.121,4406.545,NaN,NaN,NaN,-2270.53,968.716,NaN,NaN,NaN,NaN,NaN,-4084.194,NaN,-1961.762,-92.163,2204.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1913.774,NaN,2431.123,NaN,NaN,NaN,NaN,NaN,NaN,324.587,-1454.287,NaN,NaN,NaN,NaN,NaN,NaN,340.51,NaN,NaN,NaN,NaN,-2786.406,-471.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.49,0.231,NaN,37.105,-2.048,NaN,NaN,-936.562,-61.192,NaN,-384.83,NaN,NaN,225.183,NaN,NaN,NaN,NaN,NaN,1601.304,-1300.781,NaN,3376.703,NaN,NaN,NaN,-1811.773,NaN,NaN,-1418.484,NaN,NaN,NaN,NaN,NaN,764.54,NaN,NaN,119.983,NaN,-522.233,NaN,NaN,NaN,2318.386,-2866.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-996.089,1717.178,NaN,-5.661,7.129,NaN,NaN,NaN
-2944.289,2257.371,-1829.847,2287.387,NaN,1844.742,NaN,NaN,2890.252,NaN,NaN,NaN,NaN,-2472.452,NaN,NaN,759.056,NaN,2016.298,NaN,-2380.215,-3127.58,NaN,NaN,NaN,NaN,NaN,-922.142,NaN,NaN,NaN,NaN,NaN,NaN,-1244.713,2546.636,4406.668,NaN,NaN,NaN,-2270.985,968.12,NaN,NaN,NaN,NaN,NaN,-4083.502,NaN,-1961.736,-92.087,2203.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1914.278,NaN,2430.897,NaN,NaN,NaN,NaN,NaN,NaN,324.786,-1454.389,NaN,NaN,NaN,NaN,NaN,NaN,340.112,NaN,NaN,NaN,NaN,-2786.583,-471.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.5,0.316,NaN,37.159,-1.662,NaN,NaN,-936.66,-61.197,NaN,-384.607,NaN,NaN,225.236,NaN,NaN,NaN,NaN,NaN,1600.966,-1301.141,NaN,3376.862,NaN,NaN,NaN,-1811.941,NaN,NaN,-1418.523,NaN,NaN,NaN,NaN,NaN,764.615,NaN,NaN,120.113,NaN,-522.345,NaN,NaN,NaN,2318.406,-2865.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-996.132,1717.374,NaN,-5.473,7.183,NaN,NaN,NaN
-2944.33,2257.239,-1830.6,2286.74,NaN,1844.152,NaN,NaN,2889.577,NaN,NaN,NaN,NaN,-2473.216,NaN,NaN,758.429,NaN,2015.67,NaN,-2380.422,-3128.047,NaN,NaN,NaN,NaN,NaN,-923.263,NaN,NaN,NaN,NaN,NaN,NaN,-1245.826,2545.679,4406.545,NaN,NaN,NaN,-2271.976,967.109,NaN,NaN,NaN,NaN,NaN,-4084.067,NaN,-1962.055,-92.516,2203.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1913.541,NaN,2430.542,NaN,NaN,NaN,NaN,NaN,NaN,324.639,-1454.607,NaN,NaN,NaN,NaN,NaN,NaN,339.581,NaN,NaN,NaN,NaN,-2786.92,-472.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1708.151,-0.109,NaN,36.937,-1.945,NaN,NaN,-936.95,-61.628,NaN,-385.105,NaN,NaN,224.761,NaN,NaN,NaN,NaN,NaN,1600.28,-1301.824,NaN,3376.714,NaN,NaN,NaN,-1812.601,NaN,NaN,-1419.011,NaN,NaN,NaN,NaN,NaN,764.177,NaN,NaN,119.621,NaN,-522.837,NaN,NaN,NaN,2318.187,-2865.979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-996.505,1716.896,NaN,-5.679,6.772,NaN,NaN,NaN
