pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575899.1951353,23119403.0248008,22169466.9847044,21218529.0451444,20285888.8154784,23503681.2264936,23952230.3753059
22576253.9700904,23118808.439556,22170012.8114587,21218762.7367963,20285774.8614795,23503033.7689175,23952578.5764137
22576612.3296056,23118213.9302993,22170560.3235275,21218999.0839553,20285662.8187652,23502386.5899143,23952929.3315003
22576967.2305402,23117619.4312102,22171106.9646103,21219231.6746174,20285547.5879477,23501736.9337446,23953277.5297985
22577325.4839244,23117024.5479277,22171653.3364307,21219466.7511769,20285436.2440496,23501086.8071321,23953628.9750644
22577679.7994904,23116431.1285957,22172201.7381684,21219703.1959262,20285319.8952074,23500440.1246894,23953979.4679474
22578037.2322885,23115834.8812046,22172745.1411791,21219938.0489348,20285206.7273935,23499792.1934896,23954327.9328034
22578396.8491255,23115241.4434633,22173291.80903,21220172.9444216,20285091.8644281,23499143.4687602,23954677.5969567
22578753.4209438,23114647.8703836,22173837.8136922,21220407.747052,20284980.4099148,23498495.5949964,23955029.6104136
22579111.2568161,23114053.0626253,22174386.3525606,21220644.061452,20284864.3941632,23497847.4255893,23955378.7213008
22579467.5711098,23113458.3499963,22174933.3460397,21220878.0604047,20284752.8786548,23497198.6111642,23955731.7506896
22579824.8068839,23112862.9608391,22175478.0544906,21221113.6283366,20284639.4824356,23496552.1824094,23956079.3615233
22580182.0854459,23112269.739485,22176027.0315124,21221349.2224034,20284526.1585844,23495902.0393605,23956429.6115441
22580541.0635216,23111675.0831033,22176572.8084803,21221584.4504002,20284413.8574418,23495253.9085206,23956781.3863432
22580898.367183,23111083.3673419,22177121.9085649,21221818.9319707,20284299.3013184,23494605.6654951,23957131.0477968
22581257.6948056,23110485.568038,22177667.1145792,21222054.3100067,20284187.9285967,23493959.4705654,23957482.7937381
22581614.3616761,23109892.9665735,22178215.8839084,21222290.1823806,20284076.5004636,23493308.6864908,23957832.0494513
22581973.1075045,23109296.6768814,22178762.1031565,21222526.6441586,20283965.7867146,23492662.1421045,23958186.0928858
22582330.2208642,23108704.7451677,22179310.9319597,21222761.8180748,20283849.1663188,23492013.4448295,23958538.0155985
22582689.4252337,23108109.5562526,22179856.6305389,21222998.2381083,20283740.0090338,23491365.8411945,23958886.1494432
22583047.012768,23107516.9483396,22180405.0067392,21223232.6399114,20283627.3078569,23490715.9415532,23959239.3290722
22583404.4697352,23106922.0677615,22180953.7979406,21223469.8861875,20283515.9156451,23490068.8908528,23959592.8579144
22583763.9180478,23106328.0195815,22181498.9468358,21223704.3792412,20283403.8917121,23489420.0131372,23959943.3504898
22584121.22963,23105734.3733657,22182047.7787561,21223939.1913051,20283291.5516061,23488772.5675591,23960295.237909
22584480.5126471,23105140.126684,22182594.9093884,21224175.7831474,20283181.2377362,23488125.5469922,23960646.9924745
22584838.7095678,23104548.7786863,22183144.6930057,21224410.8137522,20283067.5253283,23487476.8951318,23960998.2096116
22585200.3817274,23103954.2951487,22183690.7944359,21224646.3001262,20282955.9558855,23486828.6039539,23961349.7531354
22585558.1370507,23103358.3646647,22184238.6691409,21224883.5392968,20282844.1316456,23486180.6249701,23961703.1733742
22585915.2092709,23102765.1173744,22184787.1899796,21225120.1219105,20282733.3929489,23485533.4514865,23962054.2123479
22586276.449598,23102170.7043268,22185335.7667252,21225354.1118007,20282621.3432369,23484884.3871208,23962406.5320712
22586635.7863081,23101580.6761863,22185882.4023257,21225590.7226322,20282511.1742009,23484237.2478277,23962759.0699605
22586992.632872,23100984.9867268,22186431.9829388,21225828.0251479,20282400.7927987,23483589.2640363,23963111.8299412
22587352.2354295,23100391.7987761,22186980.8637388,21226062.3759266,20282289.1412909,23482941.795029,23963463.0310427
22587711.817667,23099796.5504844,22187528.0909659,21226300.7373344,20282178.803278,23482293.0933044,23963816.8113274
22588071.2328524,23099204.8310235,22188076.4153235,21226533.7111575,20282067.8919581,23481643.2855743,23964169.705147
22588430.7794879,23098610.4005683,22188625.7409544,21226770.8056922,20281956.4645301,23480999.037588,23964522.2046015
22588790.7183814,23098017.4501741,22189176.2621916,21227008.4853487,20281846.120864,23480351.0927422,23964877.3525293
22589150.2639058,23097425.4136744,22189722.5246946,21227245.7933654,20281735.5566812,23479701.1213574,23965228.3306215
22589510.9076723,23096831.3724948,22190272.7329047,21227481.2310689,20281623.844278,23479052.3466661,23965582.5634108
22589870.1205039,23096239.9550335,22190820.3699028,21227718.6910709,20281515.6004214,23478405.8623042,23965936.191365
22590230.2857059,23095644.7626775,22191369.7327821,21227954.1870306,20281406.3416139,23477758.7861848,23966289.3832578
22590590.9121482,23095052.3169879,22191920.9474963,21228188.9732428,20281296.2922184,23477112.3433966,23966644.0167043
22590948.9601722,23094456.9627033,22192467.948425,21228424.3015147,20281184.8404911,23476464.6058353,23966995.9362447
22591310.3904957,23093866.4009781,22193017.9255454,21228662.5459898,20281076.0911136,23475817.4494059,23967351.5776786
22591672.3028909,23093272.2576406,22193564.6104581,21228896.4057649,20280964.3617077,23475168.3213906,23967703.242601
