dop1_1,dop1_2,dop1_3,dop1_4,dop1_5,dop1_6,dop1_7
-67.889343501358,113.195148264182,-103.962055960603,-44.7703882019452,21.4795789738101,123.406971194349,-66.2527689024415
-67.9554491427445,113.210300782252,-104.083580225691,-44.5857142481355,21.6854930162452,123.311412821975,-66.3409130897628
-67.9321847560861,113.169953480165,-104.128382929718,-44.7714762490285,21.6373366414158,123.372079091756,-66.6796850227179
-67.838428278844,113.054357306601,-104.057174309576,-44.8205000360551,21.7443278785177,123.326521143064,-66.5461709572631
-68.0973574975303,113.339682737702,-104.073498853851,-44.807701931949,21.5919041286847,123.319790359539,-66.5827546082016
-68.022905522953,113.039713077089,-103.886527152796,-44.6622184269486,21.5455072121017,123.547645481398,-66.5829424066041
-67.7695942226932,113.219091124054,-104.122454021423,-44.8524707135755,21.7314445441904,123.32821956692,-66.7259637923859
-68.1423253336691,113.317365055539,-104.163315322072,-44.9468296705027,21.6031745836289,123.338518088126,-66.6599796552573
-68.2252263341633,113.107625136653,-103.870924831969,-44.6109786028636,21.3808262580701,123.421062391304,-66.8027870720413
-67.844758095859,113.152196759758,-104.011601361344,-44.8557543641879,21.4225869242219,123.38728725544,-66.6711019574352
-68.0855117787458,113.338908701426,-104.046417987082,-44.6533509342401,21.5736052099527,123.553182390378,-66.6489933230915
-68.0837334101036,112.870928078112,-104.133188928685,-44.7090420487758,21.4337979206791,123.238154718327,-66.8977991888579
-67.8800338236196,113.174517432318,-104.051028631639,-44.7844051098861,21.5092567441448,123.032201165405,-66.9061134563364
-68.0153266923461,113.163274789244,-104.110096993918,-44.7806783136272,21.4961854690998,123.468188576997,-66.9460575344539
-67.888040987481,113.229755984837,-103.928253312513,-44.7538950709787,21.458911347036,123.4890317382,-66.7163008060595
-68.2052487799986,113.135773474905,-104.112672320251,-44.7021181402488,21.4389867699049,123.425615457974,-67.0320417067187
-68.0893578131832,112.893891197982,-104.146126862041,-44.9822815186114,21.4594260164091,123.441004457691,-66.5932010452858
-67.9771907341369,113.160213857306,-104.110455285715,-44.7939767353035,21.342410124789,123.29054774126,-66.8898826222607
-68.2506710793791,112.956801418741,-104.155965145449,-44.8432318498806,21.461699453293,123.160016829156,-66.8818357866315
-68.3127109530215,112.799973800357,-104.292633609231,-44.8512300789519,21.1640448706735,123.262337796058,-66.9460686936707
-68.1095868636977,113.272671163634,-104.216569925354,-44.8450550080657,21.2847462388922,123.166900903641,-66.6183665878199
-68.0155165547741,112.926033152392,-104.258489302164,-45.0554221670169,21.3911645883572,123.327398430936,-67.1427976223423
-68.193158566122,113.032135970089,-104.189452396805,-44.7317394220583,21.2154608417096,123.364417525323,-66.9907481808385
-68.2652861245448,113.021803036627,-104.112033936302,-44.7815080078041,21.1176785202246,123.219502601973,-66.9369050497573
-68.2285356318498,113.075216214356,-104.096093983927,-44.8341373042317,21.2438849326243,123.249837271832,-66.9009488844812
-68.4743615343036,112.898888200447,-104.250265415607,-44.7918735279922,21.369491764864,123.32027904502,-67.3743776121071
-68.3157273087086,113.085250987397,-104.316675046998,-44.8798149897762,21.3683022923122,123.344313128974,-66.9657974371705
-68.0302761934138,112.734747938227,-104.316339975105,-44.9001898523832,21.1389983705809,123.444558135993,-66.8593313444678
-68.5033067116846,112.904633068364,-104.281734266693,-44.7239824540918,21.2417172512195,123.329137469225,-66.88633434179
-68.307974769236,112.977324865216,-104.29637445728,-45.0328496227018,21.1968060934836,123.174718565748,-67.2649168739143
-68.2967047884443,112.968871439049,-104.389627318882,-44.8615759151843,21.0417480509693,123.023728786652,-67.0885211636864
-68.5508807382674,112.977845128655,-104.294782204173,-45.2163756086593,21.1392152063762,123.159546489369,-67.001279013503
-68.5437601521237,112.947582075455,-104.23645418561,-44.908030260313,21.2344546138924,123.243185105831,-67.1312433123074
-68.3945170200478,112.932842882188,-104.384013636997,-44.8064515342209,20.9482271442305,123.489413896281,-67.0553610682597
-68.4300064526854,112.631338356931,-104.434304452801,-44.868836370316,20.9283660785351,123.305786622828,-67.1796809602689
-68.4793212774626,112.773765597572,-104.08248363379,-44.9940898272658,21.0709454071262,123.394445361797,-67.0710348864836
-68.5271707894459,112.843023760605,-104.351118532508,-44.7100721362209,21.1002690495144,123.689341891103,-67.2263747557807
