carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575878.8908159,23119327.3439847,22169525.3960018,21218521.003454,20285878.036119,23503749.7499083,23952214.8299956
22576235.5106071,23118732.6451822,22170071.6268131,21218755.886591,20285763.9665463,23503101.2553101,23952564.311296
22576592.1967767,23118137.9615265,22170617.9240473,21218990.7710712,20285649.9722279,23502452.7671842,23952913.9702414
22576948.9803479,23117543.3040326,22171164.2839528,21219225.7470568,20285536.0881868,23501804.3548551,23953263.7087198
22577305.8929811,23116948.7317711,22171710.7566718,21219460.6944298,20285422.3410044,23501155.9209065,23953613.4893114
22577662.8685245,23116354.1153421,22172257.2444415,21219695.7252718,20285308.6891023,23500507.5399551,23953963.4677871
22578019.9205124,23115759.616675,22172803.8226812,21219930.743333,20285195.1260794,23499859.1583786,23954313.4724705
22578377.1308715,23115165.1205333,22173350.4955593,21220165.8590075,20285081.6316015,23499210.8235426,23954663.5951095
22578734.3305233,23114570.6569033,22173897.207546,21220400.9410878,20284968.272444,23498562.4869907,23955013.8309008
22579091.6318921,23113976.2584515,22174443.970576,21220636.1652364,20284854.9955358,23497914.1644953,23955364.1640431
22579449.0843367,23113381.9033908,22174990.8286373,21220871.3959889,20284741.8177472,23497265.8321922,23955714.5567124
22579806.5297364,23112787.6260034,22175537.7589136,21221106.6281279,20284628.774476,23496617.5305347,23956065.0700835
22580164.1128906,23112193.2860913,22176084.7375231,21221341.9421041,20284515.7951588,23495969.3344819,23956415.764889
22580521.8220621,23111599.0291432,22176631.7837292,21221577.2957126,20284402.9631905,23495321.0791463,23956766.4875485
22580879.5032531,23111004.8467727,22177178.9185587,21221812.6677446,20284290.1819332,23494672.8537642,23957117.3715791
22581237.3977011,23110410.6374978,22177726.1228883,21222048.0876254,20284177.5092914,23494024.6496321,23957468.248889
22581595.3417715,23109816.5108975,22178273.3698079,21222283.513909,20284064.9530146,23493376.4908353,23957819.3041047
22581953.3298745,23109222.4089545,22178820.7245639,21222519.048751,20283952.4917538,23492728.2994057,23958170.3992365
22582311.4698,23108628.4066933,22179368.1271706,21222754.5396036,20283840.1980918,23492080.1635979,23958521.6609954
22582669.620582,23108034.3660152,22179915.6170854,21222990.1183386,20283727.8811999,23491432.0816868,23958873.0501357
22583027.9224236,23107440.3682402,22180463.1553067,21223225.744097,20283615.758689,23490783.9463324,23959224.49392
22583386.2960346,23106846.4577511,22181010.7108135,21223461.4207194,20283503.6484641,23490135.9153194,23959576.0772554
22583744.7486967,23106252.5305335,22181558.4355645,21223697.0994537,20283391.7398741,23489487.8017238,23959927.698455
22584103.2625236,23105658.6846779,22182106.1933309,21223932.8154691,20283279.862033,23488839.7728508,23960279.4494384
22584461.8450815,23105064.8585337,22182653.9879682,21224168.5619215,20283168.1428714,23488191.6820489,23960631.3622188
22584820.5510551,23104471.0330812,22183201.8528234,21224404.4202037,20283056.5010405,23487543.7731855,23960983.2767681
22585179.3562415,23103877.3275344,22183749.8166432,21224640.2439413,20282944.904683,23486895.7935637,23961335.3165542
22585538.3158941,23103283.6294108,22184297.7835443,21224876.142005,20282833.5096381,23486247.8021952,23961687.509564
22585897.2327621,23102689.9422652,22184845.9174545,21225112.084747,20282722.1394836,23485599.891782,23962039.7465447
22586256.29001,23102096.325778,22185394.0417568,21225348.0226109,20282610.8865285,23484951.9181677,23962392.12484
22586615.4566679,23101502.6972429,22185942.28841,21225584.0208189,20282499.7528173,23484303.981264,23962744.5729283
22586974.6532399,23100909.195898,22186490.561822,21225820.0988989,20282388.6813247,23483656.1612643,23963097.1682145
22587333.9971962,23100315.6930478,22187038.9212457,21226056.1633633,20282277.7270978,23483008.2663201,23963449.8067703
22587693.3940198,23099722.2109168,22187587.3603948,21226292.3126236,20282166.8796805,23482360.4327532,23963802.5881752
