carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575878.8622094,23119327.3644975,22169525.3490979,21218521.0197098,20285878.0395076,23503749.7293112,23952214.8352703
22576235.489306,23118732.6539527,22170071.5844167,21218755.8833896,20285763.9645382,23503101.2566184,23952564.3530138
22576592.2033052,23118137.9760944,22170617.8872797,21218990.7814269,20285649.9914853,23502452.8071435,23952913.9751354
22576949.0000719,23117543.3438703,22171164.2647769,21219225.7226618,20285536.122033,23501804.3669729,23953263.6968596
22577305.8857249,23116948.7386972,22171710.7048486,21219460.7006337,20285422.3489436,23501155.9541753,23953613.5224418
22577662.8660492,23116354.1754741,22172257.2189081,21219695.7250958,20285308.6778888,23500507.559236,23953963.4446193
22578019.9285299,23115759.6490577,22172803.8004703,21219930.7831027,20285195.114832,23499859.1837204,23954313.4667114
22578377.0775534,23115165.1651017,22173350.4524856,21220165.8794093,20285081.6485798,23499210.8229459,23954663.5904513
22578734.3132377,23114570.7206944,22173897.1803721,21220401.0153443,20284968.2834231,23498562.4836492,23955013.8178778
22579091.6348579,23113976.3140457,22174443.9643244,21220636.188786,20284855.0178897,23497914.1634383,23955364.1464445
22579449.0374583,23113381.943567,22174990.8237279,21220871.3997539,20284741.8491314,23497265.8668973,23955714.5808102
22579806.5310163,23112787.611283,22175537.7471634,21221106.650559,20284628.7863447,23496617.5905109,23956065.1148259
22580164.1205445,23112193.3219871,22176084.7393208,21221341.9473485,20284515.8249933,23495969.3290909,23956415.7550109
22580521.7875991,23111599.0645719,22176631.8016922,21221577.2857547,20284402.9625913,23495321.0903979,23956766.4933896
22580879.5449784,23111004.8539216,22177178.9356488,21221812.6592892,20284290.2024035,23494672.8697454,23957117.3355699
22581237.3870907,23110410.6777461,22177726.1355589,21222048.0787534,20284177.5418967,23494024.6673681,23957468.2751664
22581595.320286,23109816.5425236,22178273.4015355,21222283.5331677,20284064.9863551,23493376.4841818,23957819.3151651
22581953.3376685,23109222.4445811,22178820.7342232,21222519.0258493,20283952.5226633,23492728.3274644,23958170.4620925
22582311.4407695,23108628.3892743,22179368.1356126,21222754.5616583,20283840.16511,23492080.1852176,23958521.7035177
22582669.6311354,23108034.3713,22179915.6071145,21222990.136923,20283727.9049053,23491432.0665628,23958873.0510274
22583027.9052669,23107440.3896873,22180463.1454766,21223225.7455036,20283615.7523585,23490783.9618676,23959224.5020888
22583386.2705106,23106846.4453562,22181010.7515275,21223461.3948751,20283503.7011243,23490135.8794544,23959576.0544472
22583744.7158957,23106252.546051,22181558.4224244,21223697.0845594,20283391.7447387,23489487.8176507,23959927.7057467
22584103.2514756,23105658.6815402,22182106.1654453,21223932.8128432,20283279.8934073,23488839.7703685,23960279.4644343
22584461.8753957,23105064.8556041,22182653.9803041,21224168.5842259,20283168.1415191,23488191.747837,23960631.3181861
22584820.5864615,23104471.0732637,22183201.8631075,21224404.3929131,20283056.4895194,23487543.7483991,23960983.278344
22585179.3848339,23103877.3249103,22183749.8185307,21224640.2467869,20282944.9384498,23486895.7648357,23961335.3328622
22585538.2611687,23103283.6173523,22184297.8353258,21224876.1297917,20282833.4882376,23486247.7994476,23961687.4953092
22585897.2309153,23102689.9524968,22184845.9234575,21225112.0548536,20282722.1404602,23485599.8562718,23962039.7575599
22586256.2896958,23102096.3246685,22185394.0736332,21225348.0234391,20282610.8954337,23484951.938243,23962392.1179416
22586615.4340628,23101502.7372309,22185942.2977326,21225584.0320044,20282499.7521963,23484304.0348273,23962744.5814874
22586974.6595733,23100909.189227,22186490.5885597,21225820.0802607,20282388.7076705,23483656.1541151,23963097.1504734
22587333.9740842,23100315.6759124,22187038.9482801,21226056.1730326,20282277.7597867,23483008.2918019,23963449.8177137
22587693.3772738,23099722.2071923,22187587.3712694,21226292.2962861,20282166.9116444,23482360.4494816,23963802.5873272
22588052.8645782,23099128.7768808,22188135.8629423,21226528.4628638,20282056.1689199,23481712.6233599,23964155.4586651
22588412.4384621,23098535.3839593,22188684.4288688,21226764.6638128,20281945.5247011,23481064.8171045,23964508.436651
22588772.1016761,23097942.0355818,22189233.0621087,21227000.9094247,20281834.9853012,23480417.0327823,23964861.5137803
22589131.853312,23097348.7178716,22189781.7687178,21227237.1897459,20281724.5422719,23479769.2674623,23965214.6942354
22589491.6878321,23096755.4408552,22190330.5360699,21227473.5094305,20281614.1981623,23479121.5239379,23965567.9739663
22589851.6059299,23096162.2028121,22190879.3753972,21227709.8741042,20281503.9529333,23478473.7943372,23965921.3511449
22590211.6163093,23095569.0082631,22191428.2752921,21227946.2812012,20281393.8128585,23477826.0927228,23966274.8284279
22590571.7044119,23094975.8555632,22191977.2463581,21228182.7221405,20281283.7766668,23477178.4117513,23966628.4065007
22590931.8809844,23094382.7350835,22192526.2892754,21228419.2009613,20281173.8415821,23476530.7502615,23966982.0884101
22591292.1477745,23093789.6545954,22193075.4054833,21228655.7205239,20281064.006268,23475883.1131434,23967335.8781263
22591652.5021167,23093196.6119614,22193624.5854008,21228892.2831392,20280954.2720682,23475235.4895478,23967689.7650857
22592012.9383179,23092603.6111624,22194173.8383838,21229128.8824869,20280844.6365792,23474587.8884175,23968043.7554969
22592373.4608891,23092010.6554863,22194723.1525696,21229365.524333,20280735.1002855,23473940.3088847,23968397.8485839
22592734.0662281,23091417.7323254,22195272.5353555,21229602.2035407,20280625.6695426,23473292.746558,23968752.0416681
22593094.7575714,23090824.8504451,22195821.991775,21229838.9193303,20280516.3313247,23472645.2022659,23969106.332099
22593455.537016,23090232.0087349,22196371.5153775,21230075.6791506,20280407.0988756,23471997.68087,23969460.7255139
22593816.403636,23089639.2064191,22196921.1083575,21230312.4784464,20280297.9671786,23471350.1803291,23969815.2199606
22594177.3591615,23089046.4393987,22197470.7643339,21230549.3165756,20280188.930012,23470702.7001369,23970169.8186453
22594538.4012615,23088453.7140539,22198020.4851649,21230786.1968337,20280079.9993008,23470055.2400077,23970524.514684
22594899.52885,23087861.02954,22198570.2805171,21231023.1133056,20279971.1708517,23469407.8085342,23970879.3186049
22595260.7413145,23087268.3862483,22199120.1409348,21231260.0681263,20279862.4402118,23468760.3896304,23971234.2229215
22595622.0431877,23086675.7789504,22199670.067534,21231497.0624051,20279753.8155521,23468112.9981406,23971589.2318851
22595983.4342812,23086083.2106242,22200220.0661651,21231734.0982605,20279645.2876939,23467465.6231672,23971944.331555
22596344.9094677,23085490.6863196,22200770.1360449,21231971.1720213,20279536.8584711,23466818.2618847,23972299.5382374
22596706.4659079,23084898.2010507,22201320.2692682,21232208.2901845,20279428.5296161,23466170.926783,23972654.8427318
22597068.1083571,23084305.756938,22201870.4660709,21232445.4458524,20279320.30338,23465523.6081997,23973010.2474663
22597429.837212,23083713.3471352,22202420.7392973,21232682.6426348,20279212.1849317,23464876.3148995,23973365.7598955
22597791.6545167,23083120.9804542,22202971.0811296,21232919.871595,20279104.1652497,23464229.0505348,23973721.3690712
22598153.5525023,23082528.6493704,22203521.4867707,21233157.1431276,20278996.2439245,23463581.7976752,23974077.078414
22598515.540923,23081936.3709012,22204071.9618297,21233394.4531999,20278888.4201833,23462934.5682222,23974432.8928401
22598877.6106434,23081344.1188032,22204622.5020492,21233631.8062084,20278780.6982501,23462287.3548706,23974788.8047437
22599239.7666359,23080751.9115667,22205173.1116537,21233869.1971897,20278673.0796081,23461640.1655436,23975144.8160492
22599602.0135029,23080159.7440621,22205723.7908469,21234106.6288527,20278565.5574192,23460992.9941663,23975500.9350522
22599964.3415673,23079567.6137738,22206274.5397423,21234344.0948466,20278458.1386189,23460345.8435873,23975857.1529026
22600326.7550289,23078975.5248802,22206825.3543479,21234581.6016744,20278350.8280082,23459698.7118355,23976213.4703827
22600689.260775,23078383.4813121,22207376.2327731,21234819.1533669,20278243.6192391,23459051.6008966,23976569.888055
22601051.8480328,23077791.4707297,22207927.1872531,21235056.7459005,20278136.4980154,23458404.514629,23976926.4085401
22601414.5219444,23077199.4999854,22208478.2076179,21235294.3748536,20278029.484263,23457757.4504923,23977283.0286324
22601777.2810929,23076607.5684231,22209029.2927935,21235532.0423257,20277922.5658523,23457110.400222,23977639.7485783
22602140.126223,23076015.6800257,22209580.4481648,21235769.7486837,20277815.7497718,23456463.37748,23977996.5729673
22602503.0513041,23075423.8298606,22210131.6755162,21236007.4894942,20277709.0335617,23455816.3760558,23978353.4914509
22602866.0631875,23074832.0256427,22210682.962492,21236245.2703361,20277602.4172761,23455169.391076,23978710.5151587
22603229.1650552,23074240.2573795,22211234.323909,21236483.0916216,20277495.9056785,23454522.4280233,23979067.6404847
22603592.354847,23073648.5280243,22211785.746946,21236720.9583015,20277389.4846803,23453875.4872566,23979424.8637818
22603955.6263387,23073056.8371114,22212337.2456709,21236958.8655996,20277283.17474,23453228.5701773,23979782.1901759
22604318.9858256,23072465.187103,22212888.8065969,21237196.8099856,20277176.9649699,23452581.6709725,23980139.6144584
22604682.4294998,23071873.5763667,22213440.4355605,21237434.7957872,20277070.8491799,23451934.7829197,23980497.1428711
22605045.9571191,23071282.0072348,22213992.1335447,21237672.8217279,20276964.8454562,23451287.9266261,23980854.7738323
22605409.5717792,23070690.4779307,22214543.8969749,21237910.8838765,20276858.9390129,23450641.0874014,23981212.5105139
22605773.2752342,23070098.9886865,22215095.7246139,21238148.9846046,20276753.1316111,23449994.2778724,23981570.3437358
22606137.0632659,23069507.5386125,22215647.6228501,21238387.126913,20276647.4194092,23449347.4850191,23981928.2754814
22606500.93162,23068916.1288213,22216199.587587,21238625.3100078,20276541.8129263,23448700.7209223,23982286.3095235
22606864.8891337,23068324.7588844,22216751.6187886,21238863.5273527,20276436.3055978,23448053.9666444,23982644.4500175
22607228.9325543,23067733.4284304,22217303.7180391,21239101.7906695,20276330.895905,23447407.2300755,23983002.6850814
22607593.059347,23067142.1452911,22217855.8861396,21239340.0899912,20276225.5862431,23446760.5222461,23983361.0247924
22607957.2729189,23066550.8953644,22218408.125705,21239578.4281295,20276120.3831641,23446113.8349916,23983719.4649286
22608321.5706721,23065959.6857681,22218960.432862,21239816.8058434,20276015.2840951,23445467.1702168,23984078.0037518
22608685.949916,23065368.5167298,22219512.8056086,21240055.2204228,20275910.2810922,23444820.5228376,23984436.6417264
22609050.4168227,23064777.3813735,22220065.2528147,21240293.6779296,20275805.3774139,23444173.8988038,23984795.3826276
22609414.9755171,23064186.2908278,22220617.7615347,21240532.1694489,20275700.577661,23443527.2956836,23985154.2223393
22609779.6139452,23063595.2471878,22221170.3380622,21240770.7097212,20275595.8706347,23442880.7163008,23985513.1659046
22610144.3374402,23063004.2370973,22221722.986593,21241009.2837792,20275491.2695439,23442234.1561076,23985872.2129132
22610509.1460814,23062413.2739987,22222275.7001826,21241247.9030992,20275386.7669472,23441587.6177428,23986231.3539891
22610874.0384771,23061822.344662,22222828.4816843,21241486.5591509,20275282.3680969,23440941.0984703,23986590.6006431
22611239.0206636,23061231.4569241,22223381.3284553,21241725.2559596,20275178.0646188,23440294.6004643,23986949.9474929
22611604.0889105,23060640.6125668,22223934.2459621,21241963.9921768,20275073.8634969,23439648.1233749,23987309.3938071
22611969.2402574,23060049.8070816,22224487.228579,21242202.7620931,20274969.7696467,23439001.6661187,23987668.9385719
22612334.478243,23059459.0426947,22225040.278833,21242441.5784867,20274865.7744744,23438355.233109,23988028.5865538
22612699.8039765,23058868.3201461,22225593.3972913,21242680.4309465,20274761.878647,23437708.8209936,23988388.3344474
22613065.2122253,23058277.6336164,22226146.5871288,21242919.3242373,20274658.0802211,23437062.4327228,23988748.1883703
22613430.6981701,23057686.9882338,22226699.8435622,21243158.2548386,20274554.3869391,23436416.0650605,23989108.138879
22613796.2682759,23057096.3846688,22227253.1628701,21243397.2251523,20274450.7967803,23435769.7207017,23989468.1895035
22614161.9297568,23056505.8187378,22227806.5457841,21243636.2381945,20274347.3032376,23435123.3972817,23989828.3348893
22614527.6762761,23055915.2978369,22228360.0043991,21243875.2876467,20274243.9118697,23434477.0972456,23990188.5833729
22614893.5046261,23055324.8164934,22228913.5272287,21244114.3827463,20274140.6187282,23433830.811456,23990548.9376229
22615259.4197489,23054734.3745826,22229467.1190572,21244353.5128877,20274037.4279076,23433184.5516582,23990909.3906059
22615625.4222416,23054143.9719321,22230020.7780587,21244592.6813234,20273934.334832,23432538.3124999,23991269.9411701
