dop1_1,dop1_2,dop1_3,dop1_4,dop1_5,dop1_6,dop1_7
-67.8002800284992,113.346725496627,-104.047722471533,-44.5682319268946,21.7919321644619,123.576546526562,-66.4996242610946
-67.8420313264199,113.346334675369,-104.066918589394,-44.5612919154024,21.7788577222534,123.567150108761,-66.5046633551925
-67.8599413949987,113.327463090345,-104.080758098158,-44.5634772472401,21.7807363516143,123.566932993989,-66.5392884750498
-67.8825916589339,113.293189143058,-104.115253154837,-44.5618855126772,21.7739392900364,123.57130807109,-66.5578548893613
-67.9026055063547,113.286625823132,-104.12538213544,-44.5695516438982,21.7585620146754,123.565798787379,-66.5926110625299
-67.9179456214592,113.299735451224,-104.12940481559,-44.5717217283231,21.766880001762,123.554579512371,-66.6244506103945
-67.9289691453476,113.283665367752,-104.128734472346,-44.5615574564093,21.739602403888,123.556292009662,-66.6372487928735
-67.9602382283947,113.277326224227,-104.121409552549,-44.5643107094559,21.7392709465326,123.54477557599,-66.6523863015725
-67.959333675163,113.285014579962,-104.144104893928,-44.5671506122651,21.740436537161,123.523435987991,-66.6783812657854
-67.9584102271642,113.263013383698,-104.15739784801,-44.5582480554088,21.7010245611434,123.524471803938,-66.6964155546741
-67.9832341621282,113.234316609881,-104.185030701881,-44.5568462200555,21.6534244338491,123.513109295127,-66.7054828676516
-67.9872465559253,113.232921499035,-104.217421841222,-44.5639761423969,21.6218644582785,123.491375042489,-66.723984874194
-68.0217959718974,113.234627256813,-104.221546817133,-44.5647778601488,21.6042303031464,123.460879038623,-66.6998030062545
-68.0218821373505,113.213785234044,-104.251776418167,-44.5980659425285,21.6028713448443,123.453059312978,-66.7275323774974
-68.041413373004,113.197411580135,-104.259812463296,-44.5943006679219,21.5800167662018,123.466434351757,-66.7391028112908
-68.0443538512037,113.18535404875,-104.28626849061,-44.5660437669145,21.5253828321933,123.474464955623,-66.7632829679658
-68.0846686574577,113.181024518687,-104.265806107121,-44.5797022000465,21.498163175093,123.457620135484,-66.791754574651
-68.110032000477,113.162902199332,-104.277522490008,-44.5654669837057,21.4775209128159,123.451516067804,-66.8052936008854
-68.1291112426925,113.146275325445,-104.310647199684,-44.5781422251823,21.4332791758012,123.47321706941,-66.8320984261375
-68.1745734447403,113.134878780572,-104.324755357554,-44.5696752453057,21.4159377094283,123.458775236268,-66.8813640491884
-68.2046468286728,113.120318607313,-104.321588128646,-44.5853143294819,21.414273105407,123.46932958218,-66.8897696185292
-68.2216317836839,113.122767214869,-104.310356966423,-44.5821609758389,21.3609633689744,123.445239932315,-66.8948029001942
-68.2227900291588,113.129423902513,-104.309037883403,-44.5954906060701,21.3568110843452,123.434718872718,-66.9174715467647
-68.2238439457497,113.13743839666,-104.336142251251,-44.6243563833838,21.343591438489,123.427235551541,-66.9294174238727
-68.2583967508649,113.141684263818,-104.338842284403,-44.6202197077351,21.3050411795459,123.40540556927,-66.9491284883186
-68.2568437406029,113.127386122779,-104.342491515999,-44.626204414738,21.2821421735089,123.385284389857,-66.9685804607769
-68.284772453465,113.111998412619,-104.354612316855,-44.6330683059419,21.258214422852,123.38839012428,-66.9779891317283
-68.2982215985367,113.072379089119,-104.382866852693,-44.6269419836504,21.2605392501631,123.383081301195,-67.0267961785444
-68.3092840760988,113.077227722248,-104.405503835447,-44.6191042134645,21.2232884882053,123.392633656854,-67.0371014673895
-68.3443054170622,113.04584390725,-104.43106313889,-44.6657477431474,21.2189267521694,123.369941852748,-67.0478407453451
-68.3615977635934,113.062520017796,-104.433379030764,-44.7022299578986,21.2152414359258,123.37480255076,-67.0637195727018
-68.3635892304891,113.07821013006,-104.440154942053,-44.6961369527981,21.1976047129474,123.370285702904,-67.0816208376442
-68.3908490821603,113.110222188802,-104.440485782063,-44.6987752055203,21.184218193735,123.352793599294,-67.0879223002753
-68.4085444796129,113.108556646666,-104.460701598535,-44.6922813181583,21.1698450791586,123.34599386495,-67.1108836281055
-68.419302835323,113.081021042346,-104.475831594011,-44.703576621494,21.1618209890225,123.351980884057,-67.1279206059342
-68.44422751619,113.097896685425,-104.479059809817,-44.7096484560974,21.1354531751415,123.36553381817,-67.1589957600294
-68.462046718683,113.102211095875,-104.471417996658,-44.7197045939916,21.1262155927931,123.37481050747,-67.1626345495864
-68.4891074886579,113.104275548023,-104.490278265779,-44.7279283478141,21.0934506272544,123.401928721195,-67.2169211475343
