carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575878.8390664,23119327.3591137,22169525.3876988,21218521.0330667,20285877.9963199,23503749.715242,23952214.8831674
22576235.4677426,23118732.6429468,22170071.6191376,21218755.8950967,20285763.9239871,23503101.240299,23952564.3978532
22576592.1779534,23118137.9655268,22170617.9195313,21218990.7983938,20285649.9511346,23502452.7934404,23952914.0110571
22576948.9822004,23117543.3283547,22171164.2959777,21219225.7395254,20285536.079432,23501804.3586656,23953263.7376305
22577305.8697832,23116948.7268622,22171710.7393042,21219460.7240402,20285422.3068889,23501155.9461694,23953613.5570151
22577662.845546,23116354.1622887,22172257.246167,21219695.742034,20285308.6377238,23500507.5505096,23953963.4797153
22578019.905173,23115759.6397535,22172803.8202903,21219930.8008336,20285195.0720012,23499859.1701005,23954313.5030569
22578377.0592579,23115165.1534552,22173350.4648763,21220165.8995106,20285081.5999157,23499210.8079176,23954663.6331493
22578734.2978922,23114570.7011604,22173897.175239,21220401.038051,20284968.2303332,23498562.4707592,23955013.8591125
22579091.6167365,23113976.2895118,22174443.9597034,21220636.2160046,20284854.9614338,23497914.1514998,23955364.1919871
22579449.0217215,23113381.917525,22174990.8157765,21220871.4280533,20284741.8008061,23497265.8511134,23955714.626804
22579806.5241411,23112787.5880033,22175537.736915,21221106.6841341,20284628.7391712,23496617.5700641,23956065.1646847
22580164.1068255,23112193.295731,22176084.7302446,21221341.978825,20284515.7790918,23495969.3130552,23956415.800333
22580521.7798078,23111599.0450967,22176631.7847758,21221577.3157091,20284402.9212517,23495321.0721697,23956766.5368845
22580879.5385579,23111004.8345208,22177178.913674,21221812.6895087,20284290.1607488,23494672.8475776,23957117.3753706
22581237.3859244,23110410.6583342,22177726.107856,21222048.1005681,20284177.5032218,23494024.6476977,23957468.3189098
22581595.3230759,23109816.5197182,22178273.3695028,21222283.5561774,20284064.9457741,23493376.4651818,23957819.3703969
22581953.3377254,23109222.4245882,22178820.7031159,21222519.0460762,20283952.484781,23492728.3024825,23958170.5102508
22582311.4375044,23108628.371124,22179368.1051151,21222754.5811708,20283840.1224481,23492080.1644487,23958521.7523085
22582669.6264023,23108034.3494763,22179915.5743373,21222990.1555464,20283727.8633915,23491432.0432741,23958873.1071117
22583027.9028218,23107440.3657762,22180463.1078185,21223225.7674543,20283615.7028572,23490783.9432037,23959224.5473852
22583386.2683396,23106846.4230813,22181010.7186829,21223461.4131637,20283503.6472652,23490135.8617937,23959576.1058984
22583744.7206824,23106252.5287026,22181558.3974979,21223697.1030781,20283391.6944989,23489487.800094,23959927.7697627
22584103.2581984,23105658.6670602,22182106.13646,21223932.8324664,20283279.8397293,23488839.7519198,23960279.5309461
22584461.8831478,23105064.8406356,22182653.9536558,21224168.6046896,20283168.0929741,23488191.7307952,23960631.3873835
22584820.5874697,23104471.0519815,22183201.8315499,21224404.4138555,20283056.4420802,23487543.735694,23960983.3427078
22585179.3834767,23103877.3082734,22183749.7765993,21224640.2649128,20282944.8889999,23486895.7480115,23961335.4040453
22585538.267918,23103283.6004884,22184297.7974071,21224876.1530817,20282833.4419965,23486247.7864474,23961687.5650535
22585897.2366797,23102689.9316667,22184845.8794796,21225112.0781167,20282722.0937189,23485599.8442585,23962039.8237019
22586256.2893543,23102096.3016881,22185394.0346296,21225348.0464214,20282610.8458671,23484951.9256287,23962392.1865911
22586615.4281334,23101502.7152612,22185942.2601993,21225584.051008,20282499.7037176,23484304.0221667,23962744.6481025
22586974.65845,23100909.1597885,22186490.5514634,21225820.098663,20282388.6526051,23483656.1435941,23963097.2221163
22587333.9754909,23100315.6462275,22187038.917611,21226056.1824668,20282277.707211,23483008.2805107,23963449.8913677
22587693.3779236,23099722.1775945,22187587.3456297,21226292.3049656,20282166.8649794,23482360.4407305,23963802.6652283
22588052.8637637,23099128.7473021,22188135.8457198,21226528.4678686,20282056.1230349,23481712.6120244,23964155.5377981
22588412.4434578,23098535.3534589,22188684.4109941,21226764.6692631,20281945.4854722,23481064.814447,23964508.5136553
22588772.1078724,23097941.9991318,22189233.0500541,21227000.9160837,20281834.9471644,23480417.0306853,23964861.5825185
22589131.8558139,23097348.6852371,22189781.7539751,21227237.2002361,20281724.5059363,23479769.2701093,23965214.7575768
22589491.6884137,23096755.411232,22190330.5279204,21227473.5283584,20281614.1655803,23479121.5268574,23965568.0383012
22589851.6120802,23096162.1741034,22190879.367844,21227709.8885659,20281503.921096,23478473.8033682,23965921.4211472
22590211.6197892,23095568.9768755,22191428.276759,21227946.2866548,20281393.7827224,23477826.0964875,23966274.9019012
22590571.7182439,23094975.822561,22191977.2492085,21228182.7280446,20281283.7467961,23477178.4178129,23966628.4919255
22590931.9011317,23094382.7081929,22192526.291144,21228419.2101589,20281173.8069919,23476530.7541465,23966982.1810271
22591292.161517,23093789.6289992,22193075.4062956,21228655.7342674,20281063.9661373,23475883.1152533,23967335.9647178
22591652.5136382,23093196.5897913,22193624.5850459,21228892.2958868,20280954.2276439,23475235.4906986,23967689.8566769
22592012.9510577,23092603.5875325,22194173.8319207,21229128.8967717,20280844.5920175,23474587.8918089,23968043.8445793
22592373.4792789,23092010.6268427,22194723.143644,21229365.5349912,20280735.0598293,23473940.311118,23968397.9335815
22592734.0852249,23091417.7063034,22195272.5274959,21229602.2122979,20280625.6280755,23473292.7558716,23968752.123992
22593094.7861144,23090824.8316578,22195821.9830954,21229838.9343838,20280516.2930638,23472645.212129,23969106.4177004
22593455.5708988,23090231.9930647,22196371.505986,21230075.6923469,20280407.060852,23471997.685314,23969460.8078209
22593816.4371785,23089639.1839856,22196921.0947002,21230312.4916442,20280297.9277733,23471350.1862035,23969815.3014679
22594177.3925761,23089046.4165949,22197470.7549993,21230549.3251253,20280188.8944362,23470702.7075838,23970169.8941257
22594538.435772,23088453.6963666,22198020.4789971,21230786.2045844,20280079.9617686,23470055.2482683,23970524.5994586
22594899.5638225,23087861.0140069,22198570.2798415,21231023.1236282,20279971.1340007,23469407.8115321,23970879.4045999
22595260.7763985,23087268.3693846,22199120.1434514,21231260.0800268,20279862.405713,23468760.3946544,23971234.304996
22595622.0733458,23086675.767392,22199670.0678788,21231497.0777359,20279753.7759307,23468113.0009118,23971589.3050744
22595983.4549766,23086083.1994208,22200220.0614078,21231734.111501,20279645.2509221,23467465.6262221,23971944.4042881
22596344.9246229,23085490.6676734,22200770.1275181,21231971.1823055,20279536.8212615,23466818.2674712,23972299.6045793
22596706.4812298,23084898.1787304,22201320.2560924,21232208.2930018,20279428.4951321,23466170.9351118,23972654.9104182
22597068.1209198,23084305.7323616,22201870.461742,21232445.447378,20279320.2711962,23465523.6171276,23973010.3145065
22597429.8507688,23083713.3290632,22202420.728969,21232682.6421003,20279212.1461699,23464876.32363,23973365.8214125
22597791.6620795,23083120.9606356,22202971.0673763,21232919.87787,20279104.1198977,23464229.0538375,23973721.4317439
22598153.5575082,23082528.6342295,22203521.4724129,21233157.1516565,20278996.201538,23463581.8065514,23974077.1483552
22598515.5436826,23081936.3480246,22204071.9507929,21233394.4629984,20278888.3777697,23462934.5787796,23974432.9570744
22598877.6163157,23081344.1049132,22204622.4917968,21233631.8136667,20278780.6574466,23462287.368866,23974788.861285
22599239.7726009,23080751.8914247,22205173.1022843,21233869.2022808,20278673.044943,23461640.1786293,23975144.8718084
22599602.01326,23080159.7283884,22205723.7827209,21234106.6276925,20278565.5246949,23460993.01142,23975500.9824114
22599964.3479752,23079567.5998797,22206274.5269304,21234344.0978838,20278458.1050971,23460345.8644317,23975857.201706
22600326.7612944,23078975.5164305,22206825.3430259,21234581.6049746,20278350.7873116,23459698.7372648,23976213.5221231
22600689.2628365,23078383.4660361,22207376.2269643,21234819.1499317,20278243.5724186,23459051.6287568,23976569.9372526
22601051.8464676,23077791.4535986,22207927.182421,21235056.7346414,20278136.456036,23458404.5398864,23976926.4575733
22601414.51665,23077199.479686,22208478.2017262,21235294.362616,20278029.4394999,23457757.4737497,23977283.0774528
