pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575899.2865844,23119401.9668685,22169466.9798202,21218526.5436875,20285889.4259181,23503683.6051609,23952229.1180683
22576253.5387958,23118810.5814233,22170013.3476076,21218762.293591,20285773.7825958,23503035.1299139,23952578.1974047
22576610.2595635,23118213.4463526,22170560.6890872,21218998.6187795,20285661.9091095,23502384.2766098,23952929.4724723
22576969.4733406,23117619.3106332,22171107.7758085,21219232.1226987,20285545.8134185,23501738.0115204,23953278.851127
22577326.3095362,23117025.750009,22171653.1467553,21219467.6725401,20285433.9466736,23501087.3297599,23953626.9609749
22577682.2653131,23116430.2920941,22172199.3695738,21219702.4897514,20285320.5985283,23500440.3947142,23953978.2687127
22578040.3906452,23115836.1243767,22172744.1980271,21219937.9278764,20285206.1874356,23499792.4334352,23954330.0873975
22578397.6061359,23115242.4768125,22173290.815081,21220172.309922,20285093.2890672,23499144.3020554,23954677.1526378
22578754.6145484,23114646.2549561,22173837.3526478,21220408.301855,20284979.1704829,23498494.4573841,23955026.5588377
22579110.114989,23114054.1011664,22174385.005571,21220642.9237211,20284865.5551922,23497846.2022767,23955379.1330729
22579467.6286363,23113457.8229351,22174933.2710851,21220875.5794452,20284753.5925531,23497197.4503968,23955727.4483777
22579825.9760444,23112863.810731,22175478.0553339,21221111.4894917,20284640.4670199,23496550.3854203,23956081.6785215
22580184.0574273,23112270.9867267,22176026.0743458,21221349.8427824,20284527.5355815,23495901.077889,23956430.4243311
22580542.978191,23111674.8477231,22176572.8275591,21221584.4768481,20284415.0602523,23495253.2717656,23956782.1096133
22580898.1054019,23111081.344404,22177122.2564686,21221820.6087438,20284302.5655126,23494608.5950507,23957131.9056951
22581259.1035046,23110487.2996714,22177668.3944106,21222055.2641686,20284189.4570234,23493956.6724094,23957482.5310488
22581613.3763805,23109891.487555,22178213.436334,21222289.8126185,20284075.4130898,23493311.3141629,23957834.2668175
22581971.8194554,23109298.4487162,22178762.6791429,21222525.9960231,20283963.7032191,23492660.8653053,23958186.2446042
