pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575880.1232963,23119328.8007605,22169524.6759561,21218520.1594981,20285878.9307346,23503749.7015429,23952213.9066637
22576235.7337234,23118732.5046012,22170070.5833532,21218755.2509241,20285764.6784516,23503101.5066472,23952566.0879413
22576592.7727495,23118139.3014706,22170617.461508,21218989.5959418,20285648.2954437,23502452.0241751,23952915.9307664
22576950.1230296,23117542.392508,22171163.21158,21219227.3620154,20285537.0390119,23501803.9500997,23953261.8012241
22577303.807017,23116950.7764433,22171710.0354328,21219459.6931171,20285423.2058875,23501157.7824518,23953613.6468932
22577662.3605961,23116353.2850772,22172258.4038714,21219695.7246519,20285308.7785382,23500510.4917381,23953962.6095369
22578018.7642629,23115761.2255242,22172804.4631021,21219931.5512773,20285193.7096531,23499862.2738813,23954313.0270199
22578376.7464093,23115165.7267026,22173349.786944,21220167.3820585,20285083.6267085,23499211.3290454,23954664.212922
22578736.1324184,23114571.2230844,22173894.7507356,21220399.7871181,20284967.3526164,23498563.9611562,23955012.8486726
22579091.8397346,23113976.8027764,22174446.0723117,21220635.7524779,20284855.0552133,23497914.698996,23955362.7742928
22579448.618191,23113381.003597,22174990.583254,21220871.4310544,20284740.7862223,23497264.8793083,23955715.3096472
22579807.7347957,23112787.3810088,22175539.2401783,21221106.5337605,20284628.4823623,23496617.6666462,23956066.5689642
22580164.219773,23112193.2870654,22176085.8825615,21221339.8477487,20284516.0088021,23495968.695782,23956415.726023
22580520.4326841,23111599.5917655,22176632.5498238,21221576.4945383,20284403.2143116,23495320.6299802,23956766.7859561
22580878.3264176,23111005.759454,22177178.073515,21221814.0574134,20284289.4424177,23494672.7652238,23957117.3819556
22581236.9788803,23110410.4890674,22177727.9867899,21222049.4316193,20284179.1485577,23494023.8748629,23957467.8345494
22581596.7884395,23109816.7298232,22178273.6752221,21222283.089295,20284065.521976,23493375.9161895,23957820.006628
22581953.0313577,23109221.5316242,22178820.3175265,21222520.0357648,20283953.5472642,23492726.3678719,23958171.6774154
22582312.1693793,23108629.0537195,22179368.8490154,21222756.0645024,20283839.5867331,23492081.2318514,23958523.5063689
22582669.6059865,23108035.557564,22179915.2464253,21222990.7221577,20283728.0355262,23491431.9220524,23958871.9942081
22583027.6772473,23107441.4799104,22180462.9871933,21223226.295441,20283615.4469881,23490785.2739589,23959225.7781987
22583387.1280461,23106848.352252,22181011.4400645,21223460.7007867,20283505.2083668,23490138.4776104,23959575.7007693
22583746.886942,23106251.6493684,22181557.6905208,21223697.1269029,20283391.4638314,23489488.3175529,23959928.8655607
