pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7,pr1_8,pr1_9,pr1_10,pr1_11,pr1_12,pr1_13,pr1_14,pr1_15,pr1_16,pr1_17,pr1_18,pr1_19,pr1_20,pr1_21,pr1_22,pr1_23,pr1_24,pr1_25,pr1_26,pr1_27,pr1_28,pr1_29,pr1_30,pr1_31,pr1_32,pr1_33,pr1_34,pr1_35,pr1_36,pr1_37,pr1_38,pr1_39,pr1_40,pr1_41,pr1_42,pr1_43,pr1_44,pr1_45,pr1_46,pr1_47,pr1_48,pr1_49,pr1_50,pr1_51,pr1_52,pr1_53,pr1_54,pr1_55,pr1_56,pr1_57,pr1_58,pr1_59,pr1_60,pr1_61,pr1_62,pr1_63,pr1_64,pr1_65,pr1_66,pr1_67,pr1_68,pr1_69,pr1_70,pr1_71,pr1_72,pr1_73,pr1_74,pr1_75,pr1_76,pr1_77,pr1_78,pr1_79,pr1_80,pr1_81,pr1_82,pr1_83,pr1_84,pr1_85,pr1_86,pr1_87,pr1_88,pr1_89,pr1_90,pr1_91,pr1_92,pr1_93,pr1_94,pr1_95,pr1_96,pr1_97,pr1_98,pr1_99,pr1_100,pr1_101,pr1_102,pr1_103,pr1_104,pr1_105,pr1_106,pr1_107,pr1_108,pr1_109,pr1_110,pr1_111,pr1_112,pr1_113,pr1_114,pr1_115,pr1_116,pr1_117,pr1_118,pr1_119,pr1_120,pr1_121,pr1_122,pr1_123,pr1_124,pr1_125,pr1_126,pr1_127,pr1_128,pr1_129,pr1_130,pr1_131,pr1_132,pr1_133,pr1_134,pr1_135,pr1_136,pr1_137,pr1_138,pr1_139,pr1_140,pr1_141,pr1_142,pr1_143,pr1_144,pr1_145,pr1_146,pr1_147,pr1_148,pr1_149,pr1_150,pr1_151,pr1_152,pr1_153,pr1_154,pr1_155,pr1_156,pr1_157,pr1_158
23354975.656,NaN,21397392.077,24320770.101,NaN,22169461.601,NaN,NaN,24919513.378,NaN,NaN,NaN,NaN,21343891.017,NaN,NaN,20649871.173,NaN,21065590.867,NaN,25664111.277,23843541.222,NaN,NaN,NaN,NaN,NaN,20870897.077,NaN,NaN,NaN,NaN,NaN,NaN,21396552.157,20738132.11,23452941.437,NaN,NaN,NaN,21349611.176,22211716.278,NaN,NaN,NaN,NaN,NaN,23414779.895,NaN,21944847.918,20275359.055,22398050.639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26633330.612,NaN,NaN,NaN,NaN,NaN,NaN,22056003.955,23470729.564,NaN,NaN,NaN,NaN,NaN,NaN,26502620.426,NaN,NaN,NaN,NaN,25871783.261,24795887.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26820196.105,37580846.276,NaN,37446808.645,38049821.718,NaN,NaN,36307334.034,36804434.494,NaN,36181632.795,NaN,NaN,37519068.572,NaN,NaN,NaN,NaN,NaN,22413255.382,24092357.611,NaN,25504032.097,NaN,NaN,NaN,24574594.458,NaN,NaN,22958470.453,NaN,NaN,NaN,NaN,NaN,22136360.81,NaN,NaN,36641408.857,NaN,35866909.435,NaN,NaN,NaN,25112978.849,25913454.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43107138.105,26484043.504,NaN,37438916.642,38854428.315,NaN,NaN,NaN
23355535.9,NaN,21397734.992,24320332.88,NaN,22169108.251,NaN,NaN,24918964.091,NaN,NaN,NaN,NaN,21344357.004,NaN,NaN,20649724.077,NaN,21065204.836,NaN,25664565.118,23844134.241,NaN,NaN,NaN,NaN,NaN,20871067.12,NaN,NaN,NaN,NaN,NaN,NaN,21396776.879,20737650.209,23452117.074,NaN,NaN,NaN,21350030.358,22211526.933,NaN,NaN,NaN,NaN,NaN,23415544.412,NaN,21945214.361,20275374.511,22397637.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26632866.615,NaN,NaN,NaN,NaN,NaN,NaN,22055941.113,23471005.99,NaN,NaN,NaN,NaN,NaN,NaN,26502551.502,NaN,NaN,NaN,NaN,25872311.778,24795972.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26819870.299,37580846.226,NaN,37446801.479,38049822.041,NaN,NaN,36307512.57,36804445.806,NaN,36181705.217,NaN,NaN,37519024.706,NaN,NaN,NaN,NaN,NaN,22412943.369,24092602.601,NaN,25503383.087,NaN,NaN,NaN,24574939.366,NaN,NaN,22958741.155,NaN,NaN,NaN,NaN,NaN,22136212.367,NaN,NaN,36641385.3,NaN,35867008.122,NaN,NaN,NaN,25112533.616,25914005.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43107327.904,26483712.912,NaN,37438917.724,38854426.926,NaN,NaN,NaN
23356096.138,NaN,21398077.995,24319895.693,NaN,22168754.934,NaN,NaN,24918414.781,NaN,NaN,NaN,NaN,21344823.071,NaN,NaN,20649577.021,NaN,21064818.846,NaN,25665018.911,23844727.301,NaN,NaN,NaN,NaN,NaN,20871237.267,NaN,NaN,NaN,NaN,NaN,NaN,21397001.741,20737168.438,23451292.7,NaN,NaN,NaN,21350449.643,22211337.745,NaN,NaN,NaN,NaN,NaN,23416308.934,NaN,21945580.801,20275390,22397225.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26632402.638,NaN,NaN,NaN,NaN,NaN,NaN,22055878.283,23471282.413,NaN,NaN,NaN,NaN,NaN,NaN,26502482.647,NaN,NaN,NaN,NaN,25872840.319,24796057.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26819544.508,37580846.16,NaN,37446794.298,38049822.348,NaN,NaN,36307691.12,36804457.111,NaN,36181777.657,NaN,NaN,37518980.84,NaN,NaN,NaN,NaN,NaN,22412631.437,24092847.687,NaN,25502734.077,NaN,NaN,NaN,24575284.333,NaN,NaN,22959011.878,NaN,NaN,NaN,NaN,NaN,22136063.94,NaN,NaN,36641361.738,NaN,35867106.832,NaN,NaN,NaN,25112088.369,25914556.895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43107517.721,26483382.326,NaN,37438918.8,38854425.519,NaN,NaN,NaN
23356656.379,NaN,21398421.112,24319458.533,NaN,22168401.677,NaN,NaN,24917865.448,NaN,NaN,NaN,NaN,21345289.226,NaN,NaN,20649430.011,NaN,21064432.903,NaN,25665472.688,23845320.399,NaN,NaN,NaN,NaN,NaN,20871407.521,NaN,NaN,NaN,NaN,NaN,NaN,21397226.751,20736686.781,23450468.314,NaN,NaN,NaN,21350869.064,22211148.705,NaN,NaN,NaN,NaN,NaN,23417073.445,NaN,21945947.263,20275405.525,22396812.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26631938.693,NaN,NaN,NaN,NaN,NaN,NaN,22055815.478,23471558.845,NaN,NaN,NaN,NaN,NaN,NaN,26502413.876,NaN,NaN,NaN,NaN,25873368.897,24796142.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26819218.729,37580846.1,NaN,37446787.119,38049822.657,NaN,NaN,36307869.697,36804468.435,NaN,36181850.12,NaN,NaN,37518936.984,NaN,NaN,NaN,NaN,NaN,22412319.596,24093092.862,NaN,25502085.078,NaN,NaN,NaN,24575629.358,NaN,NaN,22959282.635,NaN,NaN,NaN,NaN,NaN,22135915.554,NaN,NaN,36641338.191,NaN,35867205.572,NaN,NaN,NaN,25111643.134,25915108.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43107707.571,26483051.759,NaN,37438919.876,38854424.107,NaN,NaN,NaN
23357216.644,NaN,21398764.363,24319021.43,NaN,22168048.477,NaN,NaN,24917316.126,NaN,NaN,NaN,NaN,21345755.496,NaN,NaN,20649283.074,NaN,21064047.028,NaN,25665926.469,23845913.565,NaN,NaN,NaN,NaN,NaN,20871577.912,NaN,NaN,NaN,NaN,NaN,NaN,21397451.93,20736205.282,23449643.94,NaN,NaN,NaN,21351288.612,22210959.859,NaN,NaN,NaN,NaN,NaN,23417837.971,NaN,21946313.778,20275421.133,22396399.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26631474.796,NaN,NaN,NaN,NaN,NaN,NaN,22055752.712,23471835.304,NaN,NaN,NaN,NaN,NaN,NaN,26502345.212,NaN,NaN,NaN,NaN,25873897.529,24796228.491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26818892.979,37580846.055,NaN,37446779.965,38049822.982,NaN,NaN,36308048.316,36804479.778,NaN,36181922.635,NaN,NaN,37518893.164,NaN,NaN,NaN,NaN,NaN,22412007.866,24093338.151,NaN,25501436.111,NaN,NaN,NaN,24575974.462,NaN,NaN,22959553.447,NaN,NaN,NaN,NaN,NaN,22135767.219,NaN,NaN,36641314.674,NaN,35867304.37,NaN,NaN,NaN,25111197.901,25915659.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43107897.471,26482721.227,NaN,37438920.971,38854422.719,NaN,NaN,NaN
23357776.888,NaN,21399107.714,24318584.356,NaN,22167695.321,NaN,NaN,24916766.803,NaN,NaN,NaN,NaN,21346221.849,NaN,NaN,20649136.19,NaN,21063661.191,NaN,25666380.244,23846506.778,NaN,NaN,NaN,NaN,NaN,20871748.397,NaN,NaN,NaN,NaN,NaN,NaN,21397677.267,20735723.89,23448819.577,NaN,NaN,NaN,21351708.284,22210771.165,NaN,NaN,NaN,NaN,NaN,23418602.508,NaN,21946680.302,20275436.732,22395987.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26631010.914,NaN,NaN,NaN,NaN,NaN,NaN,22055689.962,23472111.761,NaN,NaN,NaN,NaN,NaN,NaN,26502276.622,NaN,NaN,NaN,NaN,25874426.19,24796314.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26818567.236,37580846.013,NaN,37446772.793,38049823.305,NaN,NaN,36308226.959,36804491.124,NaN,36181995.179,NaN,NaN,37518849.341,NaN,NaN,NaN,NaN,NaN,22411696.224,24093583.537,NaN,25500787.147,NaN,NaN,NaN,24576319.622,NaN,NaN,22959824.286,NaN,NaN,NaN,NaN,NaN,22135618.909,NaN,NaN,36641291.16,NaN,35867403.188,NaN,NaN,NaN,25110752.666,25916210.437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43108087.397,26482390.702,NaN,37438922.053,38854421.333,NaN,NaN,NaN
23358337.131,NaN,21399451.149,24318147.314,NaN,22167342.18,NaN,NaN,24916217.445,NaN,NaN,NaN,NaN,21346688.274,NaN,NaN,20648989.336,NaN,21063275.383,NaN,25666833.963,23847100.002,NaN,NaN,NaN,NaN,NaN,20871918.974,NaN,NaN,NaN,NaN,NaN,NaN,21397902.744,20735242.62,23447995.181,NaN,NaN,NaN,21352128.062,22210582.593,NaN,NaN,NaN,NaN,NaN,23419367.013,NaN,21947046.825,20275452.343,22395574.444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26630547.039,NaN,NaN,NaN,NaN,NaN,NaN,22055627.209,23472388.207,NaN,NaN,NaN,NaN,NaN,NaN,26502208.092,NaN,NaN,NaN,NaN,25874954.864,24796399.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26818241.495,37580845.944,NaN,37446765.617,38049823.61,NaN,NaN,36308405.614,36804502.457,NaN,36182067.726,NaN,NaN,37518805.521,NaN,NaN,NaN,NaN,NaN,22411384.653,24093828.999,NaN,25500138.173,NaN,NaN,NaN,24576664.828,NaN,NaN,22960095.136,NaN,NaN,NaN,NaN,NaN,22135470.616,NaN,NaN,36641267.635,NaN,35867502.024,NaN,NaN,NaN,25110307.413,25916761.558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43108277.331,26482060.173,NaN,37438923.115,38854419.914,NaN,NaN,NaN
23358897.381,NaN,21399794.703,24317710.336,NaN,22166989.113,NaN,NaN,24915668.099,NaN,NaN,NaN,NaN,21347154.799,NaN,NaN,20648842.554,NaN,21062889.642,NaN,25667287.698,23847693.286,NaN,NaN,NaN,NaN,NaN,20872089.682,NaN,NaN,NaN,NaN,NaN,NaN,21398128.388,20734761.498,23447170.813,NaN,NaN,NaN,21352547.979,22210394.194,NaN,NaN,NaN,NaN,NaN,23420131.543,NaN,21947413.39,20275467.993,22395161.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26630083.213,NaN,NaN,NaN,NaN,NaN,NaN,22055564.493,23472664.673,NaN,NaN,NaN,NaN,NaN,NaN,26502139.662,NaN,NaN,NaN,NaN,25875483.595,24796485.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26817915.785,37580845.89,NaN,37446758.453,38049823.931,NaN,NaN,36308584.298,36804513.819,NaN,36182140.313,NaN,NaN,37518761.72,NaN,NaN,NaN,NaN,NaN,22411073.188,24094074.579,NaN,25499489.219,NaN,NaN,NaN,24577010.11,NaN,NaN,22960366.04,NaN,NaN,NaN,NaN,NaN,22135322.372,NaN,NaN,36641244.141,NaN,35867600.909,NaN,NaN,NaN,25109862.179,25917312.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43108467.304,26481729.682,NaN,37438924.194,38854418.518,NaN,NaN,NaN
23359457.648,NaN,21400138.373,24317273.378,NaN,22166636.092,NaN,NaN,24915118.742,NaN,NaN,NaN,NaN,21347621.425,NaN,NaN,20648695.829,NaN,21062503.947,NaN,25667741.414,23848286.62,NaN,NaN,NaN,NaN,NaN,20872260.51,NaN,NaN,NaN,NaN,NaN,NaN,21398354.217,20734280.502,23446346.439,NaN,NaN,NaN,21352968.024,22210205.955,NaN,NaN,NaN,NaN,NaN,23420896.052,NaN,21947779.981,20275483.644,22394749.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26629619.421,NaN,NaN,NaN,NaN,NaN,NaN,22055501.813,23472941.15,NaN,NaN,NaN,NaN,NaN,NaN,26502071.318,NaN,NaN,NaN,NaN,25876012.364,24796571.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26817590.09,37580845.841,NaN,37446751.287,38049824.259,NaN,NaN,36308763.025,36804525.196,NaN,36182212.942,NaN,NaN,37518717.946,NaN,NaN,NaN,NaN,NaN,22410761.813,24094320.257,NaN,25498840.285,NaN,NaN,NaN,24577355.466,NaN,NaN,22960636.985,NaN,NaN,NaN,NaN,NaN,22135174.162,NaN,NaN,36641220.664,NaN,35867699.832,NaN,NaN,NaN,25109416.948,25917863.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43108657.328,26481399.214,NaN,37438925.273,38854417.126,NaN,NaN,NaN
23360017.928,NaN,21400482.171,24316836.49,NaN,22166283.148,NaN,NaN,24914569.397,NaN,NaN,NaN,NaN,21348088.167,NaN,NaN,20648549.184,NaN,21062118.317,NaN,25668195.138,23848880.025,NaN,NaN,NaN,NaN,NaN,20872431.464,NaN,NaN,NaN,NaN,NaN,NaN,21398580.213,20733799.667,23445522.092,NaN,NaN,NaN,21353388.218,22210017.897,NaN,NaN,NaN,NaN,NaN,23421660.596,NaN,21948146.616,20275499.382,22394336.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26629155.68,NaN,NaN,NaN,NaN,NaN,NaN,22055439.176,23473217.649,NaN,NaN,NaN,NaN,NaN,NaN,26502003.084,NaN,NaN,NaN,NaN,25876541.191,24796657.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26817264.432,37580845.821,NaN,37446744.151,38049824.604,NaN,NaN,36308941.795,36804536.607,NaN,36182285.615,NaN,NaN,37518674.196,NaN,NaN,NaN,NaN,NaN,22410450.559,24094566.061,NaN,25498191.396,NaN,NaN,NaN,24577700.915,NaN,NaN,22960907.988,NaN,NaN,NaN,NaN,NaN,22135026.011,NaN,NaN,36641197.218,NaN,35867798.808,NaN,NaN,NaN,25108971.741,25918414.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43108847.398,26481068.786,NaN,37438926.385,38854415.754,NaN,NaN,NaN
23360578.195,NaN,21400826.076,24316399.633,NaN,22165930.235,NaN,NaN,24914020.012,NaN,NaN,NaN,NaN,21348554.993,NaN,NaN,20648402.585,NaN,21061732.73,NaN,25668648.839,23849473.463,NaN,NaN,NaN,NaN,NaN,20872602.52,NaN,NaN,NaN,NaN,NaN,NaN,21398806.365,20733318.953,23444697.747,NaN,NaN,NaN,21353808.527,22209829.993,NaN,NaN,NaN,NaN,NaN,23422425.113,NaN,21948513.274,20275515.207,22393924.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26628691.956,NaN,NaN,NaN,NaN,NaN,NaN,22055376.552,23473494.155,NaN,NaN,NaN,NaN,NaN,NaN,26501934.928,NaN,NaN,NaN,NaN,25877070.047,24796743.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26816938.78,37580845.792,NaN,37446737.011,38049824.951,NaN,NaN,36309120.587,36804548.019,NaN,36182358.319,NaN,NaN,37518630.457,NaN,NaN,NaN,NaN,NaN,22410139.387,24094811.956,NaN,25497542.5,NaN,NaN,NaN,24578046.414,NaN,NaN,22961179.017,NaN,NaN,NaN,NaN,NaN,22134877.887,NaN,NaN,36641173.777,NaN,35867897.812,NaN,NaN,NaN,25108526.525,25918966.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43109037.488,26480738.371,NaN,37438927.487,38854414.385,NaN,NaN,NaN
23361138.441,NaN,21401170.078,24315962.811,NaN,22165577.372,NaN,NaN,24913470.592,NaN,NaN,NaN,NaN,21349021.906,NaN,NaN,20648256.025,NaN,21061347.179,NaN,25669102.499,23850066.941,NaN,NaN,NaN,NaN,NaN,20872773.668,NaN,NaN,NaN,NaN,NaN,NaN,21399032.646,20732838.363,23443873.386,NaN,NaN,NaN,21354228.939,22209642.233,NaN,NaN,NaN,NaN,NaN,23423189.608,NaN,21948879.936,20275530.993,22393511.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26628228.256,NaN,NaN,NaN,NaN,NaN,NaN,22055313.934,23473770.652,NaN,NaN,NaN,NaN,NaN,NaN,26501866.837,NaN,NaN,NaN,NaN,25877598.934,24796829.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26816613.135,37580845.752,NaN,37446729.853,38049825.289,NaN,NaN,36309299.395,36804559.424,NaN,36182431.036,NaN,NaN,37518586.722,NaN,NaN,NaN,NaN,NaN,22409828.3,24095057.939,NaN,25496893.593,NaN,NaN,NaN,24578391.958,NaN,NaN,22961450.081,NaN,NaN,NaN,NaN,NaN,22134729.782,NaN,NaN,36641150.334,NaN,35867996.834,NaN,NaN,NaN,25108081.295,25919517.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43109227.607,26480407.959,NaN,37438928.575,38854413.009,NaN,NaN,NaN
23361698.692,NaN,21401514.183,24315526.01,NaN,22165224.547,NaN,NaN,24912921.159,NaN,NaN,NaN,NaN,21349488.913,NaN,NaN,20648109.518,NaN,21060961.677,NaN,25669556.151,23850660.457,NaN,NaN,NaN,NaN,NaN,20872944.922,NaN,NaN,NaN,NaN,NaN,NaN,21399259.079,20732357.896,23443049.021,NaN,NaN,NaN,21354649.479,22209454.615,NaN,NaN,NaN,NaN,NaN,23423954.136,NaN,21949246.616,20275546.815,22393098.855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26627764.573,NaN,NaN,NaN,NaN,NaN,NaN,22055251.338,23474047.154,NaN,NaN,NaN,NaN,NaN,NaN,26501798.829,NaN,NaN,NaN,NaN,25878127.85,24796915.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26816287.493,37580845.711,NaN,37446722.704,38049825.619,NaN,NaN,36309478.224,36804570.841,NaN,36182503.775,NaN,NaN,37518542.991,NaN,NaN,NaN,NaN,NaN,22409517.294,24095304.01,NaN,25496244.7,NaN,NaN,NaN,24578737.566,NaN,NaN,22961721.16,NaN,NaN,NaN,NaN,NaN,22134581.708,NaN,NaN,36641126.901,NaN,35868095.895,NaN,NaN,NaN,25107636.074,25920068.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43109417.749,26480077.565,NaN,37438929.663,38854411.629,NaN,NaN,NaN
23362258.927,NaN,21401858.392,24315089.26,NaN,22164871.766,NaN,NaN,24912371.727,NaN,NaN,NaN,NaN,21349956.005,NaN,NaN,20647963.059,NaN,21060576.214,NaN,25670009.773,23851254.018,NaN,NaN,NaN,NaN,NaN,20873116.293,NaN,NaN,NaN,NaN,NaN,NaN,21399485.668,20731877.55,23442224.654,NaN,NaN,NaN,21355070.136,22209267.154,NaN,NaN,NaN,NaN,NaN,23424718.657,NaN,21949613.309,20275562.684,22392686.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26627300.921,NaN,NaN,NaN,NaN,NaN,NaN,22055188.763,23474323.663,NaN,NaN,NaN,NaN,NaN,NaN,26501730.902,NaN,NaN,NaN,NaN,25878656.8,24797002.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26815961.872,37580845.667,NaN,37446715.544,38049825.952,NaN,NaN,36309657.083,36804582.263,NaN,36182576.556,NaN,NaN,37518499.279,NaN,NaN,NaN,NaN,NaN,22409206.384,24095550.183,NaN,25495595.822,NaN,NaN,NaN,24579083.241,NaN,NaN,22961992.287,NaN,NaN,NaN,NaN,NaN,22134433.662,NaN,NaN,36641103.484,NaN,35868194.982,NaN,NaN,NaN,25107190.841,25920619.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43109607.916,26479747.192,NaN,37438930.746,38854410.249,NaN,NaN,NaN
23362819.18,NaN,21402202.737,24314652.563,NaN,22164519.049,NaN,NaN,24911822.287,NaN,NaN,NaN,NaN,21350423.198,NaN,NaN,20647816.671,NaN,21060190.818,NaN,25670463.397,23851847.631,NaN,NaN,NaN,NaN,NaN,20873287.79,NaN,NaN,NaN,NaN,NaN,NaN,21399712.449,20731397.342,23441400.302,NaN,NaN,NaN,21355490.94,22209079.88,NaN,NaN,NaN,NaN,NaN,23425483.202,NaN,21949980.042,20275578.589,22392273.701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26626837.309,NaN,NaN,NaN,NaN,NaN,NaN,22055126.222,23474600.188,NaN,NaN,NaN,NaN,NaN,NaN,26501663.08,NaN,NaN,NaN,NaN,25879185.799,24797088.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26815636.277,37580845.638,NaN,37446708.405,38049826.293,NaN,NaN,36309835.988,36804593.709,NaN,36182649.377,NaN,NaN,37518455.59,NaN,NaN,NaN,NaN,NaN,22408895.576,24095796.461,NaN,25494946.968,NaN,NaN,NaN,24579428.989,NaN,NaN,22962263.459,NaN,NaN,NaN,NaN,NaN,22134285.661,NaN,NaN,36641080.085,NaN,35868294.115,NaN,NaN,NaN,25106745.63,25921170.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43109798.134,26479416.848,NaN,37438931.847,38854408.884,NaN,NaN,NaN
23363379.454,NaN,21402547.204,24314215.946,NaN,22164166.399,NaN,NaN,24911272.84,NaN,NaN,NaN,NaN,21350890.506,NaN,NaN,20647670.359,NaN,21059805.493,NaN,25670917.025,23852441.313,NaN,NaN,NaN,NaN,NaN,20873459.425,NaN,NaN,NaN,NaN,NaN,NaN,21399939.403,20730917.283,23440575.953,NaN,NaN,NaN,21355911.887,22208892.781,NaN,NaN,NaN,NaN,NaN,23426247.756,NaN,21950346.811,20275594.577,22391861.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26626373.748,NaN,NaN,NaN,NaN,NaN,NaN,22055063.716,23474876.741,NaN,NaN,NaN,NaN,NaN,NaN,26501595.36,NaN,NaN,NaN,NaN,25879714.854,24797175.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26815310.719,37580845.633,NaN,37446701.284,38049826.665,NaN,NaN,36310014.933,36804605.184,NaN,36182722.239,NaN,NaN,37518411.942,NaN,NaN,NaN,NaN,NaN,22408584.882,24096042.86,NaN,25494298.143,NaN,NaN,NaN,24579774.817,NaN,NaN,22962534.684,NaN,NaN,NaN,NaN,NaN,22134137.717,NaN,NaN,36641056.716,NaN,35868393.303,NaN,NaN,NaN,25106300.44,25921721.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43109988.402,26479086.537,NaN,37438932.972,38854407.539,NaN,NaN,NaN
23363939.719,NaN,21402891.785,24313779.367,NaN,22163813.801,NaN,NaN,24910723.382,NaN,NaN,NaN,NaN,21351357.92,NaN,NaN,20647524.113,NaN,21059420.229,NaN,25671370.643,23853035.045,NaN,NaN,NaN,NaN,NaN,20873631.182,NaN,NaN,NaN,NaN,NaN,NaN,21400166.525,20730437.373,23439751.621,NaN,NaN,NaN,21356332.967,22208705.843,NaN,NaN,NaN,NaN,NaN,23427012.323,NaN,21950713.593,20275610.621,22391448.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26625910.229,NaN,NaN,NaN,NaN,NaN,NaN,22055001.245,23475153.312,NaN,NaN,NaN,NaN,NaN,NaN,26501527.731,NaN,NaN,NaN,NaN,25880243.955,24797261.843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26814985.188,37580845.633,NaN,37446694.171,38049827.045,NaN,NaN,36310193.908,36804616.687,NaN,36182795.147,NaN,NaN,37518368.31,NaN,NaN,NaN,NaN,NaN,22408274.294,24096289.372,NaN,25493649.337,NaN,NaN,NaN,24580120.719,NaN,NaN,22962805.957,NaN,NaN,NaN,NaN,NaN,22133989.819,NaN,NaN,36641033.378,NaN,35868492.532,NaN,NaN,NaN,25105855.257,25922272.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43110178.707,26478756.262,NaN,37438934.091,38854406.207,NaN,NaN,NaN
