carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575898.1340337,23119403.3471522,22169467.4498636,21218528.2132256,20285889.1216424,23503682.4105152,23952229.4076653
22576254.7484458,23118808.5606444,22170013.666729,21218763.1181187,20285775.0324056,23503033.9672792,23952578.9702519
22576611.4574786,23118213.9021003,22170559.9574339,21218997.9378408,20285661.0120734,23502385.5072903,23952928.5372202
22576968.2745577,23117619.2584833,22171106.3308564,21219232.913183,20285547.2019825,23501737.05709,23953278.2734146
22577325.1415939,23117024.6499292,22171652.7533343,21219467.8497204,20285433.4390211,23501088.6834073,23953628.1454436
22577682.0853532,23116430.0753093,22172199.3059487,21219702.8704038,20285319.7671367,23500440.2657573,23953978.0709683
22578039.1753574,23115835.5549837,22172745.866889,21219937.9507189,20285206.1963314,23499791.9059396,23954328.0958593
22578396.3016866,23115241.1014564,22173292.5190669,21220173.0173039,20285092.7366066,23499143.5243385,23954678.2551802
22578753.5205777,23114646.6296617,22173839.1941458,21220408.160682,20284979.3960081,23498495.171634,23955028.435555
22579110.8331853,23114052.2140907,22174385.9517936,21220643.3216067,20284866.1097225,23497846.868255,23955378.759569
22579468.244045,23113457.8811238,22174932.8270751,21220878.5164071,20284752.9591727,23497198.5867547,23955729.2264767
22579825.7094648,23112863.4791202,22175479.7067657,21221113.7638389,20284639.8726209,23496550.3338451,23956079.7733764
22580183.2754508,23112269.202496,22176026.7051312,21221349.0362465,20284526.9886582,23495902.045744,23956430.429268
22580540.9526225,23111674.9553536,22176573.7872406,21221584.4113804,20284414.1050529,23495253.8407114,23956781.1566911
22580898.6924286,23111080.7485334,22177120.8650601,21221819.7191306,20284301.3737434,23494605.5796773,23957131.9838111
22581256.542362,23110486.5528811,22177668.0576534,21222055.1552549,20284188.7109252,23493957.3836694,23957482.9814076
22581614.4275762,23109892.4284794,22178215.371482,21222290.5852478,20284076.1717539,23493309.2606156,23957834.0135457
22581972.4871733,23109298.3428686,22178762.6770339,21222526.0937439,20283963.6849623,23492661.0877813,23958185.1877182
22582330.5459262,23108704.2952505,22179310.0545947,21222761.5776164,20283851.3818683,23492012.9492722,23958536.4265597
22582688.7553346,23108110.2373994,22179857.5125348,21222997.2053668,20283739.1313109,23491364.8083637,23958887.7332384
22583046.9716882,23107516.2470859,22180405.0476087,21223232.7762909,20283626.9475346,23490716.7164509,23959239.2279397
22583405.339758,23106922.3333025,22180952.6651283,21223468.4136764,20283514.8670363,23490068.6653027,23959590.7986387
22583763.8110214,23106328.3922766,22181500.3082777,21223704.1046014,20283402.9195609,23489420.5862962,23959942.4754601
22584122.2973622,23105734.5198077,22182048.0684738,21223939.8309956,20283291.0884309,23488772.5098886,23960294.2048954
22584480.9102305,23105140.7456469,22182595.839236,21224175.5942192,20283179.3017302,23488124.5213897,23960646.0850369
22584839.6566745,23104546.9175286,22183143.695189,21224411.4045964,20283067.716161,23487476.5158365,23960998.0193703
22585198.4233681,23103953.1618711,22183691.6945665,21224647.2150735,20282956.2209317,23486828.5423055,23961350.124732
22585557.3116319,23103359.4654408,22184239.6780206,21224883.1185975,20282844.7172791,23486180.5777833,23961702.2932908
22585916.2651006,23102765.8126907,22184787.7962694,21225119.00577,20282733.4101739,23485532.6445749,23962054.5330884
22586275.3350265,23102172.1982334,22185335.8824742,21225354.9648664,20282622.1721485,23484884.7042685,23962406.9189722
22586634.4204757,23101578.5698096,22185884.1377765,21225590.9828364,20282510.9852656,23484236.8516499,23962759.395699
22586993.6491937,23100985.0484159,22186432.4490407,21225826.981097,20282399.9013716,23483588.9718431,23963111.9605586
22587352.9642594,23100391.5443968,22186980.7489708,21226063.0733448,20282289.0516576,23482941.0767774,23963464.6707712
22587712.3688278,23099798.0735953,22187529.1671037,21226299.1953036,20282178.1833868,23482293.2328343,23963817.4327642
22588071.8663133,23099204.5946178,22188077.6873477,21226535.3945463,20282067.4772745,23481645.4200656,23964170.3055391
22588431.3787359,23098611.209446,22188626.216744,21226771.5925396,20281956.7566349,23480997.6408127,23964523.3155001
22588791.0687752,23098017.8500707,22189174.8465666,21227007.7618644,20281846.3210389,23480349.8497842,23964876.3875871
22589150.8199849,23097424.5539818,22189723.5204665,21227244.0864921,20281735.8744895,23479702.1077828,23965229.5623699
22589510.6366138,23096831.2791204,22190272.3101282,21227480.3583311,20281625.5296689,23479054.3263375,23965582.8484645
22589870.5375396,23096238.0279353,22190821.1333536,21227716.7210748,20281515.2581806,23478406.639901,23965936.2363085
22590230.5496109,23095644.7897927,22191370.0419875,21227953.1363297,20281405.1572884,23477758.9088789,23966289.7057536
22590590.6587259,23095051.6528143,22191919.00742,21228189.5631768,20281295.114768,23477111.280156,23966643.3295806
22590950.8187312,23094458.5473198,22192468.0444797,21228426.0088779,20281185.1437059,23476463.6105487,23966997.0005214
22591311.0363408,23093865.4620028,22193017.1401129,21228662.5846261,20281075.3377834,23475815.9200807,23967350.8133069
22591671.3557487,23093272.4315402,22193566.2990644,21228899.0931266,20280965.6479596,23475168.3328353,23967704.6895811
22592031.8085897,23092679.4472799,22194115.5437539,21229135.6626572,20280856.0056817,23474520.7226284,23968058.6635124
22592392.3098046,23092086.4444522,22194664.8405875,21229372.3286189,20280746.4477887,23473873.1825464,23968412.7894015
22592752.9540439,23091493.5005077,22195214.2540473,21229609.0077467,20280637.0313456,23473225.5655451,23968767.0278151
22593113.6312109,23090900.6203219,22195763.6669961,21229845.6760044,20280527.7268137,23472578.0352919,23969121.281735
22593474.3916317,23090307.8240106,22196313.2235094,21230082.4506136,20280418.5297558,23471930.4938859,23969475.6948136
22593835.2967139,23089714.9917209,22196862.7501623,21230319.2049758,20280309.3771698,23471283.0437752,23969830.1571122
22594196.2027247,23089122.2502412,22197412.4199723,21230556.0941449,20280200.350763,23470635.5591841,23970184.795708
22594557.2112114,23088529.5145926,22197962.1370008,21230792.9322701,20280091.4296506,23469988.1065491,23970539.5171502
22594918.3608544,23087936.8422007,22198511.9468897,21231029.8060099,20279982.6024964,23469340.6715119,23970894.276039
22595279.5764091,23087344.1826257,22199061.7961366,21231266.7377709,20279873.9083952,23468693.2571843,23971249.1721904
22595640.8289895,23086751.5918236,22199611.7054808,21231503.7533118,20279765.2622341,23468045.8767064,23971604.2205288
22596002.2178286,23086158.9839637,22200161.6761596,21231740.7629148,20279656.7153903,23467398.5096001,23971959.3371723
22596363.6761963,23085566.4594365,22200711.7595707,21231977.844771,20279548.3079133,23466751.1459033,23972314.5568061
22596725.2278587,23084973.9746203,22201261.889655,21232214.9554374,20279440.0014663,23466103.8177301,23972669.8917395
22597086.8663187,23084381.5077101,22201812.0819457,21232452.1177824,20279331.7759651,23465456.532792,23973025.2754779
22597448.5963402,23083789.0976861,22202362.3340269,21232689.3285675,20279223.6318394,23464809.179794,23973380.7546761
22597810.4238488,23083196.7366105,22202912.6543423,21232926.4848997,20279115.6322184,23464161.9871149,23973736.3989787
22598172.2781017,23082604.3989288,22203463.0568626,21233163.7496098,20279007.7327406,23463514.6929161,23974092.1239253
22598534.2566551,23082012.087143,22204013.5466551,21233401.0978089,20278899.9065366,23462867.4704774,23974447.9379574
22598896.3408266,23081419.8598164,22204564.0361654,21233638.4043823,20278792.2241602,23462220.2651154,23974803.8561242
22599258.4451678,23080827.6685015,22205114.6410271,21233875.819043,20278684.5618655,23461573.053593,23975159.8501872
22599620.694925,23080235.4914113,22205665.3389001,21234113.2246565,20278577.0699567,23460925.8720519,23975516.0071333
22599983.003174,23079643.3263699,22206216.0660677,21234350.6907815,20278469.6757414,23460278.7854676,23975872.2229184
22600345.4156115,23079051.2382558,22206766.9158036,21234588.181836,20278362.3487877,23459631.6506505,23976228.5540472
22600707.8965924,23078459.1664096,22207317.7857312,21234825.6952295,20278255.1297079,23458984.5651917,23976584.952126
22601070.47104,23077867.2000207,22207868.7136322,21235063.3066103,20278148.0474595,23458337.4478881,23976941.4962891
22601433.1687416,23077275.2016412,22208419.7292236,21235300.9145854,20278041.0467519,23457690.3235177,23977298.1385266
22601795.9142148,23076683.3175971,22208970.800768,21235538.583891,20277934.113191,23457043.3765589,23977654.839753
22602158.7125968,23076091.4002605,22209521.934438,21235776.2555613,20277827.2789233,23456396.3078735,23978011.7118481
22602521.6786571,23075499.5313384,22210073.1550485,21236013.9955915,20277720.6296418,23455749.2880829,23978368.6196001
22602884.6418731,23074907.7217374,22210624.4194373,21236251.7829566,20277613.9765015,23455102.3435436,23978725.6738316
22603247.7728813,23074315.9409587,22211175.751916,21236489.623221,20277507.4949204,23454455.4134048,23979082.7960233
22603610.9148066,23073724.235273,22211727.2008282,21236727.4610958,20277401.0578009,23453808.4311422,23979440.052215
22603974.2105521,23073132.5466557,22212278.7005031,21236965.3385924,20277294.7847038,23453161.5287516,23979797.3723008
22604337.5710386,23072540.8988686,22212830.2462549,21237203.246856,20277188.5860218,23452514.6224593,23980154.7682406
22604700.9677572,23071949.2715768,22213381.881466,21237441.241519,20277082.456677,23451867.7461607,23980512.3566062
22605064.475774,23071357.6877245,22213933.5317749,21237679.2916263,20276976.4820633,23451220.9164813,23980869.988944
22605428.0826789,23070766.1611944,22214485.3404567,21237917.3095531,20276870.5448231,23450574.0743122,23981227.701283
22605791.8062104,23070174.6520143,22215037.1346223,21238155.4164252,20276764.7297116,23449927.2417881,23981585.539758
22606155.5732811,23069583.2359002,22215588.9759932,21238393.5470591,20276659.0489083,23449280.4808335,23981943.4599875
22606519.4384117,23068991.8359149,22216141.0218086,21238631.7213928,20276553.448488,23448633.7051393,23982301.5582214
22606883.3729761,23068400.4118458,22216693.0311999,21238869.9186876,20276447.945089,23447987.0091269,23982659.6593198
22607247.4305801,23067809.0910578,22217245.124,21239108.1797216,20276342.5438868,23447340.233292,23983017.9441855
22607611.5382771,23067217.8335995,22217797.2799887,21239346.4591335,20276237.2630026,23446693.514039,23983376.2892238
22607975.7224961,23066626.5329389,22218349.4896203,21239584.8276613,20276132.0951895,23446046.7787516,23983734.7649014
22608340.0133918,23066035.3401621,22218901.8407549,21239823.1817583,20276026.9521114,23445400.1304452,23984093.2896226
22608704.412615,23065444.201716,22219454.1757985,21240061.5869266,20275921.9822857,23444753.5535358,23984451.8914249
22609068.8895007,23064853.0354843,22220006.6019136,21240299.992212,20275817.0764202,23444106.9161533,23984810.6539072
22609433.4187887,23064261.9580007,22220559.1310405,21240538.5331155,20275712.2923098,23443460.3077779,23985169.5103008
22609798.0689371,23063670.9042857,22221111.690508,21240777.0425428,20275607.5994862,23442813.7360175,23985528.4628807
22610162.721277,23063079.8451255,22221664.3345864,21241015.5974934,20275502.9704799,23442167.1607114,23985887.5205917
22610527.5674671,23062488.9311662,22222216.9960648,21241254.2170925,20275398.4573375,23441520.6223115,23986246.6326036
22610892.4245058,23061898.0002181,22222769.7843712,21241492.8776791,20275294.1000567,23440874.1060198,23986605.9189893
22611257.4125189,23061307.0712547,22223322.6196264,21241731.5975842,20275189.8387764,23440227.5964722,23986965.2720215
22611622.435443,23060716.2465973,22223875.5344644,21241970.2566885,20275085.6047143,23439581.1589559,23987324.7298885
22611987.6226079,23060125.4178674,22224428.5032791,21242209.0282617,20274981.5310755,23438934.6950082,23987684.3041989
22612352.8406499,23059534.6742874,22224981.5567645,21242447.8341979,20274877.5225715,23438288.2679893,23988043.9184551
22612718.1329862,23058943.9781619,22225534.6583828,21242686.714229,20274773.6392206,23437641.8469235,23988403.6596902
22613083.5120093,23058353.244628,22226087.8505312,21242925.559688,20274669.7988656,23436995.4598808,23988763.5496851
22613449.0132286,23057762.5877885,22226641.1130314,21243164.471537,20274566.1375859,23436349.0825945,23989123.5052058
22613814.5914804,23057172.0027252,22227194.3964595,21243403.4568054,20274462.5686015,23435702.7624587,23989483.5350731
22614180.2283146,23056581.4481574,22227747.7558796,21243642.4681391,20274359.0334355,23435056.4494096,23989843.7159698
22614545.9890978,23055990.8827161,22228301.2400802,21243881.4958934,20274255.6488371,23434410.1341322,23990203.9783318
22614911.7438873,23055400.4354859,22228854.7660921,21244120.5727133,20274152.3984187,23433763.9012416,23990564.3063081
22615277.7220161,23054809.9817682,22229408.3178298,21244359.6838762,20274049.1909126,23433117.6168858,23990924.7782273
22615643.6860752,23054219.5397807,22229961.9862393,21244598.8319544,20273946.1579554,23432471.3789105,23991285.3294626
22616009.7616052,23053629.1966076,22230515.6951804,21244838.0155679,20273843.1731887,23431825.1713817,23991646.0214083
22616375.9127197,23053038.8219115,22231069.5280449,21245077.2412547,20273740.2703447,23431178.9834124,23992006.7839229
22616742.1962195,23052448.6440731,22231623.3675036,21245316.5291184,20273637.4916717,23430532.8000666,23992367.5975326
22617108.4883826,23051858.3443836,22232177.2749905,21245555.8981963,20273534.7763657,23429886.6693286,23992728.6084882
22617474.9310167,23051268.098558,22232731.2874651,21245795.2671286,20273432.2089098,23429240.5163065,23993089.6748601
22617841.4149453,23050677.9730305,22233285.2985441,21246034.6287145,20273329.7631402,23428594.4068547,23993450.8275773
22618208.0149901,23050087.856921,22233839.4328848,21246274.0715515,20273227.3262012,23427948.3679949,23993812.077358
22618574.6979393,23049497.7585432,22234393.6098545,21246513.5498833,20273125.0791382,23427302.2835659,23994173.4621607
22618941.4232298,23048907.6989066,22234947.8822361,21246753.0260352,20273022.9032488,23426656.2229187,23994534.9291534
22619308.2771957,23048317.7281782,22235502.1750063,21246992.5854548,20272920.8269344,23426010.2260394,23994896.4613018
22619675.1670845,23047727.7763437,22236056.5904159,21247232.2292383,20272818.7820032,23425364.2274503,23995258.1390021
22620042.2570766,23047137.8722301,22236611.0608139,21247471.8822927,20272716.9479702,23424718.2762985,23995619.9095863
22620409.3277694,23046547.9724476,22237165.6208679,21247711.526584,20272615.2020939,23424072.2839099,23995981.777334
22620776.4861898,23045958.1517563,22237720.1577434,21247951.215342,20272513.4747294,23423426.3874235,23996343.7453423
22621143.7772267,23045368.342545,22238274.880925,21248190.9301131,20272411.9395024,23422780.4610102,23996705.855093
22621511.1052894,23044778.5960373,22238829.6008643,21248430.7778497,20272310.4389766,23422134.5514794,23997067.9881364
22621878.4859593,23044188.8913888,22239384.3732896,21248670.6203922,20272209.0501599,23421488.7112218,23997430.2475811
22622246.0602254,23043599.2409678,22239939.2606105,21248910.5029665,20272107.7831233,23420842.8871514,23997792.6228602
22622613.6500322,23043009.598156,22240494.1688579,21249150.3777334,20272006.6164385,23420197.0716071,23998155.1154607
22622981.3601602,23042419.9851546,22241049.1659224,21249390.3241163,20271905.5351748,23419551.2714698,23998517.6835929
22623349.1101437,23041830.4064587,22241604.2169821,21249630.3274693,20271804.5150344,23418905.5099839,23998880.3361918
22623717.011861,23041240.9480915,22242159.4056008,21249870.3294398,20271703.6392953,23418259.7398662,23999243.0820142
22624084.9045574,23040651.4625115,22242714.5589321,21250110.4317321,20271602.9058852,23417614.0085605,23999606.0204378
22624452.9318761,23040062.0289714,22243269.8207623,21250350.5435648,20271502.2398272,23416968.3257426,23999968.9636508
22624821.04461,23039472.6754367,22243825.2029312,21250590.6821932,20271401.6402061,23416322.6112869,24000332.0526712
22625189.2848513,23038883.2450817,22244380.5721503,21250830.8893015,20271301.1586002,23415676.9430912,24000695.193727
22625557.5491179,23038294.001705,22244936.0704241,21251071.1020568,20271200.771003,23415031.2959205,24001058.4678525
22625925.9211047,23037704.7349898,22245491.5851809,21251311.3553112,20271100.5191456,23414385.6877682,24001421.8577469
22626294.2647574,23037115.5048643,22246047.1956165,21251551.6989073,20271000.3624792,23413740.0983012,24001785.3411824
22626662.8565284,23036526.349179,22246602.8687256,21251791.9829305,20270900.2762658,23413094.5254022,24002148.8993786
22627031.4978265,23035937.1767371,22247158.6318859,21252032.3816347,20270800.3392465,23412448.9494849,24002512.5704128
22627400.1670945,23035348.0759068,22247714.413274,21252272.8293233,20270700.4364426,23411803.431211,24002876.3469532
22627769.0108822,23034759.0151734,22248270.2698036,21252513.2869084,20270600.6710395,23411157.9163751,24003240.2223545
22628137.8562836,23034170.0093542,22248826.215672,21252753.7965821,20270501.0088103,23410512.4538598,24003604.184793
22628506.803296,23033581.0094547,22249382.2595495,21252994.3446234,20270401.4348444,23409866.9621994,24003968.2578141
22628875.8408844,23032992.0529278,22249938.2918517,21253234.9298513,20270301.988769,23409221.5206265,24004332.4146222
22629244.9481015,23032403.2122053,22250494.4513041,21253475.5342885,20270202.5957651,23408576.1244969,24004696.6999402
22629614.1927197,23031814.3161325,22251050.6492987,21253716.169504,20270103.3428406,23407930.728571,24005061.0673138
22629983.4458288,23031225.5085983,22251606.9449042,21253956.9035924,20270004.1648838,23407285.3348589,24005425.5830706
22630352.8553236,23030636.7584716,22252163.2667899,21254197.6789687,20269905.0766891,23406640.0020678,24005790.1614131
22630722.3104517,23030048.0331671,22252719.722036,21254438.3994879,20269806.1620618,23405994.6349485,24006154.8124704
22631091.8245986,23029459.3613795,22253276.1594329,21254679.2499835,20269707.2443631,23405349.3733059,24006519.554875
22631461.4476179,23028870.6978297,22253832.7014812,21254920.0864953,20269608.5023561,23404704.0825642,24006884.4394297
22631831.196068,23028282.0795,22254389.350104,21255161.0136018,20269509.8243543,23404058.8175307,24007249.4177068
22632200.9751551,23027693.5300496,22254945.990003,21255401.936961,20269411.2589262,23403413.5909808,24007614.5265504
22632570.8672153,23027104.9467827,22255502.7353147,21255642.9302357,20269312.783076,23402768.3623837,24007979.7019917
22632940.8046493,23026516.5314572,22256059.522092,21255883.9587198,20269214.4625811,23402123.1497884,24008344.9611595
22633310.9143659,23025928.0478312,22256616.4152327,21256125.0143561,20269116.1665624,23401477.9728757,24008710.3209122
22633681.0189547,23025339.6768335,22257173.3692804,21256366.1161793,20269018.0199013,23400832.8873323,24009075.8369502
22634051.250952,23024751.2992323,22257730.3755855,21256607.2182711,20268919.952103,23400187.7270433,24009441.3938508
22634421.561445,23024162.9713016,22258287.4845456,21256848.407898,20268821.9971488,23399542.6437732,24009807.0832224
22634791.9159641,23023574.7225133,22258844.6248954,21257089.6160042,20268724.1172169,23398897.5345532,24010172.8432876
22635162.3788804,23022986.5177311,22259401.8444895,21257330.8683258,20268626.357797,23398252.4465492,24010538.7268357
22635532.9438054,23022398.3034837,22259959.1285077,21257572.1762856,20268528.6778404,23397607.4606524,24010904.6862449
22635903.5955815,23021810.1380203,22260516.4738653,21257813.4948126,20268431.1214023,23396962.4165938,24011270.7940481
22636274.2677705,23021221.9850652,22261073.8770522,21258054.858217,20268333.6874435,23396317.4278843,24011636.9022458
22636645.1173687,23020633.9267533,22261631.3594546,21258296.2728553,20268236.3226894,23395672.5123022,24012003.2475045
22637016.0066482,23020045.9127748,22262188.8882447,21258537.7547268,20268139.0766993,23395027.5168813,24012369.5715651
22637386.9625255,23019457.9569378,22262746.5381196,21258779.2541808,20268041.8771039,23394382.6327536,24012736.0934206
22637757.9988291,23018870.0026644,22263304.1927253,21259020.7456757,20267944.8100886,23393737.6641578,24013102.6493096
22638129.1348362,23018282.1129425,22263861.937683,21259262.3435671,20267847.859866,23393092.8524664,24013469.3212815
22638500.3798808,23017694.2468978,22264419.7831978,21259503.939301,20267751.0270377,23392448.0174128,24013836.1220761
22638871.6774358,23017106.4419836,22264977.6198707,21259745.5822411,20267654.2660321,23391803.1671217,24014202.964653
22639243.1012057,23016518.6805043,22265535.5652469,21259987.2936295,20267557.5785192,23391158.3535372,24014569.9412596
22639614.5401575,23015930.9133876,22266093.5815578,21260229.0182729,20267461.0721506,23390513.588439,24014937.0294427
22639986.1022723,23015343.2189107,22266651.6565699,21260470.7875516,20267364.5747411,23389868.8181347,24015304.2064287
22640357.74544,23014755.5492196,22267209.8374952,21260712.6050959,20267268.1882984,23389224.0594018,24015671.4754369
22640729.5481908,23014167.964238,22267768.0742597,21260954.4239676,20267171.9383267,23388579.3830695,24016038.8536731
22641101.2822314,23013580.4248354,22268326.3509999,21261196.3260776,20267075.7983367,23387934.6655871,24016406.3201486
22641473.1841604,23012992.8691118,22268884.6718586,21261438.2590445,20266979.7236671,23387290.0152465,24016773.9345205
22641845.1601705,23012405.3870107,22269443.1127719,21261680.2337112,20266883.7743778,23386645.3857958,24017141.5961478
22642217.224975,23011817.9305231,22270001.5981373,21261922.1625523,20266787.9354288,23386000.79219,24017509.3041328
22642589.3684017,23011230.4946988,22270560.1420247,21262164.2710529,20266692.1581252,23385356.1806938,24017877.2232955
22642961.5972376,23010643.1534249,22271118.7883439,21262406.3552517,20266596.5305656,23384711.5879393,24018245.1627552
22643333.8927511,23010055.8473486,22271677.4258534,21262648.4785597,20266500.9723605,23384067.0135958,24018613.2462656
22643706.3063189,23009468.5567459,22272236.1707861,21262890.6392776,20266405.4811054,23383422.5152959,24018981.4583429
22644078.8352706,23008881.3203295,22272795.0099218,21263132.8461107,20266310.1276772,23382778.0128347,24019349.7130004
22644451.3285284,23008294.1339739,22273353.8900079,21263375.1149525,20266214.8700706,23382133.5394192,24019718.1009468
22644823.9813461,23007706.9389824,22273912.8226519,21263617.32882,20266119.7438808,23381489.0278307,24020086.5172926
22645196.7432305,23007119.9124514,22274471.8585324,21263859.6909662,20266024.6841762,23380844.6323121,24020455.1228249
22645569.5063874,23006532.8129741,22275030.948728,21264102.0272468,20265929.7472743,23380200.2294833,24020823.7810086
22645942.4385988,23005945.7817088,22275590.0696384,21264344.4420751,20265834.8600107,23379555.8215992,24021192.4985581
22646315.4155698,23005358.8013849,22276149.259537,21264586.879226,20265740.0807469,23378911.4479314,24021561.419903
22646688.4728211,23004771.8503151,22276708.5730563,21264829.3704574,20265645.4593074,23378267.1159377,24021930.35242
22647061.6226881,23004184.9643407,22277267.9427043,21265071.8957725,20265550.896698,23377622.7837667,24022299.4568917
22647434.8569798,23003598.0875122,22277827.3332746,21265314.4661124,20265456.4842,23376978.497876,24022668.6354249
22647808.1687368,23003011.2868478,22278386.8380929,21265557.0637107,20265362.0992291,23376334.1993022,24023037.8747742
22648181.5403015,23002424.4998179,22278946.3377423,21265799.6660148,20265267.8596941,23375689.9832454,24023407.273431
22648555.061859,23001837.776524,22279505.9853573,21266042.361641,20265173.6683061,23375045.7885026,24023776.7217206
22648928.626166,23001251.1001812,22280065.6620559,21266285.0881455,20265079.6402853,23374401.5760524,24024146.2890902
22649302.2379356,23000664.4598245,22280625.4382322,21266527.8286949,20264985.6649133,23373757.4006831,24024515.9338448
22649675.9680813,23000077.8377229,22281185.259431,21266770.6198948,20264891.8030761,23373113.2589415,24024885.7288184
22650049.7980855,22999491.2479411,22281745.1532387,21267013.4448501,20264798.0564696,23372469.1065259,24025255.6026911
22650423.6674504,22998904.7543349,22282305.0292949,21267256.3171685,20264704.4536287,23371825.0108367,24025625.5248618
22650797.6599182,22998318.3023534,22282865.051475,21267499.2828249,20264610.8590373,23371180.9195301,24025995.6533544
