pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7,pr1_8,pr1_9,pr1_10,pr1_11,pr1_12,pr1_13,pr1_14,pr1_15,pr1_16,pr1_17,pr1_18,pr1_19,pr1_20,pr1_21,pr1_22,pr1_23,pr1_24,pr1_25,pr1_26,pr1_27,pr1_28,pr1_29,pr1_30,pr1_31,pr1_32,pr1_33,pr1_34,pr1_35,pr1_36,pr1_37,pr1_38,pr1_39,pr1_40,pr1_41,pr1_42,pr1_43,pr1_44,pr1_45,pr1_46,pr1_47,pr1_48,pr1_49,pr1_50,pr1_51,pr1_52,pr1_53,pr1_54,pr1_55,pr1_56,pr1_57,pr1_58,pr1_59,pr1_60,pr1_61,pr1_62,pr1_63,pr1_64,pr1_65,pr1_66,pr1_67,pr1_68,pr1_69,pr1_70,pr1_71,pr1_72,pr1_73,pr1_74,pr1_75,pr1_76,pr1_77,pr1_78,pr1_79,pr1_80,pr1_81,pr1_82,pr1_83,pr1_84,pr1_85,pr1_86,pr1_87,pr1_88,pr1_89,pr1_90,pr1_91,pr1_92,pr1_93,pr1_94,pr1_95,pr1_96,pr1_97,pr1_98,pr1_99,pr1_100,pr1_101,pr1_102,pr1_103,pr1_104,pr1_105,pr1_106,pr1_107,pr1_108,pr1_109,pr1_110,pr1_111,pr1_112,pr1_113,pr1_114,pr1_115,pr1_116,pr1_117,pr1_118,pr1_119,pr1_120,pr1_121,pr1_122,pr1_123,pr1_124,pr1_125,pr1_126,pr1_127,pr1_128,pr1_129,pr1_130,pr1_131,pr1_132,pr1_133,pr1_134,pr1_135,pr1_136,pr1_137,pr1_138,pr1_139,pr1_140,pr1_141,pr1_142,pr1_143,pr1_144,pr1_145,pr1_146,pr1_147,pr1_148,pr1_149,pr1_150,pr1_151,pr1_152,pr1_153,pr1_154,pr1_155,pr1_156,pr1_157,pr1_158
23372352.968,NaN,21408079.515,24307234.669,NaN,22158527.991,NaN,NaN,24902475.978,NaN,NaN,NaN,NaN,21358372.041,NaN,NaN,20645340.693,NaN,21053651.54,NaN,25678180.565,23861956.544,NaN,NaN,NaN,NaN,NaN,20876217.049,NaN,NaN,NaN,NaN,NaN,NaN,21403601,20723252.393,23427377.268,NaN,NaN,NaN,21362659.075,22205924.286,NaN,NaN,NaN,NaN,NaN,23438469.691,NaN,21956225.023,20275862.518,22385264.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26618959.385,NaN,NaN,NaN,NaN,NaN,NaN,22054070.27,23479309.619,NaN,NaN,NaN,NaN,NaN,NaN,26500528.363,NaN,NaN,NaN,NaN,25888174.809,24798570.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26810100.805,37580839.257,38580912.98,37446579.013,38049828.307,NaN,NaN,36312874.864,36804789.051,NaN,36183888.188,NaN,NaN,37517710.803,NaN,NaN,NaN,NaN,NaN,22403624.102,24100005.604,NaN,25483908.477,NaN,26003384.398,NaN,24585311.888,NaN,NaN,22966883.451,NaN,NaN,NaN,NaN,NaN,22131780.187,NaN,NaN,36640681.931,NaN,35869981.597,NaN,NaN,NaN,25099181.037,25930524.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43113032.288,26473807.621,NaN,37438944.403,38854379.435,NaN,NaN,NaN
23372913.226,NaN,21408425.771,24306798.653,NaN,22158176.093,NaN,NaN,24901926.279,NaN,NaN,NaN,NaN,21358840.85,NaN,NaN,20645195.253,NaN,21053266.984,NaN,25678633.864,23862550.923,NaN,NaN,NaN,NaN,NaN,20876390.528,NaN,NaN,NaN,NaN,NaN,NaN,21403830.613,20722774.449,23426552.881,NaN,NaN,NaN,21363082.074,22205739.759,NaN,NaN,NaN,NaN,NaN,23439234.208,NaN,21956592.13,20275879.131,22384852.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26618496.281,NaN,NaN,NaN,NaN,NaN,NaN,22054008.08,23479586.238,NaN,NaN,NaN,NaN,NaN,NaN,26500462.033,NaN,NaN,NaN,NaN,25888704.416,24798658.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26809775.444,37580839.208,38580905.363,37446571.854,38049828.632,NaN,NaN,36313054.233,36804800.632,NaN,36183961.509,NaN,NaN,37517667.321,NaN,NaN,NaN,NaN,NaN,22403314.951,24100253.647,NaN,25483259.787,NaN,26003327.219,NaN,24585658.737,NaN,NaN,22967155.228,NaN,NaN,NaN,NaN,NaN,22131632.746,NaN,NaN,36640658.697,NaN,35870081.301,NaN,NaN,NaN,25098735.787,25931075.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43113223.027,26473477.534,NaN,37438945.471,38854378.051,NaN,NaN,NaN
23373473.505,NaN,21408772.137,24306362.694,NaN,22157824.259,NaN,NaN,24901376.602,NaN,NaN,NaN,NaN,21359309.764,NaN,NaN,20645049.885,NaN,21052882.491,NaN,25679087.137,23863145.353,NaN,NaN,NaN,NaN,NaN,20876564.115,NaN,NaN,NaN,NaN,NaN,NaN,21404060.391,20722296.65,23425728.499,NaN,NaN,NaN,21363505.234,22205555.4,NaN,NaN,NaN,NaN,NaN,23439998.74,NaN,21956959.262,20275895.747,22384439.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26618033.215,NaN,NaN,NaN,NaN,NaN,NaN,22053945.926,23479862.875,NaN,NaN,NaN,NaN,NaN,NaN,26500395.803,NaN,NaN,NaN,NaN,25889234.071,24798746.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26809450.102,37580839.162,38580897.77,37446564.719,38049828.969,NaN,NaN,36313233.648,36804812.241,NaN,36184034.869,NaN,NaN,37517623.864,NaN,NaN,NaN,NaN,NaN,22403005.905,24100501.796,NaN,25482611.123,NaN,26003270.119,NaN,24586005.65,NaN,NaN,22967427.049,NaN,NaN,NaN,NaN,NaN,22131485.353,NaN,NaN,36640635.487,NaN,35870181.047,NaN,NaN,NaN,25098290.549,25931626.159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43113413.818,26473147.478,NaN,37438946.544,38854376.69,NaN,NaN,NaN
23374033.752,NaN,21409118.596,24305926.764,NaN,22157472.46,NaN,NaN,24900826.894,NaN,NaN,NaN,NaN,21359778.752,NaN,NaN,20644904.559,NaN,21052498.028,NaN,25679540.406,23863739.807,NaN,NaN,NaN,NaN,NaN,20876737.801,NaN,NaN,NaN,NaN,NaN,NaN,21404290.314,20721818.98,23424904.116,NaN,NaN,NaN,21363928.502,22205371.211,NaN,NaN,NaN,NaN,NaN,23440763.265,NaN,21957326.415,20275912.387,22384027.203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26617570.161,NaN,NaN,NaN,NaN,NaN,NaN,22053883.784,23480139.51,NaN,NaN,NaN,NaN,NaN,NaN,26500329.646,NaN,NaN,NaN,NaN,25889763.748,24798835.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26809124.77,37580839.111,38580890.145,37446557.558,38049829.293,NaN,NaN,36313413.064,36804823.855,NaN,36184108.253,NaN,NaN,37517580.416,NaN,NaN,NaN,NaN,NaN,22402696.946,24100750.035,NaN,25481962.45,NaN,26003213.13,NaN,24586352.626,NaN,NaN,22967698.897,NaN,NaN,NaN,NaN,NaN,22131337.979,NaN,NaN,36640612.277,NaN,35870280.815,NaN,NaN,NaN,25097845.297,25932176.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43113604.621,26472817.423,NaN,37438947.605,38854375.322,NaN,NaN,NaN
23374594.02,NaN,21409465.167,24305490.887,NaN,22157120.711,NaN,NaN,24900277.173,NaN,NaN,NaN,NaN,21360247.839,NaN,NaN,20644759.289,NaN,21052113.616,NaN,25679993.624,23864334.321,NaN,NaN,NaN,NaN,NaN,20876911.599,NaN,NaN,NaN,NaN,NaN,NaN,21404520.398,20721341.442,23424079.739,NaN,NaN,NaN,21364351.889,22205187.158,NaN,NaN,NaN,NaN,NaN,23441527.79,NaN,21957693.57,20275929.088,22383614.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26617107.148,NaN,NaN,NaN,NaN,NaN,NaN,22053821.668,23480416.152,NaN,NaN,NaN,NaN,NaN,NaN,26500263.579,NaN,NaN,NaN,NaN,25890293.46,24798923.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26808799.459,37580839.059,38580882.544,37446550.412,38049829.619,NaN,NaN,36313592.516,36804835.466,NaN,36184181.655,NaN,NaN,37517536.983,NaN,NaN,NaN,NaN,NaN,22402388.076,24100998.371,NaN,25481313.795,NaN,26003156.231,NaN,24586699.657,NaN,NaN,22967970.775,NaN,NaN,NaN,NaN,NaN,22131190.647,NaN,NaN,36640589.074,NaN,35870380.619,NaN,NaN,NaN,25097400.05,25932727.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43113795.457,26472487.389,NaN,37438948.673,38854373.95,NaN,NaN,NaN
23375154.251,NaN,21409811.833,24305055.016,NaN,22156768.998,NaN,NaN,24899727.405,NaN,NaN,NaN,NaN,21360716.997,NaN,NaN,20644614.053,NaN,21051729.236,NaN,25680446.815,23864928.856,NaN,NaN,NaN,NaN,NaN,20877085.489,NaN,NaN,NaN,NaN,NaN,NaN,21404750.627,20720864.02,23423255.345,NaN,NaN,NaN,21364775.382,22205003.255,NaN,NaN,NaN,NaN,NaN,23442292.313,NaN,21958060.738,20275945.786,22383202.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26616644.139,NaN,NaN,NaN,NaN,NaN,NaN,22053759.553,23480692.788,NaN,NaN,NaN,NaN,NaN,NaN,26500197.57,NaN,NaN,NaN,NaN,25890823.197,24799011.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26808474.136,37580838.992,38580874.926,37446543.244,38049829.933,NaN,NaN,36313771.971,36804847.068,NaN,36184255.069,NaN,NaN,37517493.546,NaN,NaN,NaN,NaN,NaN,22402079.283,24101246.797,NaN,25480665.135,NaN,26003099.408,NaN,24587046.731,NaN,NaN,22968242.677,NaN,NaN,NaN,NaN,NaN,22131043.327,NaN,NaN,36640565.872,NaN,35870480.44,NaN,NaN,NaN,25096954.785,25933278.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43113986.308,26472157.357,NaN,37438949.723,38854372.569,NaN,NaN,NaN
23375714.481,NaN,21410158.591,24304619.16,NaN,22156417.295,NaN,NaN,24899177.598,NaN,NaN,NaN,NaN,21361186.229,NaN,NaN,20644468.859,NaN,21051344.888,NaN,25680899.991,23865523.411,NaN,NaN,NaN,NaN,NaN,20877259.471,NaN,NaN,NaN,NaN,NaN,NaN,21404980.987,20720386.698,23422430.936,NaN,NaN,NaN,21365198.98,22204819.469,NaN,NaN,NaN,NaN,NaN,23443056.812,NaN,21958427.911,20275962.462,22382789.952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26616181.142,NaN,NaN,NaN,NaN,NaN,NaN,22053697.439,23480969.409,NaN,NaN,NaN,NaN,NaN,NaN,26500131.64,NaN,NaN,NaN,NaN,25891352.948,24799100.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26808148.809,37580838.908,38580867.281,37446536.053,38049830.226,NaN,NaN,36313951.437,36804858.66,NaN,36184328.508,NaN,NaN,37517450.101,NaN,NaN,NaN,NaN,NaN,22401770.56,24101495.299,NaN,25480016.467,NaN,26003042.664,NaN,24587393.852,NaN,NaN,22968514.591,NaN,NaN,NaN,NaN,NaN,22130896.02,NaN,NaN,36640542.655,NaN,35870580.274,NaN,NaN,NaN,25096509.497,25933828.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43114177.173,26471827.325,NaN,37438950.758,38854371.166,NaN,NaN,NaN
23376274.718,NaN,21410505.461,24304183.351,NaN,22156065.669,NaN,NaN,24898627.808,NaN,NaN,NaN,NaN,21361655.566,NaN,NaN,20644323.734,NaN,21050960.608,NaN,25681353.147,23866118.043,NaN,NaN,NaN,NaN,NaN,20877433.575,NaN,NaN,NaN,NaN,NaN,NaN,21405211.519,20719909.507,23421606.543,NaN,NaN,NaN,21365622.723,22204635.86,NaN,NaN,NaN,NaN,NaN,23443821.325,NaN,21958795.137,20275979.202,22382377.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26615718.188,NaN,NaN,NaN,NaN,NaN,NaN,22053635.367,23481246.056,NaN,NaN,NaN,NaN,NaN,NaN,26500065.818,NaN,NaN,NaN,NaN,25891882.756,24799188.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26807823.517,37580838.848,38580859.666,37446528.888,38049830.544,NaN,NaN,36314130.952,36804870.285,NaN,36184401.989,NaN,NaN,37517406.681,NaN,NaN,NaN,NaN,NaN,22401461.947,24101743.917,NaN,25479367.824,NaN,26002986.036,NaN,24587741.057,NaN,NaN,22968786.562,NaN,NaN,NaN,NaN,NaN,22130748.769,NaN,NaN,36640519.474,NaN,35870680.16,NaN,NaN,NaN,25096064.233,25934379.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43114368.085,26471497.332,NaN,37438951.81,38854369.785,NaN,NaN,NaN
23376834.959,NaN,21410852.423,24303747.588,NaN,22155714.075,NaN,NaN,24898077.997,NaN,NaN,NaN,NaN,21362124.986,NaN,NaN,20644178.645,NaN,21050576.349,NaN,25681806.298,23866712.687,NaN,NaN,NaN,NaN,NaN,20877607.78,NaN,NaN,NaN,NaN,NaN,NaN,21405442.195,20719432.424,23420782.141,NaN,NaN,NaN,21366046.562,22204452.392,NaN,NaN,NaN,NaN,NaN,23444585.808,NaN,21959162.355,20275995.993,22381965.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26615255.242,NaN,NaN,NaN,NaN,NaN,NaN,22053573.301,23481522.697,NaN,NaN,NaN,NaN,NaN,NaN,26500000.055,NaN,NaN,NaN,NaN,25892412.574,24799277.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26807498.215,37580838.768,38580852.021,37446521.708,38049830.833,NaN,NaN,36314310.475,36804881.898,NaN,36184475.484,NaN,NaN,37517363.247,NaN,NaN,NaN,NaN,NaN,22401153.409,24101992.617,NaN,25478719.179,NaN,26002929.479,NaN,24588088.3,NaN,NaN,22969058.546,NaN,NaN,NaN,NaN,NaN,22130601.53,NaN,NaN,36640496.283,NaN,35870780.059,NaN,NaN,NaN,25095618.938,25934929.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43114559.002,26471167.332,NaN,37438952.836,38854368.372,NaN,NaN,NaN
23377395.184,NaN,21411199.501,24303311.874,NaN,22155362.526,NaN,NaN,24897528.169,NaN,NaN,NaN,NaN,21362594.487,NaN,NaN,20644033.607,NaN,21050192.143,NaN,25682259.418,23867307.382,NaN,NaN,NaN,NaN,NaN,20877782.096,NaN,NaN,NaN,NaN,NaN,NaN,21405673.02,20718955.465,23419957.713,NaN,NaN,NaN,21366470.532,22204269.083,NaN,NaN,NaN,NaN,NaN,23445350.31,NaN,21959529.588,20276012.816,22381552.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26614792.333,NaN,NaN,NaN,NaN,NaN,NaN,22053511.26,23481799.342,NaN,NaN,NaN,NaN,NaN,NaN,26499934.382,NaN,NaN,NaN,NaN,25892942.432,24799366.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26807172.939,37580838.688,38580844.385,37446514.529,38049831.134,NaN,NaN,36314490.024,36804893.532,NaN,36184549.007,NaN,NaN,37517319.844,NaN,NaN,NaN,NaN,NaN,22400844.96,24102241.417,NaN,25478070.537,NaN,26002873.016,NaN,24588435.61,NaN,NaN,22969330.568,NaN,NaN,NaN,NaN,NaN,22130454.324,NaN,NaN,36640473.103,NaN,35870879.995,NaN,NaN,NaN,25095173.655,25935480.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43114749.956,26470837.352,NaN,37438953.868,38854366.971,NaN,NaN,NaN
23377955.44,NaN,21411546.712,24302876.192,NaN,22155011.057,NaN,NaN,24896978.322,NaN,NaN,NaN,NaN,21363064.106,NaN,NaN,20643888.648,NaN,21049808.004,NaN,25682712.548,23867902.134,NaN,NaN,NaN,NaN,NaN,20877956.544,NaN,NaN,NaN,NaN,NaN,NaN,21405904.045,20718478.665,23419133.33,NaN,NaN,NaN,21366894.657,22204085.941,NaN,NaN,NaN,NaN,NaN,23446114.822,NaN,21959896.879,20276029.67,22381140.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26614329.467,NaN,NaN,NaN,NaN,NaN,NaN,22053449.255,23482076.02,NaN,NaN,NaN,NaN,NaN,NaN,26499868.809,NaN,NaN,NaN,NaN,25893472.35,24799455.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26806847.688,37580838.628,38580836.761,37446507.378,38049831.459,NaN,NaN,36314669.624,36804905.191,NaN,36184622.578,NaN,NaN,37517276.471,NaN,NaN,NaN,NaN,NaN,22400536.631,24102490.344,NaN,25477421.934,NaN,26002816.658,NaN,24588783.004,NaN,NaN,22969602.651,NaN,NaN,NaN,NaN,NaN,22130307.18,NaN,NaN,36640449.963,NaN,35870979.984,NaN,NaN,NaN,25094728.392,25936030.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43114940.965,26470507.409,NaN,37438954.928,38854365.599,NaN,NaN,NaN
23378515.644,NaN,21411893.957,24302440.492,NaN,22154659.551,NaN,NaN,24896428.403,NaN,NaN,NaN,NaN,21363533.742,NaN,NaN,20643743.672,NaN,21049423.854,NaN,25683165.581,23868496.853,NaN,NaN,NaN,NaN,NaN,20878131.026,NaN,NaN,NaN,NaN,NaN,NaN,21406135.158,20718001.922,23418308.883,NaN,NaN,NaN,21367318.833,22203902.88,NaN,NaN,NaN,NaN,NaN,23446879.28,NaN,21960264.113,20276046.528,22380728.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26613866.57,NaN,NaN,NaN,NaN,NaN,NaN,22053387.205,23482352.634,NaN,NaN,NaN,NaN,NaN,NaN,26499803.248,NaN,NaN,NaN,NaN,25894002.231,24799544.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26806522.39,37580838.5,38580829.064,37446500.157,38049831.711,NaN,NaN,36314849.184,36804916.791,NaN,36184696.107,NaN,NaN,37517233.031,NaN,NaN,NaN,NaN,NaN,22400228.326,24102739.298,NaN,25476773.269,NaN,26002760.354,NaN,24589130.393,NaN,NaN,22969874.699,NaN,NaN,NaN,NaN,NaN,22130159.996,NaN,NaN,36640426.763,NaN,35871079.94,NaN,NaN,NaN,25094283.059,25936581.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43115131.938,26470177.411,NaN,37438955.913,38854364.161,NaN,NaN,NaN
23379075.875,NaN,21412241.343,24302004.881,NaN,22154308.125,NaN,NaN,24895878.501,NaN,NaN,NaN,NaN,21364003.502,NaN,NaN,20643598.787,NaN,21049039.772,NaN,25683618.628,23869091.662,NaN,NaN,NaN,NaN,NaN,20878305.656,NaN,NaN,NaN,NaN,NaN,NaN,21406366.465,20717525.343,23417484.468,NaN,NaN,NaN,21367743.171,22203720.028,NaN,NaN,NaN,NaN,NaN,23447643.75,NaN,21960631.421,20276063.456,22380315.662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26613403.725,NaN,NaN,NaN,NaN,NaN,NaN,22053325.211,23482629.289,NaN,NaN,NaN,NaN,NaN,NaN,26499737.82,NaN,NaN,NaN,NaN,25894532.18,24799633.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26806197.131,37580838.405,38580821.419,37446492.957,38049831.996,NaN,NaN,36315028.801,36804928.434,NaN,36184769.706,NaN,NaN,37517189.644,NaN,NaN,NaN,NaN,NaN,22399920.144,24102988.391,NaN,25476124.65,NaN,26002704.148,NaN,24589477.873,NaN,NaN,22970146.813,NaN,NaN,NaN,NaN,NaN,22130012.882,NaN,NaN,36640403.6,NaN,35871179.964,NaN,NaN,NaN,25093837.759,25937131.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43115322.967,26469847.458,NaN,37438956.921,38854362.751,NaN,NaN,NaN
23379636.112,NaN,21412588.851,24301569.279,NaN,22153956.767,NaN,NaN,24895328.605,NaN,NaN,NaN,NaN,21364473.364,NaN,NaN,20643453.974,NaN,21048655.757,NaN,25684071.668,23869686.539,NaN,NaN,NaN,NaN,NaN,20878480.413,NaN,NaN,NaN,NaN,NaN,NaN,21406597.939,20717048.893,23416660.062,NaN,NaN,NaN,21368167.631,22203537.352,NaN,NaN,NaN,NaN,NaN,23448408.257,NaN,21960998.746,20276080.435,22379903.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26612940.926,NaN,NaN,NaN,NaN,NaN,NaN,22053263.255,23482905.968,NaN,NaN,NaN,NaN,NaN,NaN,26499672.486,NaN,NaN,NaN,NaN,25895062.173,24799722.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26805871.905,37580838.324,38580813.773,37446485.78,38049832.294,NaN,NaN,36315208.458,36804940.108,NaN,36184843.341,NaN,NaN,37517146.292,NaN,NaN,NaN,NaN,NaN,22399612.064,24103237.592,NaN,25475476.057,NaN,26002648.07,NaN,24589825.426,NaN,NaN,22970418.975,NaN,NaN,NaN,NaN,NaN,22129865.806,NaN,NaN,36640380.466,NaN,35871280.032,NaN,NaN,NaN,25093392.471,25937682.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43115514.043,26469517.54,NaN,37438957.947,38854361.354,NaN,NaN,NaN
23380196.364,NaN,21412936.481,24301133.766,NaN,22153605.47,NaN,NaN,24894778.714,NaN,NaN,NaN,NaN,21364943.334,NaN,NaN,20643309.226,NaN,21048271.803,NaN,25684524.715,23870281.455,NaN,NaN,NaN,NaN,NaN,20878655.295,NaN,NaN,NaN,NaN,NaN,NaN,21406829.583,20716572.603,23415835.653,NaN,NaN,NaN,21368592.244,22203354.844,NaN,NaN,NaN,NaN,NaN,23449172.762,NaN,21961366.13,20276097.434,22379491.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26612478.166,NaN,NaN,NaN,NaN,NaN,NaN,22053201.331,23483182.666,NaN,NaN,NaN,NaN,NaN,NaN,26499607.256,NaN,NaN,NaN,NaN,25895592.221,24799811.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26805546.703,37580838.256,38580806.161,37446478.621,38049832.609,NaN,NaN,36315388.156,36804951.802,NaN,36184917.024,NaN,NaN,37517102.959,NaN,NaN,NaN,NaN,NaN,22399304.098,24103486.906,NaN,25474827.492,NaN,26002592.1,NaN,24590173.058,NaN,NaN,22970691.189,NaN,NaN,NaN,NaN,NaN,22129718.78,NaN,NaN,36640357.36,NaN,35871380.146,NaN,NaN,NaN,25092947.187,25938232.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43115705.163,26469187.648,NaN,37438958.99,38854359.969,NaN,NaN,NaN
23380756.611,NaN,21413284.223,24300698.305,NaN,22153254.225,NaN,NaN,24894228.818,NaN,NaN,NaN,NaN,21365413.407,NaN,NaN,20643164.542,NaN,21047887.914,NaN,25684977.765,23870876.422,NaN,NaN,NaN,NaN,NaN,20878830.299,NaN,NaN,NaN,NaN,NaN,NaN,21407061.388,20716096.43,23415011.255,NaN,NaN,NaN,21369016.981,22203172.493,NaN,NaN,NaN,NaN,NaN,23449937.27,NaN,21961733.515,20276114.468,22379078.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26612015.44,NaN,NaN,NaN,NaN,NaN,NaN,22053139.431,23483459.378,NaN,NaN,NaN,NaN,NaN,NaN,26499542.117,NaN,NaN,NaN,NaN,25896122.317,24799900.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26805221.519,37580838.193,38580798.553,37446471.471,38049832.929,NaN,NaN,36315567.89,36804963.503,NaN,36184990.749,NaN,NaN,37517059.65,NaN,NaN,NaN,NaN,NaN,22398996.236,24103736.321,NaN,25474178.947,NaN,26002536.217,NaN,24590520.763,NaN,NaN,22970963.436,NaN,NaN,NaN,NaN,NaN,22129571.798,NaN,NaN,36640334.273,NaN,35871480.305,NaN,NaN,NaN,25092501.914,25938782.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43115896.321,26468857.779,NaN,37438960.034,38854358.602,NaN,NaN,NaN
23381316.872,NaN,21413632.096,24300262.881,NaN,22152903.052,NaN,NaN,24893678.875,NaN,NaN,NaN,NaN,21365883.584,NaN,NaN,20643019.929,NaN,21047504.093,NaN,25685430.802,23871471.45,NaN,NaN,NaN,NaN,NaN,20879005.427,NaN,NaN,NaN,NaN,NaN,NaN,21407293.384,20715620.408,23414186.894,NaN,NaN,NaN,21369441.858,22202990.326,NaN,NaN,NaN,NaN,NaN,23450701.807,NaN,21962100.946,20276131.574,22378666.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26611552.77,NaN,NaN,NaN,NaN,NaN,NaN,22053077.583,23483736.111,NaN,NaN,NaN,NaN,NaN,NaN,26499477.087,NaN,NaN,NaN,NaN,25896652.463,24799990.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26804896.368,37580838.158,38580790.957,37446464.327,38049833.279,NaN,NaN,36315747.661,36804975.23,NaN,36185064.532,NaN,NaN,37517016.36,NaN,NaN,NaN,NaN,NaN,22398688.483,24103985.856,NaN,25473530.425,NaN,26002480.475,NaN,24590868.547,NaN,NaN,22971235.743,NaN,NaN,NaN,NaN,NaN,22129424.867,NaN,NaN,36640311.212,NaN,35871580.52,NaN,NaN,NaN,25092056.659,25939333.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43116087.539,26468527.955,NaN,37438961.107,38854357.254,NaN,NaN,NaN
