dop1_1,dop1_2,dop1_3,dop1_4,dop1_5,dop1_6,dop1_7
-67.9230082413325,113.21061674721,-104.145201426428,-44.5471985835218,21.7523698321637,123.421980814925,-66.5768146381937
-67.9550331512076,113.211893996635,-104.153108210456,-44.5480527676122,21.7417095016218,123.404790893124,-66.5982956876666
-67.9489455852754,113.184104134083,-104.187190070057,-44.5431827358836,21.7455820226868,123.391785134005,-66.6329729288201
-67.9879995905762,113.182230974566,-104.201767054079,-44.534504221472,21.7453907316275,123.388183313577,-66.6420283384204
-68.0168066798318,113.197232810322,-104.229919867788,-44.5414056559897,21.7430685403255,123.365411820598,-66.6575028631554
-68.0260607936783,113.207086030971,-104.222356496585,-44.5591964067078,21.7307015316493,123.353233237162,-66.6870164486689
-68.0388227065987,113.18106877238,-104.247250475494,-44.5667924674408,21.6889925142185,123.352528834181,-66.710974432158
-68.0408475730741,113.189295278915,-104.259699925093,-44.5513911599204,21.6934742131398,123.34889250301,-66.7156184989727
-68.0630446794232,113.189914342971,-104.281326158872,-44.5608607768907,21.6706516741725,123.353937102256,-66.7153525737278
-68.0937942131567,113.165331369665,-104.2963594283,-44.526307419808,21.6614625892913,123.315741297362,-66.7163768759867
-68.1074809124876,113.141784385234,-104.300258824259,-44.5606376183789,21.6455731487786,123.300969916329,-66.7439063300041
-68.1094617097023,113.127269811662,-104.322422657835,-44.5546497299639,21.6091082779248,123.305059136962,-66.7558780262383
-68.1093765940998,113.101908351319,-104.341566398859,-44.5758165180399,21.569908299337,123.328439223866,-66.7886204981564
-68.1229483991222,113.096739829541,-104.365421581958,-44.5968892887894,21.5588352922925,123.305901969082,-66.8089936119127
-68.1320189987946,113.08366529857,-104.3977685297,-44.6104559293798,21.5405279003857,123.305559608544,-66.8339242613551
-68.1609571092408,113.080197968899,-104.421704749361,-44.6220485052416,21.5237501811772,123.320249808214,-66.8560392650318
-68.1726092886198,113.084600970744,-104.434346404346,-44.6496960731236,21.5070958592369,123.334030749046,-66.8859998578525
-68.1811964208227,113.08660268959,-104.455673584203,-44.646212527883,21.4840064901401,123.343759588694,-66.8967333143635
-68.2186361564111,113.072185351181,-104.464432309074,-44.6667673842028,21.4714133234332,123.34907193445,-66.9370612661315
-68.2387047052211,113.079350817466,-104.450189278343,-44.6573936829881,21.4579073491501,123.358943615678,-66.9486716616178
-68.2433429309662,113.094521391487,-104.462047087256,-44.6745304228557,21.4382200044538,123.348742189165,-66.9736868421897
-68.2556906945031,113.069296898837,-104.475056103922,-44.696724660286,21.4203497601145,123.334339485121,-66.9686336184942
