pr_1,pr_2,pr_3,pr_4,pr_5,pr_6,pr_7,pr_8,pr_9,pr_10,pr_11,pr_12,pr_13,pr_14,pr_15,pr_16,pr_17,pr_18,pr_19,pr_20,pr_21,pr_22,pr_23,pr_24,pr_25,pr_26,pr_27,pr_28,pr_29,pr_30,pr_31,pr_32
21642195.014,NaN,NaN,23761278.748,NaN,NaN,21167441.938,21155242.059,23088854.649,NaN,NaN,NaN,NaN,NaN,NaN,24375294.215,NaN,NaN,NaN,NaN,20682220.08,NaN,NaN,NaN,NaN,NaN,23297533.57,NaN,NaN,NaN,NaN,NaN
21641768.652,NaN,NaN,23761987.763,NaN,NaN,21167183.714,21155765.775,23089399.052,NaN,NaN,NaN,NaN,NaN,NaN,24375785.373,NaN,NaN,NaN,NaN,20682225.498,NaN,NaN,NaN,NaN,NaN,23298277.94,NaN,NaN,NaN,NaN,NaN
21641341.807,NaN,NaN,23762695.143,NaN,NaN,21166924.596,21156291.694,23089944.995,NaN,NaN,NaN,NaN,NaN,NaN,24376275.375,NaN,NaN,NaN,NaN,20682231.065,NaN,NaN,NaN,NaN,NaN,23299022.096,NaN,NaN,NaN,NaN,NaN
21640918.408,NaN,NaN,23763401.65,NaN,NaN,21166665.534,21156818.451,23090491.235,NaN,NaN,NaN,NaN,NaN,NaN,24376766.185,NaN,NaN,NaN,NaN,20682226.528,NaN,NaN,NaN,NaN,NaN,23299765.501,NaN,NaN,NaN,NaN,NaN
21640489.377,NaN,NaN,NaN,NaN,NaN,21166404.549,21157345.622,23091036.859,NaN,NaN,NaN,NaN,NaN,NaN,24377257.282,NaN,NaN,NaN,NaN,20682231.78,NaN,NaN,NaN,NaN,NaN,23300514.657,NaN,NaN,NaN,NaN,NaN
21640059.962,NaN,NaN,NaN,NaN,NaN,21166143.572,21157872.361,23091577.48,NaN,NaN,NaN,NaN,NaN,NaN,24377747.519,NaN,NaN,NaN,NaN,20682236.195,NaN,NaN,NaN,NaN,NaN,23301258.599,NaN,NaN,NaN,NaN,NaN
21639635.813,NaN,NaN,NaN,NaN,NaN,NaN,21158402.839,23092120.675,NaN,NaN,NaN,NaN,NaN,NaN,24378237.617,NaN,NaN,NaN,NaN,20682237.137,NaN,NaN,NaN,NaN,NaN,23302003.13,NaN,NaN,NaN,NaN,NaN
21639207.2,NaN,NaN,23766233.855,NaN,NaN,NaN,21158930.599,23092660.083,NaN,NaN,NaN,NaN,NaN,NaN,24378726.224,NaN,NaN,NaN,NaN,20682236.823,NaN,NaN,NaN,NaN,NaN,23302749.03,NaN,NaN,NaN,NaN,NaN
21638779.378,NaN,NaN,23766943.363,NaN,NaN,21165357.418,21159458.686,23093202.091,NaN,NaN,NaN,NaN,NaN,NaN,24379212.033,NaN,NaN,NaN,NaN,20682239.607,NaN,NaN,NaN,NaN,NaN,23303493.544,NaN,NaN,NaN,NaN,NaN
21638355.368,NaN,NaN,23767649.185,NaN,NaN,21165096.803,21159990.32,23093759.416,NaN,NaN,NaN,NaN,NaN,NaN,24379702.943,NaN,NaN,NaN,NaN,20682239.546,NaN,NaN,NaN,NaN,NaN,23304239.881,NaN,NaN,NaN,NaN,NaN
21637933.426,NaN,NaN,23768356.992,NaN,NaN,21164840.228,21160516.248,23094302.637,NaN,NaN,NaN,NaN,NaN,NaN,24380191.894,NaN,NaN,NaN,NaN,20682250.059,NaN,NaN,NaN,NaN,NaN,23304986.327,NaN,NaN,NaN,NaN,NaN
21637502.345,NaN,NaN,23769064.651,NaN,NaN,21164581.328,21161042.873,23094842.573,NaN,NaN,NaN,NaN,NaN,NaN,24380675.753,NaN,NaN,NaN,NaN,20682253.275,NaN,NaN,NaN,NaN,NaN,23305733.297,NaN,NaN,NaN,NaN,NaN
21637072.009,NaN,NaN,23769770.927,NaN,NaN,21164323.305,21161569.438,23095382.736,NaN,NaN,NaN,NaN,NaN,NaN,24381160.638,NaN,NaN,NaN,NaN,20682251.067,NaN,NaN,NaN,NaN,NaN,23306480.358,NaN,NaN,NaN,NaN,NaN
21636646.071,NaN,NaN,23770477.46,NaN,NaN,21164063.82,21162094.253,23095924.91,NaN,NaN,NaN,NaN,NaN,NaN,24381645.571,NaN,NaN,NaN,NaN,20682256.826,NaN,NaN,NaN,NaN,NaN,23307227.537,NaN,NaN,NaN,NaN,NaN
21636219.182,NaN,NaN,23771185.245,NaN,NaN,21163802.809,21162620.953,23096465.33,NaN,NaN,NaN,NaN,NaN,NaN,24382136.485,NaN,NaN,NaN,NaN,20682262.506,NaN,NaN,NaN,NaN,NaN,23307976.042,NaN,NaN,NaN,NaN,NaN
21635793.462,NaN,NaN,23771890.67,NaN,NaN,21163520.739,21163147.391,23097015.897,NaN,NaN,NaN,NaN,NaN,NaN,24382631.19,NaN,NaN,NaN,NaN,20682264.669,NaN,NaN,NaN,NaN,NaN,23308726.397,NaN,NaN,NaN,NaN,NaN
21635366.224,NaN,NaN,NaN,NaN,NaN,21163254.706,21163677.058,23097564.345,NaN,NaN,NaN,NaN,NaN,NaN,24383120.154,NaN,NaN,NaN,NaN,20682262.772,NaN,NaN,NaN,NaN,NaN,23309475.269,NaN,NaN,NaN,NaN,NaN
21634937.15,NaN,NaN,23773304.753,NaN,NaN,21163001.089,21164206.458,23098097.51,NaN,NaN,NaN,NaN,NaN,NaN,24383606.378,NaN,NaN,NaN,NaN,20682259.635,NaN,NaN,NaN,NaN,NaN,23310224.241,NaN,NaN,NaN,NaN,NaN
21634500.785,NaN,NaN,NaN,NaN,NaN,21162737.599,21164739.781,23098650.498,NaN,NaN,NaN,NaN,NaN,NaN,24384094.744,NaN,NaN,NaN,NaN,20682260.961,NaN,NaN,NaN,NaN,NaN,23310967.908,NaN,NaN,NaN,NaN,NaN
21634070.109,NaN,NaN,NaN,NaN,NaN,21162481.666,21165262.436,23099199.788,NaN,NaN,NaN,NaN,NaN,NaN,24384583.049,NaN,NaN,NaN,NaN,20682266.205,NaN,NaN,NaN,NaN,NaN,23311717.212,NaN,NaN,NaN,NaN,NaN
21633643.849,NaN,NaN,NaN,NaN,NaN,21162223.581,21165791.366,23099758.129,NaN,NaN,NaN,NaN,NaN,NaN,24385074.142,NaN,NaN,NaN,NaN,20682262.92,NaN,NaN,NaN,NaN,NaN,23312463.562,NaN,NaN,NaN,NaN,NaN
21633212.998,NaN,NaN,23776186.072,NaN,NaN,21161968.664,21166320.731,23100312.959,NaN,NaN,NaN,NaN,NaN,NaN,24385568.428,NaN,NaN,NaN,NaN,20682264.081,NaN,NaN,NaN,NaN,NaN,23313203.05,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,23776881.546,NaN,NaN,21161711.5,21166849.455,23100868.447,NaN,NaN,NaN,NaN,NaN,NaN,24386062.963,NaN,NaN,NaN,NaN,20682268.578,NaN,NaN,NaN,NaN,NaN,23313952.402,NaN,NaN,NaN,NaN,NaN
21632361.083,NaN,NaN,23777592.454,NaN,NaN,21161457.067,21167381.839,23101417.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682267.592,NaN,NaN,NaN,NaN,NaN,23314699.825,NaN,NaN,NaN,NaN,NaN
21631938.465,NaN,NaN,23778302.351,NaN,NaN,21161202.128,21167910.878,23101944.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682268.212,NaN,NaN,NaN,NaN,NaN,23315445.704,NaN,NaN,NaN,NaN,NaN
21631504.238,NaN,NaN,23779002.777,NaN,NaN,21160948.367,21168438.555,23102474.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23316194.244,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21160699.122,21168969.975,23103023.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682270.158,NaN,NaN,NaN,NaN,NaN,23316941.101,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21160442.904,21169498.246,23103618.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682268.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21630248.704,NaN,NaN,23781114.301,NaN,NaN,21160187.42,21170029.325,23104185.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21629836.844,NaN,NaN,23781821.606,NaN,NaN,21159934.78,21170560.192,23104740.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682270.633,NaN,NaN,NaN,NaN,NaN,23319198.919,NaN,NaN,NaN,NaN,NaN
21629415.181,NaN,NaN,NaN,NaN,NaN,21159679.95,21171092.018,23105288.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682274.533,NaN,NaN,NaN,NaN,NaN,23319952.454,NaN,NaN,NaN,NaN,NaN
21628984.723,NaN,NaN,NaN,NaN,NaN,21159426.765,21171620.999,23105826.303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21628542.993,NaN,NaN,NaN,NaN,NaN,21159171.49,21172148.624,23106376.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682276.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21628085.666,NaN,NaN,23784639.69,NaN,NaN,21158917.511,21172676.384,23106928.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21627652.604,NaN,NaN,23785340.696,NaN,NaN,21158660.766,21173210.317,23107471.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682286.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21627223.564,NaN,NaN,23786033.417,NaN,NaN,21158402.686,21173739.338,23108013.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682284.144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21626796.038,NaN,NaN,23786741.01,NaN,NaN,21158143.899,21174268.856,23108558.928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682284.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21626365.973,NaN,NaN,23787447.788,NaN,NaN,21157884.99,21174796.546,23109105.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682294.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24213062.651,NaN,NaN
21625936.558,NaN,NaN,23788157.78,NaN,NaN,21157626.544,21175328.263,23109649.899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682303.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24212595.265,NaN,NaN
21625509.739,NaN,NaN,23788868.017,NaN,NaN,21157368.058,21175853.34,23110197.076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682310.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24212119.428,NaN,NaN
21625079.151,NaN,NaN,NaN,NaN,NaN,21157109.516,21176382.623,23110744.59,NaN,NaN,NaN,NaN,NaN,NaN,24394863.16,NaN,NaN,NaN,NaN,20682316.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24211649.694,NaN,NaN
21624650.813,NaN,NaN,23790284.425,NaN,NaN,21156851.301,21176910.496,23111293.849,NaN,NaN,NaN,NaN,NaN,NaN,24395371.328,NaN,NaN,NaN,NaN,20682323.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24211175.956,NaN,NaN
NaN,NaN,NaN,23790994.008,NaN,NaN,21156591.227,21177437.27,23111840.547,NaN,NaN,NaN,NaN,NaN,NaN,24395860.893,NaN,NaN,NaN,NaN,20682329.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24210696.917,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21156333.714,21177964.904,23112384.675,NaN,NaN,NaN,NaN,NaN,NaN,24396352.632,NaN,NaN,NaN,NaN,20682336.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24210221.058,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21156077.34,21178492.794,23112930.963,NaN,NaN,NaN,NaN,NaN,NaN,24396840.16,NaN,NaN,NaN,NaN,20682343.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24209747.35,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21155818.963,21179020.554,23113479.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682350.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24209271.099,NaN,NaN
21622535.821,NaN,NaN,NaN,NaN,NaN,21155559.832,21179548.467,23114026.627,NaN,NaN,NaN,NaN,NaN,NaN,24397815.566,NaN,NaN,NaN,NaN,20682357.932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24208796.195,NaN,NaN
21622114.136,NaN,NaN,NaN,NaN,NaN,21155305.307,21180076.157,23114574.154,NaN,NaN,NaN,NaN,NaN,NaN,24398302.314,NaN,NaN,NaN,NaN,20682365.161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24208319.534,NaN,NaN
21621693.032,NaN,NaN,NaN,NaN,NaN,21155045.521,21180604.14,23115117.885,NaN,NaN,NaN,NaN,NaN,NaN,24398790.685,NaN,NaN,NaN,NaN,20682372.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24207844.665,NaN,NaN
21621269.533,NaN,NaN,NaN,NaN,NaN,21154788.454,21181132.437,23115665.351,NaN,NaN,NaN,NaN,NaN,NaN,24399277.485,NaN,NaN,NaN,NaN,20682380.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24207369.622,NaN,NaN
21620846.247,NaN,NaN,NaN,NaN,NaN,21154531.277,21181660.192,23116213.519,NaN,NaN,NaN,NaN,NaN,NaN,24399765.428,NaN,NaN,NaN,NaN,20682387.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24206894.248,NaN,NaN
21620418.036,NaN,NaN,NaN,NaN,NaN,21154274.047,21182188.192,23116759.205,NaN,NaN,NaN,NaN,NaN,NaN,24400253.711,NaN,NaN,NaN,NaN,20682395.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24206416.487,NaN,NaN
21619990.99,NaN,NaN,NaN,NaN,NaN,21154016.979,21182715.948,23117302.325,NaN,NaN,NaN,NaN,NaN,NaN,24400743.935,NaN,NaN,NaN,NaN,20682403.342,NaN,NaN,NaN,NaN,NaN,23336452.276,NaN,NaN,NaN,NaN,NaN
21619565.375,NaN,NaN,23798782.197,NaN,NaN,21153759.864,21183243.939,23117845.345,NaN,NaN,NaN,NaN,NaN,NaN,24401230.085,NaN,NaN,NaN,NaN,20682411.43,NaN,NaN,NaN,NaN,NaN,23337196.026,NaN,NaN,NaN,NaN,NaN
21619144.236,NaN,NaN,23799492.657,NaN,NaN,21153502.708,21183771.791,23118389.727,NaN,NaN,NaN,NaN,NaN,NaN,24401720.323,NaN,NaN,NaN,NaN,20682419.985,NaN,NaN,NaN,NaN,NaN,23337940.474,NaN,NaN,NaN,NaN,NaN
21618722.015,NaN,NaN,23800200.359,NaN,NaN,21153245.959,21184299.97,23118931.874,NaN,NaN,NaN,NaN,NaN,NaN,24402209.828,NaN,NaN,NaN,NaN,20682428.636,NaN,NaN,NaN,NaN,NaN,23338686.419,NaN,NaN,NaN,NaN,NaN
21618301.102,NaN,NaN,23800907.241,NaN,NaN,21152989.009,21184827.808,23119477.246,NaN,NaN,NaN,NaN,NaN,NaN,24402700.013,NaN,NaN,NaN,NaN,20682437.139,25068044.083,NaN,NaN,NaN,NaN,23339431.801,NaN,NaN,NaN,NaN,NaN
21617878.907,NaN,NaN,23801614.376,NaN,NaN,21152732.12,21185355.551,23120023.303,NaN,NaN,NaN,NaN,NaN,NaN,24403188.794,NaN,NaN,NaN,NaN,20682445.781,25067889.911,NaN,NaN,NaN,NaN,23340175.276,NaN,NaN,NaN,NaN,NaN
21617459.173,NaN,NaN,23802320.578,NaN,NaN,21152475.458,21185883.346,23120567.13,NaN,NaN,NaN,NaN,NaN,NaN,24403676.405,NaN,NaN,NaN,NaN,20682454.31,25067732.863,NaN,NaN,NaN,NaN,23340922.891,NaN,NaN,NaN,NaN,NaN
21616615.245,NaN,NaN,23803727.035,NaN,NaN,21151961.758,21186939.367,23121654.78,NaN,NaN,NaN,NaN,NaN,NaN,24404653.792,NaN,NaN,NaN,NaN,20682471.533,NaN,NaN,NaN,NaN,NaN,23342417.105,NaN,NaN,NaN,NaN,NaN
21616187.82,NaN,NaN,23804427.823,NaN,NaN,21151705.214,21187467.542,23122197.281,NaN,NaN,NaN,NaN,NaN,NaN,24405142.76,NaN,NaN,NaN,NaN,20682480.215,NaN,NaN,NaN,NaN,NaN,23343162.701,NaN,NaN,NaN,NaN,NaN
21615763.164,NaN,NaN,NaN,NaN,NaN,21151448.556,21187995.651,23122743.163,NaN,NaN,NaN,NaN,NaN,NaN,24405627.955,NaN,NaN,NaN,NaN,20682489.136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21615336.986,NaN,NaN,NaN,NaN,NaN,21151192.081,21188523.764,23123291.253,NaN,NaN,NaN,NaN,NaN,NaN,24406117.045,NaN,NaN,NaN,NaN,20682498.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21614911.485,NaN,NaN,NaN,NaN,NaN,21150935.842,21189050.87,23123839.709,NaN,NaN,NaN,NaN,NaN,NaN,24406607.313,NaN,NaN,NaN,NaN,20682507.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21614064.281,NaN,NaN,NaN,NaN,NaN,21150422.802,21190109.335,23124931.722,NaN,NaN,NaN,NaN,NaN,NaN,24407587.998,NaN,NaN,NaN,NaN,20682526.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21613642.221,NaN,NaN,NaN,NaN,NaN,21150166.305,21190632.907,23125479.558,NaN,NaN,NaN,NaN,NaN,NaN,24408075.684,NaN,NaN,NaN,NaN,20682535.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21613222.749,NaN,NaN,NaN,NaN,NaN,21149910.123,21191164.711,23126027.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682545.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21612799.891,NaN,NaN,NaN,NaN,NaN,21149653.487,21191693.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682555.8,25066109.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21612377.268,NaN,NaN,NaN,NaN,NaN,21149397.327,21192226.015,23127125.738,NaN,NaN,NaN,NaN,NaN,NaN,24409544.804,NaN,NaN,NaN,NaN,20682565.703,25065964.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21611539.658,NaN,NaN,23812130.99,NaN,NaN,21148885.154,21193281.352,23128224.203,NaN,NaN,NaN,NaN,NaN,NaN,24410527.553,NaN,NaN,NaN,NaN,20682585.221,25065674.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21611120.887,NaN,NaN,23812838.849,NaN,NaN,21148630.398,21193815.154,23128770.582,NaN,NaN,NaN,NaN,NaN,NaN,24411017.882,NaN,NaN,NaN,NaN,20682594.714,25065526.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21610699.22,NaN,NaN,23813552.402,NaN,NaN,21148373.003,21194344.616,23129311.613,NaN,NaN,NaN,NaN,NaN,NaN,24411505.184,NaN,NaN,NaN,NaN,20682604.412,25065376.565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21610274.351,NaN,NaN,23814260.881,NaN,NaN,21148121.484,21194869.641,23129821.43,NaN,NaN,NaN,NaN,NaN,NaN,24411990.548,NaN,NaN,NaN,NaN,20682614.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21609855.402,NaN,NaN,23814974.974,NaN,NaN,21147865.49,21195412.351,23130353.055,NaN,NaN,NaN,NaN,NaN,NaN,24412472.641,NaN,NaN,NaN,NaN,20682624.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21609434.9,NaN,NaN,23815690.799,NaN,NaN,21147611.729,21195945.228,23130903.151,NaN,NaN,NaN,NaN,NaN,NaN,24412953.752,NaN,NaN,NaN,NaN,20682635.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21609017.495,NaN,NaN,23816407.611,NaN,NaN,21147356.035,21196476.461,23131448.165,NaN,NaN,NaN,NaN,NaN,NaN,24413437.163,NaN,NaN,NaN,NaN,20682646.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21608599.492,NaN,NaN,23817117.804,NaN,NaN,21147100.394,21197008.069,23131994.593,NaN,NaN,NaN,NaN,NaN,NaN,24413916.42,NaN,NaN,NaN,NaN,20682657.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21608181.049,NaN,NaN,23817824.686,NaN,NaN,21146845.546,21197540.405,23132541.906,NaN,NaN,NaN,NaN,NaN,NaN,24414411.757,NaN,NaN,NaN,NaN,20682667.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21607756.551,NaN,NaN,23818529.54,NaN,NaN,21146591.449,21198073.697,23133086.383,NaN,NaN,NaN,NaN,NaN,NaN,24414894.339,NaN,NaN,NaN,NaN,20682678.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21607335.59,NaN,NaN,23819235.986,NaN,NaN,21146337.204,21198606.531,23133652.608,NaN,NaN,NaN,NaN,NaN,NaN,24415387.552,NaN,NaN,NaN,NaN,20682688.134,25064204.442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24191603.037,NaN,NaN
21606488.505,NaN,NaN,23820651.63,NaN,NaN,21145828.639,21199667.412,23134728.047,NaN,NaN,NaN,NaN,NaN,NaN,24416348.889,NaN,NaN,NaN,NaN,20682708.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24190642.463,NaN,NaN
21606060.372,NaN,NaN,23821359.996,NaN,NaN,21145574.669,21200180.165,23135274.387,NaN,NaN,NaN,NaN,NaN,NaN,24416834.694,NaN,NaN,NaN,NaN,20682730.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21605630.198,NaN,NaN,23822072.087,NaN,NaN,21145322.496,21200712.593,23135806.758,NaN,NaN,NaN,NaN,NaN,NaN,24417329.211,NaN,NaN,NaN,NaN,20682750.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21605206.564,NaN,NaN,23822783.227,NaN,NaN,21145070.362,21201246.242,23136345.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682764.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21604780.822,NaN,NaN,23823493.551,NaN,NaN,21144814.564,21201782.06,23136886.979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682768.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21604355.006,NaN,NaN,23824204.385,NaN,NaN,21144559.153,21202322.389,23137430.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682776.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21603935.193,NaN,NaN,23824918.099,NaN,NaN,21144304.777,21202857.216,23137969.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682786.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21603515.725,NaN,NaN,23825630.317,NaN,NaN,21144049.057,21203388.383,23138508.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682802.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21603091.353,NaN,NaN,23826342.609,NaN,NaN,21143797.949,21203917.879,23139048.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682817.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21602667.334,NaN,NaN,23827046.803,NaN,NaN,21143544.982,21204448.549,23139584.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20682823.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21602245.057,NaN,NaN,23827756.709,NaN,NaN,21143289.38,21204984.681,23140130.831,NaN,NaN,NaN,NaN,NaN,NaN,24421337.884,NaN,NaN,NaN,NaN,20682839.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21601823.791,NaN,NaN,23828468.159,NaN,NaN,21143035.745,21205519.661,23140669.698,NaN,NaN,NaN,NaN,NaN,NaN,24421829.33,NaN,NaN,NaN,NaN,20682856.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24185380.821,NaN,NaN
21601400.754,NaN,NaN,23829177.257,NaN,NaN,21142785.295,21206052.299,23141208.251,NaN,NaN,NaN,NaN,NaN,NaN,24422325.872,NaN,NaN,NaN,NaN,20682873.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24184905.216,NaN,NaN
21600981.779,NaN,NaN,23829887.319,NaN,NaN,21142545.935,21206580.006,23141749.661,NaN,NaN,NaN,NaN,NaN,NaN,24422819.73,NaN,NaN,NaN,NaN,20682890.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24184428.576,NaN,NaN
21600556.019,NaN,NaN,23830600.767,NaN,NaN,21142287.222,21207120.871,23142299.461,NaN,NaN,NaN,NaN,NaN,NaN,24423312.088,NaN,NaN,NaN,NaN,20682901.502,NaN,NaN,NaN,NaN,NaN,23370693.368,NaN,NaN,24183952.669,NaN,NaN
21600120.85,NaN,NaN,23831316.038,NaN,NaN,21142028.374,21207651.166,23142838.895,NaN,NaN,NaN,NaN,NaN,NaN,24423812.281,NaN,NaN,NaN,NaN,20682914.228,NaN,NaN,NaN,NaN,NaN,23371445.944,NaN,NaN,24183476.872,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21141771.363,21208190.919,23143373.875,NaN,NaN,NaN,NaN,NaN,NaN,24424306.611,NaN,NaN,NaN,NaN,20682927.08,NaN,NaN,NaN,NaN,NaN,23372196.892,NaN,NaN,24183001.619,NaN,NaN
