pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575897.0017784,23119402.4909238,22169467.7576595,21218527.7528954,20285890.3626734,23503682.6436095,23952230.2675817
22576253.841131,23118807.9528215,22170014.0259101,21218762.7324623,20285776.211691,23503033.7083849,23952579.5518566
22576610.448584,23118213.4443553,22170560.2844757,21218997.2740723,20285662.136738,23502385.15026,23952929.3251622
22576967.2312968,23117618.86365,22171106.8076345,21219232.0791797,20285548.1134709,23501736.6982708,23953279.1909993
22577324.2830866,23117024.2295588,22171653.1985734,21219467.097314,20285434.5169738,23501088.0078613,23953628.9247026
22577681.6462828,23116429.4122427,22172199.7483412,21219701.9450439,20285320.8672188,23500439.5840903,23953978.7671439
22578038.848865,23115835.0903685,22172746.4493405,21219936.9681432,20285207.1190335,23499791.1549041,23954328.6626264
22578396.00393,23115240.6685849,22173292.8691418,21220171.641632,20285093.5995486,23499142.9386866,23954678.9417646
22578753.3598806,23114646.1752831,22173839.5231544,21220407.1019356,20284980.3653639,23498494.6135239,23955029.0962487
22579110.4671178,23114051.6343271,22174386.176424,21220642.3153571,20284867.1017481,23497846.4159588,23955379.3464991
22579467.9059041,23113457.5166919,22174932.9383571,21220877.6810026,20284753.9292627,23497198.1991751,23955729.9877656
22579825.655299,23112862.9968855,22175479.6023179,21221113.1732453,20284640.9026914,23496549.9124214,23956081.0084795
22580183.4833093,23112268.6680778,22176026.7817482,21221348.5379031,20284527.8030444,23495901.7209122,23956431.4449501
22580541.0673049,23111674.3399077,22176573.8399518,21221583.8937748,20284415.0031032,23495253.6477536,23956781.9514955
22580898.9997739,23111080.0855128,22177121.0985353,21221819.1416153,20284302.2832899,23494605.7051503,23957132.7590375
22581257.0461907,23110485.9935865,22177668.252552,21222054.3707426,20284189.4238228,23493957.4859638,23957483.432483
22581614.9988363,23109891.9683566,22178215.4238872,21222289.6168173,20284076.818957,23493309.3128493,23957834.3339024
22581973.048191,23109297.6059455,22178762.878613,21222525.03383,20283964.3034914,23492661.1262366,23958185.6873046
22582331.1230054,23108703.4313872,22179310.1550778,21222760.3039175,20283851.8207607,23492012.9544197,23958536.7731527
22582689.392956,23108109.4821107,22179857.1829533,21222995.8319968,20283739.4654008,23491364.8829918,23958888.115097
22583047.5017391,23107515.8155158,22180404.4817343,21223231.4213398,20283627.289211,23490716.5170482,23959239.9652029
22583405.8925215,23106921.8250337,22180952.0672454,21223467.0936487,20283515.1207939,23490068.3399194,23959591.6668887
22583764.5395708,23106327.861453,22181499.7778238,21223702.514136,20283403.1485151,23489420.3176188,23959943.1374915
22584122.8289964,23105733.957293,22182047.3947176,21223938.1438407,20283291.0871345,23488772.2619391,23960294.9109207
22584481.5855642,23105139.9966634,22182595.1708642,21224173.9172503,20283179.6031233,23488123.8971247,23960646.8035981
22584840.0891024,23104546.1344357,22183143.0451559,21224409.6796447,20283067.9280453,23487475.9161705,23960998.9961617
22585198.5267516,23103952.2965665,22183691.0435438,21224645.6656975,20282956.3150509,23486828.2720365,23961350.9762601
22585557.2672547,23103358.4265382,22184238.8853143,21224881.5324656,20282844.8161101,23486180.5465248,23961702.8302742
22585916.4613566,23102764.8615949,22184786.8716688,21225117.5631407,20282733.4823017,23485532.580295,23962054.8355139
22586275.3917544,23102171.2522502,22185335.0949252,21225353.3607871,20282622.4130587,23484884.7058802,23962407.2481319
22586634.2644008,23101577.4175869,22185883.4787252,21225589.431952,20282511.3516819,23484236.4644157,23962759.8819301
22586993.5032115,23100983.9720387,22186431.9696067,21225825.3604102,20282400.4611762,23483588.6730988,23963112.2204361
22587352.9282057,23100390.2520751,22186980.5612112,21226061.6706153,20282289.3481122,23482940.7832107,23963464.724399
22587712.3135044,23099796.7616418,22187528.9486152,21226297.7333301,20282178.4477942,23482292.886723,23963817.5392242
22588071.7717815,23099203.3416,22188077.3469907,21226533.7665384,20282067.5021662,23481644.9362197,23964170.3011075
22588431.5003732,23098610.2439118,22188625.8091643,21226769.9112243,20281957.0449254,23480997.2628795,23964523.3520802
22588791.1953324,23098016.8976822,22189174.1938656,21227005.9780894,20281846.4709658,23480349.7652054,23964876.2617108
22589150.8857923,23097423.3357908,22189722.6379016,21227242.1280207,20281736.1620396,23479702.1125362,23965229.5800432
22589511.0846299,23096829.8979318,22190271.2959205,21227478.3675746,20281625.9588537,23479054.1588979,23965582.9698708
22589870.9293182,23096236.8724892,22190820.2613815,21227714.4720446,20281515.6715363,23478406.3442658,23965936.6590846
22590230.7723801,23095643.7699012,22191369.2047906,21227950.6504713,20281405.4974306,23477758.7028005,23966290.0354658
22590590.8474776,23095050.4595517,22191918.1954884,21228187.0018881,20281295.357431,23477110.8602856,23966643.7190361
22590950.9149335,23094457.2949323,22192467.2380639,21228423.3869347,20281185.1609651,23476463.1371408,23966997.3384851
22591311.1227558,23093864.4516205,22193016.3159171,21228659.7307817,20281075.3796895,23475815.5184718,23967351.3603837
22591671.5327862,23093271.2319018,22193565.5141887,21228896.0850282,20280965.6689633,23475167.704286,23967705.1716425
22592031.7127717,23092678.2577684,22194115.0016938,21229132.481144,20280855.9109562,23474520.3403152,23968058.772667
22592391.8848873,23092085.5459339,22194664.1629764,21229369.2114543,20280746.2239946,23473873.2505089,23968413.03373
22592752.4807149,23091492.5109022,22195213.4645655,21229605.7736118,20280637.1022399,23473225.6899835,23968766.8968965
22593113.2709439,23090899.7956162,22195762.9953207,21229842.5609852,20280527.5258743,23472578.1913536,23969121.132113
22593473.8447424,23090306.5577594,22196312.4777804,21230079.3660128,20280418.441423,23471930.5191167,23969475.5982709
22593834.4204971,23089713.8285864,22196861.9403838,21230315.9971833,20280309.3574853,23471282.7040496,23969830.0667622
22594195.3080942,23089120.9101198,22197411.5021975,21230552.8043873,20280200.5235968,23470635.0971852,23970184.5898529
22594556.118206,23088528.1505237,22197961.0827604,21230789.625982,20280091.470013,23469987.5841873,23970539.1553754
22594916.9797854,23087935.3469793,22198510.6710872,21231026.4524934,20279982.565184,23469339.8339125,23970894.0730647
22595278.2561237,23087342.6622783,22199060.6361611,21231263.5947008,20279873.7547798,23468692.1604912,23971248.7424647
22595639.7329328,23086749.8586511,22199610.5116428,21231500.6223074,20279765.1467878,23468044.8263928,23971603.6318305
22596001.0361965,23086157.5124469,22200160.5750674,21231737.6367126,20279656.6821836,23467397.4039099,23971958.4695226
22596362.7079257,23085564.9388818,22200710.8064488,21231974.7951376,20279548.4015097,23466750.1270416,23972313.6961453
22596724.1218194,23084972.3787235,22201260.9741325,21232211.8085952,20279439.9714328,23466102.5617668,23972668.9155559
22597085.776358,23084379.8780413,22201811.4548912,21232448.9242201,20279331.6531187,23465455.1462933,23973024.2788971
22597447.7736422,23083787.5116611,22202361.6171554,21232686.0762436,20279223.4715501,23464808.0517045,23973379.9928881
22597809.5192196,23083195.2382343,22202912.0962327,21232923.477665,20279115.562079,23464160.6957432,23973735.7583644
22598171.4245121,23082602.9940016,22203462.6416922,21233160.8034641,20279007.7814686,23463513.2838395,23974091.6481033
22598533.3703757,23082010.8676657,22204013.2230677,21233398.3820516,20278899.9747694,23462865.7945866,23974447.1587534
22598895.3274806,23081418.7072904,22204563.8325719,21233635.8049495,20278792.2058176,23462218.5765165,23974803.0296822
22599257.386862,23080826.6100463,22205114.3791385,21233873.0165539,20278684.0999101,23461571.6662266,23975159.1357945
22599619.6993199,23080234.6223148,22205665.0945338,21234110.4139829,20278576.446602,23460924.7306901,23975515.3289627
22599982.0773616,23079642.5411918,22206215.715197,21234347.9840965,20278469.1474547,23460277.8673379,23975871.1967377
22600344.690093,23079050.5725369,22206766.3456897,21234585.4337441,20278361.9759143,23459630.5020658,23976227.6905739
22600707.3788797,23078458.6545992,22207317.2641399,21234822.8934665,20278254.6900856,23458983.2626092,23976583.9059751
22601070.0978063,23077866.6280954,22207867.9430172,21235060.548411,20278147.4399929,23458336.2702607,23976940.5009527
22601432.9042252,23077274.5613874,22208419.2413894,21235298.2667438,20278040.3478019,23457689.293856,23977297.0338358
