pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575878.9905936,23119328.4758814,22169525.2784401,21218521.6014899,20285875.2779976,23503750.4531275,23952214.9351544
22576235.8485087,23118733.4558127,22170071.5704806,21218754.1492177,20285764.5055178,23503101.7681706,23952562.7646718
22576591.7217905,23118137.2667403,22170616.4520082,21218990.6568133,20285647.7831844,23502452.4231834,23952913.2195214
22576947.8344263,23117543.0760621,22171164.4178802,21219225.1653427,20285534.5812798,23501803.44825,23953263.5484074
22577304.4817844,23116946.2896916,22171711.0547325,21219460.7224388,20285421.4962867,23501157.2609715,23953615.1269298
22577664.0501816,23116354.7368288,22172255.70827,21219695.7858484,20285310.1654606,23500508.8541459,23953962.6725809
22578021.1978698,23115759.9457765,22172802.6990905,21219930.8444327,20285193.9794852,23499859.661664,23954313.8470563
22578375.5628598,23115166.5203452,22173351.088057,21220164.7418351,20285082.1451309,23499211.4208144,23954664.145152
22578734.1604527,23114571.7708858,22173897.6451212,21220399.9257064,20284970.2842554,23498562.680976,23955013.7057349
22579092.4628541,23113974.5548811,22174443.1460858,21220635.3971693,20284856.6096662,23497914.5211047,23955365.1830362
22579448.4688887,23113381.4682106,22174991.0892748,21220872.6703728,20284739.2846987,23497265.9913536,23955713.9678308
22579806.4736543,23112786.432405,22175537.8455744,21221105.4835743,20284629.4285652,23496617.6717749,23956064.7297477
22580163.6859699,23112194.5773995,22176085.5338347,21221341.1222663,20284515.6522527,23495969.7374373,23956415.0492733
22580519.991796,23111600.4669427,22176629.9479614,21221576.7112276,20284403.3937227,23495321.163505,23956766.5201311
22580879.4037747,23111004.8738523,22177177.8285064,21221811.4659135,20284290.0648659,23494672.3268563,23957118.065418
22581237.1193729,23110410.0938051,22177726.3721463,21222047.6288209,20284178.2087681,23494025.3523154,23957469.1822735
22581596.7584327,23109817.0367068,22178272.8899307,21222283.6564968,20284066.1704018,23493377.9496568,23957819.3961877
22581953.8179569,23109223.1990739,22178820.4105033,21222519.0016664,20283952.8441495,23492730.5817543,23958170.0218337
22582311.5219555,23108629.4370964,22179370.7420172,21222754.0391903,20283839.2202451,23492080.4975965,23958521.4800686
22582669.7738981,23108033.4214467,22179915.3410528,21222989.969338,20283727.2171032,23491433.5391576,23958874.4787807
22583027.7911897,23107440.1431225,22180462.0203383,21223224.7531935,20283615.9616501,23490785.5378914,23959224.8222222
22583385.1049983,23106847.3473004,22181011.4173911,21223462.1691988,20283504.5333915,23490137.758564,23959577.1805441
22583745.2058191,23106253.0575368,22181557.9048375,21223696.4831569,20283391.6416625,23489487.3330082,23959927.3679019
22584102.0210011,23105660.7520016,22182105.2735706,21223931.9436646,20283279.20566,23488840.7236212,23960278.6131141
22584462.2505433,23105065.5366781,22182654.591054,21224168.2772737,20283168.7480696,23488191.1538217,23960629.0229598
22584821.8064235,23104472.1817466,22183201.9141683,21224405.0663488,20283058.1774059,23487542.3312288,23960984.85418
22585177.438357,23103877.6590264,22183749.2201981,21224638.9412898,20282944.6056472,23486896.5817887,23961334.277059
22585538.2229809,23103283.425279,22184297.1126553,21224875.5029272,20282833.3663896,23486246.6995346,23961686.4237907
22585897.8343085,23102689.2694187,22184846.5751536,21225111.4223428,20282722.8765691,23485600.6025314,23962041.7109667
22586257.6005417,23102095.9803192,22185393.2319482,21225347.5459172,20282611.0249348,23484951.285551,23962392.2814508
22586614.2152328,23101503.0596374,22185942.4040396,21225584.1855311,20282499.6881687,23484302.6657698,23962744.7165486
22586973.7157302,23100910.1753101,22186490.7337911,21225820.8297987,20282389.3263057,23483656.1604669,23963099.0738516
22587333.6413813,23100315.2810851,22187038.168434,21226056.4067851,20282277.0594656,23483007.8233646,23963449.4846032
22587692.4914218,23099722.0054707,22187587.3925007,21226291.5700429,20282167.0108001,23482360.3207364,23963802.7124532
22588053.6149456,23099129.1836814,22188136.1813977,21226526.6956847,20282056.8143324,23481712.4385855,23964155.155804
22588410.5567182,23098534.6373851,22188687.2450525,21226766.9190247,20281944.6255656,23481065.4511175,23964509.7194435
22588770.7791867,23097941.2570905,22189233.7611495,21227001.4835133,20281835.0102444,23480416.9321201,23964859.9861941
22589131.5653222,23097347.2078492,22189782.538115,21227235.9325229,20281724.7420103,23479768.4153626,23965212.965174
22589491.1006828,23096754.300063,22190331.4898146,21227473.6743098,20281613.1569303,23479122.2678599,23965568.9069597
22589850.8224062,23096161.8355225,22190880.0032404,21227711.2406904,20281502.9332719,23478473.4772368,23965921.8220203
22590212.1176226,23095568.8251032,22191427.6509052,21227945.5258263,20281392.9251742,23477824.8415156,23966274.7522545
22590570.2414488,23094976.1240406,22191976.4189331,21228182.2910938,20281284.2326217,23477179.5665643,23966628.5802128
22590932.4163588,23094382.1667531,22192527.3376379,21228418.5824804,20281174.7270266,23476531.58171,23966982.7725793
22591292.714068,23093790.0581678,22193074.6116763,21228654.9684923,20281063.1808267,23475884.4151567,23967333.166942
22591653.3614447,23093196.5820677,22193625.1093179,21228891.5068544,20280955.389402,23475234.5882276,23967689.2790713
22592013.8456948,23092604.5160473,22194173.0054328,21229128.4432787,20280844.4229211,23474588.8478518,23968044.0735155
22592372.7577929,23092010.0541824,22194723.1178948,21229365.4062977,20280734.7426483,23473941.4337485,23968399.5632529
22592733.4346314,23091415.2967891,22195272.5940269,21229601.3773826,20280625.8438667,23473294.7124895,23968750.9711977
22593093.4708235,23090824.6606661,22195822.4924712,21229838.3391862,20280516.3094884,23472644.8848282,23969107.3923625
22593454.6116285,23090234.2018452,22196370.9983403,21230076.2148092,20280405.6708991,23471998.2055326,23969459.9261232
22593816.7412457,23089638.7734168,22196921.3388191,21230311.3538646,20280298.1754191,23471349.5376027,23969815.8221865
22594176.7105779,23089046.8597264,22197469.5382846,21230549.282289,20280186.7845416,23470703.4995978,23970169.3835627
22594540.6808982,23088452.2784132,22198021.4805964,21230786.0299126,20280080.7553496,23470054.6185432,23970524.9585829
22594899.5544481,23087861.8299064,22198570.1916839,21231023.9680672,20279971.3825524,23469408.2289547,23970883.0994601
22595261.9181909,23087270.3523212,22199121.1122295,21231259.2739713,20279863.1416402,23468759.8986641,23971234.650831
22595620.506015,23086677.2685261,22199670.0154104,21231497.3589911,20279752.8667353,23468113.2157039,23971589.5288989
22595983.3468967,23086082.4896862,22200219.3298516,21231732.1293946,20279644.8209099,23467465.722911,23971944.4898321
22596346.266463,23085488.515503,22200768.7177685,21231971.9130074,20279538.5484042,23466818.5290519,23972297.7774407
22596705.4357231,23084897.7683644,22201320.1869713,21232208.2428932,20279430.6787731,23466170.6930424,23972656.142395
22597067.3526081,23084306.0055799,22201870.8949244,21232446.3780127,20279318.9866025,23465524.7829405,23973009.2024676
22597429.9923119,23083713.467902,22202420.0712039,21232683.6873646,20279213.1637551,23464877.1946519,23973363.588279
22597790.3034574,23083119.32304,22202971.9388395,21232919.7127457,20279105.0568557,23464228.629579,23973722.3517569
22598153.5596351,23082528.263822,22203521.9507179,21233156.6554566,20278997.2281221,23463582.2015816,23974075.9582731
22598516.8607655,23081937.0000517,22204071.4739467,21233395.9537754,20278888.9135558,23462934.8421651,23974432.6275539
22598877.5225237,23081344.3343983,22204622.0686938,21233630.2631577,20278782.14974,23462286.5972688,23974788.2101066
22599240.2020306,23080751.9120859,22205172.8617039,21233869.3438164,20278673.8680196,23461640.0827745,23975144.9611337
22599603.9149014,23080159.6611783,22205722.3785041,21234107.5837062,20278565.7133812,23460993.9032773,23975500.1591416
22599966.0318504,23079566.4278915,22206275.574361,21234343.7487818,20278456.6603182,23460346.4405338,23975858.3495442
22600325.4471196,23078976.7693082,22206824.7210109,21234581.804975,20278351.5736832,23459699.0388039,23976212.9199357
22600691.2252681,23078381.6787159,22207374.4672737,21234818.3099233,20278242.5034616,23459049.9107507,23976569.6588909
22601052.5871897,23077790.5684621,22207926.4195611,21235057.793706,20278134.8779139,23458404.6328392,23976927.7469895
22601414.8656653,23077198.0081988,22208478.5887073,21235295.0803923,20278029.4549722,23457755.6233138,23977281.333682
22601777.8475594,23076608.3847195,22209029.9921792,21235530.6517857,20277922.807595,23457110.1155357,23977640.690037
22602139.2796954,23076014.6143251,22209580.1121084,21235770.4943048,20277814.8368769,23456463.3757308,23977997.0117193
22602501.1514079,23075426.0590636,22210132.5803644,21236006.6202343,20277709.0691649,23455816.2638198,23978354.4592803
22602862.6968198,23074830.1569679,22210683.6710747,21236244.317424,20277601.2320882,23455170.7378098,23978708.971996
22603228.7973163,23074239.2875904,22211234.0357179,21236483.5819391,20277494.5276707,23454521.451809,23979068.6587727
22603592.0767799,23073649.2272454,22211785.7047387,21236720.1238351,20277391.0138613,23453874.8268722,23979423.8179399
22603954.2777,23073056.6857613,22212337.9990343,21236957.9446969,20277279.4762133,23453228.2887496,23979781.5274595
22604320.1979271,23072463.5276649,22212888.6070388,21237195.8639539,20277177.7802491,23452581.7802509,23980140.4231549
22604682.0982973,23071873.542603,22213440.4168858,21237434.9914863,20277070.9460244,23451933.850984,23980498.0704759
22605046.3701536,23071282.7945658,22213991.4867469,21237672.4530977,20276963.9673295,23451289.0185078,23980855.3534059
22605410.3885055,23070691.8438668,22214542.690752,21237910.3568851,20276858.9253692,23450641.9464153,23981208.9508738
22605773.192076,23070098.8763184,22215096.2197248,21238149.2029932,20276751.54971,23449993.6825947,23981568.361299
22606137.8503956,23069506.2866606,22215646.5602164,21238387.7156932,20276646.5081885,23449347.5688147,23981931.0408206
22606501.8581341,23068916.6827674,22216199.9206655,21238622.7646114,20276540.6998393,23448701.3750259,23982287.2254342
22606864.3928582,23068324.9518804,22216750.435966,21238863.2634028,20276436.4470825,23448054.4594368,23982643.5015133
22607228.1164685,23067733.2693634,22217304.0626018,21239101.0171834,20276331.3837395,23447408.0150406,23983002.2278238
22607592.0936743,23067141.6415121,22217854.6172998,21239339.5587577,20276226.7162947,23446759.9989375,23983362.7661394
22607956.4714504,23066549.722855,22218407.2807242,21239579.4589952,20276118.8455354,23446114.6862487,23983719.2826764
22608321.8540658,23065960.7762056,22218958.7737431,21239818.4702462,20276014.2359416,23445465.8175787,23984077.5104926
22608688.178613,23065370.9871533,22219513.6503415,21240055.2953387,20275909.3826892,23444819.8485411,23984437.9800806
22609050.9285144,23064778.754805,22220063.6886663,21240293.7020178,20275805.4338481,23444174.2005846,23984795.9208168
22609414.1379873,23064186.703132,22220618.4749146,21240532.4624007,20275700.7728589,23443527.0006421,23985156.5686102
22609780.7305827,23063595.5354332,22221170.5015018,21240770.7824273,20275596.1403666,23442881.3959956,23985514.1943078
22610143.6133737,23063002.4402285,22221722.9951041,21241008.9423328,20275490.8735213,23442234.9790619,23985872.1641088
22610508.0994883,23062414.2217558,22222274.7620609,21241247.3446678,20275386.5844844,23441588.5929735,23986231.7255096
22610875.8724226,23061823.8145055,22222829.1228364,21241486.0431202,20275281.5653268,23440939.807931,23986590.4624295
22611240.2262306,23061229.8374505,22223382.734696,21241726.3122962,20275179.2325224,23440295.1528748,23986949.009043
22611602.6163934,23060640.5627864,22223932.198565,21241964.6544404,20275072.6193398,23439648.5010945,23987310.4940018
