pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575877.9950237,23119326.1226899,22169526.4348794,21218521.1835345,20285880.0394758,23503749.533629,23952214.5603825
22576234.7853479,23118734.1573021,22170072.9686573,21218755.7869501,20285764.2953782,23503099.123469,23952565.9813862
22576591.8090427,23118137.7522168,22170617.2402656,21218989.708014,20285649.9319647,23502450.9316754,23952913.2481967
22576948.547501,23117544.6315184,22171165.99598,21219227.0847532,20285536.8660681,23501804.4675908,23953264.3399176
22577305.6846942,23116947.8554503,22171711.4170453,21219461.1409978,20285421.6158608,23501155.7680117,23953613.4597636
22577661.9949306,23116353.3855125,22172258.8719121,21219694.4290111,20285310.0860013,23500507.9439221,23953962.5415743
22578019.2524797,23115757.8933511,22172804.092931,21219930.7367329,20285194.4352621,23499857.6187073,23954313.9961599
22578377.5384176,23115165.3130671,22173350.1704871,21220164.9162053,20285081.2678466,23499210.3433941,23954663.43326
22578733.9206642,23114571.606609,22173896.1776127,21220400.227681,20284968.0618659,23498560.7302116,23955013.555387
22579093.0162423,23113976.7879309,22174443.2977251,21220636.7737549,20284854.8708831,23497915.4029468,23955364.1567417
22579448.4118388,23113381.8630408,22174990.7637811,21220869.6478575,20284740.8000638,23497266.9911811,23955714.5577778
22579807.0819781,23112787.8527944,22175537.4883926,21221106.8245175,20284628.9754127,23496618.4932304,23956065.8161431
22580163.3375782,23112193.4898711,22176084.8770266,21221342.9869609,20284516.7366993,23495971.2894255,23956416.2771974
22580520.3759618,23111598.3958767,22176633.173016,21221576.3176304,20284403.915298,23495321.4623617,23956765.1517662
22580878.4920427,23111005.5161744,22177177.6058717,21221812.951471,20284290.6815524,23494673.2607831,23957118.2883001
22581238.652393,23110410.8098425,22177726.6663499,21222049.4668361,20284177.3804362,23494024.5998535,23957468.169356
22581594.5123002,23109815.7443012,22178275.8781348,21222283.5337231,20284064.9718126,23493376.9000258,23957819.7592659
22581951.3267445,23109222.7157242,22178821.3554177,21222518.9981202,20283952.7318042,23492729.3839132,23958169.8838028
22582310.9748093,23108628.0232099,22179368.1201011,21222755.0076236,20283839.1990165,23492081.1288,23958521.4841598
