pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575878.2409193,23119327.0237278,22169527.810608,21218520.7106982,20285878.9846344,23503749.7816454,23952214.0199961
22576235.4787876,23118732.9619236,22170070.9318013,21218754.9626814,20285763.4940447,23503101.884851,23952564.5427122
22576591.6497463,23118137.1433233,22170618.8696669,21218991.4971621,20285649.5963726,23502452.2294671,23952915.2886459
22576950.5625737,23117542.434273,22171163.6320189,21219226.2905549,20285537.3300719,23501804.3749106,23953264.5386434
22577306.1388087,23116948.087631,22171709.3634167,21219459.5396906,20285424.2288733,23501156.2579478,23953614.2647099
22577662.870488,23116353.2527354,22172256.9249852,21219694.6601791,20285308.5436818,23500508.3394852,23953963.9854634
22578018.8802554,23115759.1558935,22172803.3012105,21219932.1325952,20285196.0706233,23499861.9340737,23954315.1868422
22578378.988956,23115165.2661086,22173350.594657,21220167.050348,20285081.1505971,23499210.0236971,23954663.4370308
22578734.6147394,23114571.9985991,22173897.3458258,21220400.3230327,20284967.5839461,23498562.9149251,23955015.5034798
22579092.0669811,23113975.6190439,22174444.2630644,21220636.4984119,20284853.9180025,23497915.2521472,23955363.3007155
22579448.3702993,23113379.533694,22174989.9461872,21220870.4623169,20284740.7455894,23497266.9818006,23955712.2758003
22579805.6317071,23112786.4381328,22175538.6254,21221106.4904844,20284630.8160695,23496617.1951824,23956064.5039946
22580164.2359363,23112191.3384543,22176084.6966062,21221342.7962285,20284515.6693467,23495968.4111463,23956414.1358907
22580521.8276879,23111598.5750996,22176631.7257005,21221578.7589791,20284403.612389,23495320.5392202,23956768.2568785
22580879.8213715,23111005.07447,22177179.4888936,21221812.6099919,20284289.5813899,23494673.0969439,23957117.0757795
22581236.5034571,23110409.8544416,22177724.6117977,21222048.9650872,20284178.7138589,23494023.3337596,23957468.6013734
22581596.8707414,23109818.8361906,22178272.8425494,21222282.2404352,20284065.1565235,23493376.5536057,23957821.0857902
22581952.7144366,23109223.139138,22178821.4205471,21222517.6001975,20283952.5877503,23492729.0199697,23958170.1656298
22582311.3139742,23108628.4714326,22179368.0331826,21222753.9643346,20283839.4057018,23492079.4629366,23958520.9763087
22582669.1936879,23108034.9104724,22179916.8059411,21222990.7030366,20283727.5614844,23491431.4757167,23958872.7846282
22583026.2990373,23107440.180612,22180462.7866713,21223224.3118881,20283615.6086667,23490783.3276897,23959226.2443753
22583385.760868,23106846.8632848,22181009.3566853,21223461.8639094,20283503.7491601,23490136.910524,23959574.1953686
22583743.1368103,23106253.2078765,22181558.6280766,21223695.3281427,20283390.6864477,23489488.0112348,23959929.7113323
22584103.353571,23105660.0070032,22182107.1480561,21223931.9690029,20283279.4009623,23488840.390935,23960277.9554392
22584461.3228814,23105064.0908991,22182653.5648999,21224170.581021,20283166.9534928,23488191.7168732,23960630.2996425
22584820.8366867,23104471.157593,22183202.0664712,21224404.743933,20283055.6105641,23487542.8890753,23960982.662709
22585181.0339332,23103877.9933656,22183749.312117,21224639.8687727,20282946.006824,23486896.2228786,23961335.5792901
22585537.8955336,23103283.9093916,22184298.7083642,21224874.0725649,20282832.2118665,23486245.9182183,23961686.8161871
22585895.6384958,23102689.5507762,22184845.2636811,21225109.354843,20282722.7274213,23485600.5333851,23962038.14898
22586256.9439387,23102096.9972179,22185392.8074181,21225346.5518667,20282612.6679457,23484954.4771818,23962393.318136
22586615.2858405,23101503.5182414,22185942.3786792,21225583.8593082,20282500.9478963,23484304.032186,23962743.1123187
22586973.5170683,23100910.5539005,22186491.8916317,21225819.6714388,20282387.3945935,23483656.5964816,23963096.7812934
