carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575898.119731,23119403.3178188,22169467.4198078,21218528.2279546,20285889.0940638,23503682.4431321,23952229.4225043
22576254.7361114,23118808.597287,22170013.6466738,21218763.0771451,20285775.0285844,23503033.9721312,23952578.9463007
22576611.439855,23118213.9142862,22170559.9428963,21218997.9681778,20285661.0638718,23502385.5254763,23952928.5690454
22576968.228237,23117619.272343,22171106.3096734,21219232.9026373,20285547.2035896,23501737.093573,23953278.296104
22577325.1046811,23117024.6702927,22171652.738365,21219467.8686789,20285433.4398874,23501088.6867644,23953628.1223952
22577682.0709159,23116430.1031516,22172199.2458158,21219702.8765767,20285319.7819102,23500440.2939446,23953978.0491637
22578039.1259711,23115835.5758011,22172745.8205651,21219937.9278922,20285206.2215091,23499791.9134639,23954328.081689
22578396.2687245,23115241.0845446,22173292.457358,21220173.0167781,20285092.7561723,23499143.5639179,23954678.2198272
22578753.4985957,23114646.6371574,22173839.1599553,21220408.1450344,20284979.3961893,23498495.226435,23955028.4510708
22579110.8113459,23114052.2259231,22174385.9398323,21220643.3170422,20284866.1391565,23497846.9151897,23955378.7895451
22579468.2131398,23113457.8547153,22174932.7902335,21220878.5238162,20284752.9824727,23497198.6247,23955729.2301303
22579825.7002298,23112863.5227063,22175479.7012758,21221113.7744578,20284639.9220543,23496550.3473039,23956079.7721912
22580183.2713066,23112269.2288183,22176026.6885639,21221349.0643574,20284526.9676202,23495902.0900968,23956430.4182736
22580540.93223,23111674.9684858,22176573.7473681,21221584.3878693,20284414.1120508,23495253.8527808,23956781.1621104
22580898.6841682,23111080.7500707,22177120.8681433,21221819.7528881,20284301.355441,23494605.6363201,23957132.0117085
22581256.5235009,23110486.5714882,22177668.0582212,21222055.1581167,20284188.7041952,23493957.437827,23957482.9606516
22581614.4443927,23109892.4358552,22178215.3162539,21222290.6071266,20284076.1503501,23493309.2579078,23957834.0092458
22581972.4586869,23109298.3374882,22178762.6397964,21222526.0916604,20283963.7014437,23492661.0978307,23958185.1610111
22582330.5536228,23108704.2802991,22179310.0331519,21222761.6143547,20283851.3499219,23492012.9618952,23958536.412946
22582688.7369594,23108110.2600132,22179857.4952693,21222997.181606,20283739.0986815,23491364.8459208,23958887.7671592
22583047.0036527,23107516.278651,22180405.0269613,21223232.7870143,20283626.9499901,23490716.7473523,23959239.2206492
22583405.3593568,23106922.333459,22180952.6258021,21223468.4293517,20283514.8995118,23490068.6677073,23959590.7829383
22583763.8002604,23106328.4265636,22181500.2911066,21223704.1050006,20283402.950782,23489420.608371,23959942.4442758
22584122.3308166,23105734.558393,22182048.0294398,21223939.827438,20283291.112301,23488772.5715858,23960294.2076522
22584480.9437767,23105140.7312728,22182595.8335221,21224175.5888418,20283179.368959,23488124.5514793,23960646.077172
22584839.6413764,23104546.9434297,22183143.7062559,21224411.3862442,20283067.7265114,23487476.5512509,23960998.0407628
22585198.4279121,23103953.1942626,22183691.649889,21224647.224686,20282956.1772689,23486828.5730602,23961350.1056915
22585557.3085364,23103359.4836266,22184239.6597141,21224883.1041462,20282844.7325112,23486180.6128403,23961702.2774724
22585916.2691259,23102765.810502,22184787.742686,21225119.0261031,20282733.3888998,23485532.671547,23962054.5463146
22586275.3198338,23102172.1845223,22185335.8903303,21225354.9849529,20282622.1482127,23484884.7509224,23962406.9151417
22586634.450021,23101578.591153,22185884.1038674,21225590.9827705,20282511.0054808,23484236.8506914,23962759.3886293
22586993.668512,23100985.0346072,22186432.3865222,21225827.0210351,20282399.9616854,23483588.970847,23963111.9607548
22587352.9759796,23100391.5230404,22186980.7362231,21226063.0961403,20282289.0252708,23482941.1097689,23963464.6322836
22587712.3673641,23099798.0541661,22187529.1536928,21226299.2081544,20282178.1868097,23482293.2706047,23963817.4095429
22588071.8456223,23099204.6189401,22188077.6423156,21226535.3683409,20282067.4515579,23481645.4524065,23964170.2873617
22588431.4087279,23098611.2244279,22188626.1993952,21226771.5657341,20281956.8146166,23480997.649328,23964523.2723959
22588791.0619181,23098017.8646941,22189174.8229518,21227007.8014364,20281846.2784228,23480349.8704368,23964876.3613642
22589150.797776,23097424.5414927,22189723.5214401,21227244.0762707,20281735.8481733,23479702.1115614,23965229.5440183
22589510.6218405,23096831.2589558,22190272.2839218,21227480.3918897,20281625.5121971,23479054.3704298,23965582.831721
22589870.5342912,23096238.0166906,22190821.1198221,21227716.7466191,20281515.2790913,23478406.6547698,23965936.2143961
22590230.5291894,23095644.822401,22191370.0202942,21227953.1442476,20281405.1368521,23477758.9545472,23966289.7047157
22590590.6151681,23095051.663642,22191918.9832852,21228189.5764374,20281295.0986973,23477111.2778085,23966643.2948
22590950.7877205,23094458.5449116,22192468.016107,21228426.046152,20281185.1698778,23476463.6209434,23966996.9834565
22591311.0463321,23093865.463801,22193017.1185126,21228662.5618836,20281075.3369105,23475815.979763,23967350.7741575
22591671.3842573,23093272.4157578,22193566.2914786,21228899.1094247,20280965.6084559,23475168.3601603,23967704.6682092
22592031.8113907,23092679.4106624,22194115.5298407,21229135.7006372,20280855.9746932,23474520.7654403,23968058.6662456
22592392.3328088,23092086.4483292,22194664.8359281,21229372.3329964,20280746.4491795,23473873.1876514,23968412.7587006
22592752.9304916,23091493.5231841,22195214.2144106,21229608.9989106,20280637.0234517,23473225.6250745,23968766.9598374
22593113.6188629,23090900.6427942,22195763.6580969,21229845.7085982,20280527.700833,23472578.0879212,23969121.2583479
22593474.3856695,23090307.7992778,22196313.1704333,21230082.4599541,20280418.4750113,23471930.5651404,23969475.6620602
22593835.2434581,23089714.9935542,22196862.7507804,21230319.2501002,20280309.3484425,23471283.0745321,23969830.1662722
22594196.1858974,23089122.2286258,22197412.4050248,21230556.0830074,20280200.322595,23470635.5999196,23970184.7746949
22594557.2181607,23088529.5005052,22197962.1257452,21230792.9488896,20280091.3926189,23469988.1461099,23970539.4838847
22594918.3410105,23087936.8161224,22198511.912844,21231029.8582966,20279982.5697185,23469340.7145751,23970894.2907116
22595279.5475087,23087344.1656985,22199061.7636181,21231266.8053471,20279873.8508684,23468693.3012165,23971249.1988869
22595640.8381791,23086751.5612949,22199611.6941639,21231503.7917347,20279765.2278625,23468045.9061229,23971604.2055199
22596002.2158938,23086158.9966501,22200161.6840653,21231740.8177123,20279656.7107976,23467398.527838,23971959.3089844
22596363.6738723,23085566.4700101,22200711.7468772,21231977.8834666,20279548.2933106,23466751.1754007,23972314.5271342
22596725.2234164,23084973.9807626,22201261.8754096,21232214.9880767,20279439.9776055,23466103.8399736,23972669.8415923
22597086.8609635,23084381.528375,22201812.0664088,21232452.1306962,20279331.7624002,23465456.5256828,23973025.2578686
22597448.5778776,23083789.1189399,22202362.3266924,21232689.3148102,20279223.6437946,23464809.2293627,23973380.7787989
22597810.3838751,23083196.751435,22202912.6582917,21232926.5330402,20279115.6289233,23464161.9562593,23973736.3968521
22598172.2799378,23082604.4279472,22203463.0603547,21233163.7925236,20279007.7147687,23463514.7040751,23974092.1177177
22598534.2559345,23082012.1358271,22204013.5228108,21233401.0954268,20278899.9010969,23462867.4718597,23974447.9351864
22598896.3195986,23081419.8818244,22204564.0577234,21233638.4419746,20278792.1841434,23462220.2661571,23974803.8556805
22599258.4692758,23080827.6700876,22205114.6592321,21233875.8295134,20278684.5686876,23461573.0776059,23975159.8751286
22599620.7005479,23080235.4970038,22205665.3295959,21234113.2474596,20278577.0534311,23460925.9103956,23975516.0066649
22599983.0185563,23079643.3655227,22206216.0706877,21234350.7090398,20278469.6412323,23460278.76292,23975872.2289591
22600345.4253459,23079051.2759341,22206766.8741923,21234588.2057648,20278362.3228959,23459631.6384336,23976228.5487475
22600707.9170238,23078459.224644,22207317.7522592,21234825.7422007,20278255.113066,23458984.5316028,23976584.9805184
22601070.4936425,23077867.2132434,22207868.6953263,21235063.3190476,20278148.001232,23458337.4474589,23976941.50756
22601433.1552024,23077275.2420502,22208419.7031683,21235300.9409149,20278040.9922911,23457690.3806752,23977298.1396002
22601795.908231,23076683.3062017,22208970.7810294,21235538.5974695,20277934.0810988,23457043.3340291,23977654.8666049
22602158.7471425,23076091.4123778,22209521.9223523,21235776.2955116,20277827.2770833,23456396.3122608,23978011.6956836
22602521.6650075,23075499.5561036,22210073.1392198,21236014.0284953,20277720.5703343,23455749.3125878,23978368.6246381
22602884.6660729,23074907.7440874,22210624.4195167,21236251.8088001,20277613.9644676,23455102.3342384,23978725.6571587
22603247.7568296,23074315.9776524,22211175.7711917,21236489.6236185,20277507.4544901,23454455.3793068,23979082.7881895
22603610.9349098,23073724.2421163,22211727.1856306,21236727.4805385,20277401.047272,23453808.4451653,23979440.0260458
22603974.1935879,23073132.5507792,22212278.6686613,21236965.3743016,20277294.7434353,23453161.5299433,23979797.3610573
22604337.541495,23072540.8972444,22212830.2259822,21237203.3102989,20277188.5410705,23452514.629575,23980154.7940267
22604700.9741489,23071949.2828858,22213381.8454569,21237441.2819929,20277082.4367418,23451867.756837,23980512.3359804
