0.24925, -0.16484, -0.119937, 
-6.28837e-10, -0.16484, 0.231907, 
0.121763, 6.37968e-10, -0.119937, 
0.249258, -0.164842, -0.119949, 
-6.28861e-10, -0.164842, 0.231901, 
0.121778, 6.3797e-10, -0.119949, 
0.249265, -0.164844, -0.119961, 
-6.28886e-10, -0.164844, 0.231894, 
0.121793, 6.37972e-10, -0.119961, 
0.249272, -0.164846, -0.119973, 
-6.28911e-10, -0.164846, 0.231888, 
0.121808, 6.37974e-10, -0.119973, 
0.24928, -0.164848, -0.119986, 
-6.28936e-10, -0.164848, 0.231881, 
0.121824, 6.37976e-10, -0.119986, 
0.249287, -0.16485, -0.119998, 
-6.28961e-10, -0.16485, 0.231874, 
0.121839, 6.37979e-10, -0.119998, 
0.249294, -0.164852, -0.12001, 
-6.28986e-10, -0.164852, 0.231868, 
0.121854, 6.37981e-10, -0.12001, 
0.249302, -0.164854, -0.120022, 
-6.2901e-10, -0.164854, 0.231861, 
0.121869, 6.37983e-10, -0.120022, 
0.249309, -0.164856, -0.120034, 
-6.29035e-10, -0.164856, 0.231855, 
0.121884, 6.37985e-10, -0.120034, 
0.249316, -0.164858, -0.120046, 
-6.29059e-10, -0.164858, 0.231848, 
0.121899, 6.37987e-10, -0.120046, 
