pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575899.7203488,23119406.0543313,22169467.416798,21218528.1940383,20285888.5103181,23503682.6045095,23952230.9723237
22576256.1936774,23118809.3127361,22170012.0468269,21218762.891013,20285774.6758002,23503032.2363287,23952579.2819211
22576611.8117216,23118214.2188447,22170560.6182266,21218997.9680471,20285659.842002,23502382.8900757,23952926.560936
22576967.3954951,23117620.1487232,22171106.2105755,21219232.8551064,20285547.399783,23501736.04142,23953277.971296
22577324.5413544,23117024.0325118,22171650.8934368,21219466.2477185,20285434.8179006,23501086.2815888,23953627.1658578
22577684.4808763,23116429.7638313,22172199.8961292,21219703.2476825,20285318.8433791,23500441.9920287,23953980.1647653
22578036.5760314,23115834.5817013,22172745.4027392,21219938.6248465,20285205.386661,23499792.3643603,23954329.4088198
22578396.5954139,23115239.2378569,22173291.8703062,21220171.7690436,20285092.343298,23499145.9308313,23954679.0380308
22578753.3995761,23114646.1638325,22173840.0145656,21220410.4393455,20284980.0607093,23498498.097017,23955031.7369055
22579112.2459106,23114051.7330637,22174385.7644882,21220643.1212406,20284864.8259948,23497846.2733635,23955380.3513457
22579466.1173629,23113456.3209161,22174932.9121678,21220877.7127578,20284751.8115946,23497200.1402735,23955730.9565708
22579827.5172712,23112864.7440155,22175478.8523321,21221111.0137284,20284638.7323033,23496549.1107613,23956080.2431561
22580183.9231901,23112269.1751771,22176026.2232722,21221349.217403,20284526.3657671,23495902.0605599,23956429.868462
22580540.5584591,23111675.4825877,22176572.8269346,21221585.387489,20284414.12431,23495254.2218908,23956782.2119779
22580898.2542415,23111080.8470058,22177120.8299923,21221818.6375793,20284301.4413343,23494604.2002565,23957131.1323643
22581255.2586288,23110485.285384,22177667.5727497,21222056.291882,20284189.2009113,23493956.2780676,23957483.9034642
22581612.648665,23109891.6973605,22178214.9558831,21222289.3331866,20284075.6223249,23493309.3921216,23957834.8797605
22581972.1910727,23109299.3361644,22178762.4467296,21222527.5435495,20283963.014006,23492660.3493753,23958184.7834001
22582330.3605786,23108704.4682977,22179309.4808583,21222762.6218362,20283852.3142652,23492012.9943326,23958536.0449779
22582689.1783759,23108109.9089115,22179858.1947309,21222996.0954936,20283738.2640007,23491363.9716725,23958889.2743575
22583048.3351175,23107516.0116539,22180404.227713,21223232.1930873,20283625.7890187,23490716.2318507,23959239.7622008
22583405.3370071,23106923.7196524,22180954.1064057,21223469.0209626,20283514.2122525,23490070.4373661,23959591.4747166
22583764.2411814,23106329.9009133,22181500.7384692,21223706.0197233,20283405.1881498,23489420.1506901,23959944.3764496
22584122.1032629,23105734.6101358,22182045.7920769,21223939.1238352,20283293.111609,23488770.7878331,23960291.1036113
22584479.8582037,23105141.2226291,22182595.9598549,21224175.8291136,20283179.5998331,23488124.4696494,23960645.9941246
22584838.8311071,23104547.314805,22183142.541142,21224412.1174105,20283067.1033992,23487475.4413151,23960997.2108005
