dop1_1,dop1_2,dop1_3,dop1_4,dop1_5,dop1_6,dop1_7
-67.8403977492019,113.254772129605,-104.245265812311,-44.7210461969802,21.6766271658986,123.319759347502,-66.3832513398563
-68.0458396165721,113.115116392658,-103.814430094644,-44.7530227283984,21.8821357351246,123.451688505217,-66.5871903544571
-67.7126489135451,113.016847120343,-103.876213681499,-44.5264948050296,21.7490627256214,123.472001294419,-66.3737988572046
-67.9571894242325,113.053280546034,-104.033637238045,-44.8000118246216,21.6487376728189,123.258858487649,-66.6463483541778
-67.9921726420364,113.290059079036,-103.867352680834,-44.7356555755362,21.7789683761734,123.325481356239,-66.3471058336576
-67.8441666205913,113.23242721121,-103.972322186048,-44.664712467442,21.5046815479847,123.376772234087,-66.6424868954202
-67.7644903313045,113.103339910114,-104.071558643228,-44.6302457809333,21.6346039261288,123.382472128259,-66.5477097552083
-67.8855156932796,113.113341914742,-103.922213267088,-44.7220387018062,21.482920280536,123.205188059682,-66.8105136105022
-68.1194682019822,113.047835982624,-103.97282065366,-44.5947932508011,21.5877675641778,123.269082037479,-66.8877359277404
-67.919159377172,112.979230602353,-104.133681652363,-44.8281692462716,21.7060681501924,123.066748139033,-66.9322305038959
-68.0937587340245,113.267661648325,-103.889587558132,-44.7117623486482,21.3844540201337,123.283451406431,-66.6822557010342
-68.0814305107458,113.023174428899,-104.037513453786,-44.839115868435,21.5853592149379,123.418830726534,-66.8170679213678
-67.8393034586196,113.050469750682,-104.254255452021,-44.8541506253488,21.51183476673,123.319762594777,-66.8271657174187
-68.1153227472164,112.927490303522,-104.140986790862,-44.8815565108228,21.5521666358405,123.309128915437,-66.5720194392996
-68.051433245312,113.048795758843,-104.037078677561,-44.7691588628708,21.3789681207802,123.212703322723,-67.0882197634042
-68.287643405119,113.048624265295,-104.209457841737,-44.6221953967949,21.2610828496686,123.389295036523,-66.7725652767193
-68.1820028032263,113.223908616358,-104.109019229273,-44.7001485911107,21.2081935127803,123.379357571496,-66.9628292555174
-68.0778990029489,112.875145479768,-104.254304283573,-44.7783332241713,21.3411577713137,123.606230587326,-66.896605245895
-68.2687291498826,113.040936522133,-104.179689625581,-44.8237211930186,21.4053574176071,123.38295026419,-66.850110462935
-68.1407190300413,113.133197270598,-104.134841111846,-44.5096906955454,21.4488982850571,123.452419875486,-66.9950798710258
-68.2656843053883,113.256960406616,-104.069254257683,-44.9305910203662,21.2851456043835,123.409803455582,-67.0084863433114
-68.264772020987,113.105854012783,-104.190275189057,-44.7892379147471,21.1708503949451,123.370512000453,-67.1087491031624
-68.2333925351964,112.997641280365,-104.225492208063,-44.8622765739508,21.2302728163658,123.053019221841,-66.7493377215983
-68.0864277629019,112.812849525096,-104.312468317807,-44.8314976529213,21.3198056209437,123.291869101284,-66.9374437104366
-68.1019326583141,113.044968105308,-104.248162795041,-44.9042468432636,21.2023020127394,123.432558583236,-66.8511847461514
-68.1304490272405,112.972848081509,-104.348375211287,-44.7807584735303,21.3377558917736,123.292010996923,-66.8356280903454
-68.4425620097927,112.984706406972,-104.321057795323,-44.9644274413351,21.01960962931,123.295733069803,-67.0686819513556
-68.4938068053896,113.015860965111,-104.236594126133,-45.1914700615215,21.2816333518832,123.362551594275,-67.2273700465577
-68.446168117037,112.782926950143,-104.308956427882,-44.9708176452777,21.1527233162082,123.231638689414,-67.1097049048834
-68.5676341873521,112.846498588397,-104.176749459921,-44.7420822381542,21.0984764895754,123.175157454889,-66.9706008380849
-68.3189563784768,113.057384614072,-104.34930644202,-45.087964724138,21.2406272055502,123.126107804816,-67.2705393201877
-68.2836551303116,112.880609793989,-104.406989752341,-45.0144066719413,21.2473803045276,123.290154887386,-67.2610944611337
-68.3316174942273,112.813048843901,-104.354615324758,-44.9455476200841,21.0931430633588,123.227117538381,-67.14485194828
-68.4674446106813,113.042462731502,-104.59118065992,-44.7974337658229,21.0923814307736,123.407916124507,-66.9681026898666
-68.1287145540173,112.867831339077,-104.401711945503,-44.9710462197927,21.1616048599337,123.351929495129,-67.002153795143
-68.3325661787104,112.77499594508,-104.353408285349,-45.0531724608522,20.9041077412552,123.157654821628,-67.2545431910588
-68.521402975221,112.736488821495,-104.47114352535,-44.9558741944798,20.8836019330786,123.038142032259,-67.3135587587481
-68.4643010429026,112.983645480226,-104.321263731767,-45.0940060594815,21.1153421926646,123.28508959764,-67.2895585599241
-68.6270103210795,112.877878912115,-104.390347743731,-45.0989666875408,20.940641101711,123.280182108599,-67.3874928813543
-68.5009091996592,112.796992665719,-104.602112894714,-45.1206061864997,20.9986741479372,123.434937208649,-67.1392420669095
-68.4513834200496,113.2699602366,-104.263869193798,-44.9791249350665,20.9765675985607,123.175955815639,-67.3294129163792
-68.5402547132,112.826219565206,-104.510712132104,-44.8834342891071,20.9357384867859,123.256353852735,-67.3928160198751
-68.6057544049841,112.793438363559,-104.335408889769,-45.029106195123,21.0048497914049,123.236064676629,-67.2983774206421
-68.6084412372146,112.754458008651,-104.656946636873,-45.1234954829076,21.1042829942151,123.207452891965,-67.2480009154679
-68.6452126248162,112.929619729645,-104.399602318475,-44.8823960034217,20.8034092001633,123.256289735501,-67.3919925004657
-68.6669981321639,112.978296602898,-104.494539336757,-45.1586595052731,20.7286953965589,123.150508710151,-67.4126395062327
-68.6872899479888,112.433482366802,-104.547783906373,-45.1514199275105,20.7264498472214,123.187083919651,-67.6004226665181
-68.6035609015079,112.682556973837,-104.535546249952,-45.0473426852001,20.796228466261,123.314739202818,-67.5302053887977
-68.675613306225,112.811877779268,-104.578056453743,-45.2643443860574,20.7421581312571,123.046514578599,-67.6231269159428
-68.5296457768583,112.908282184611,-104.661449619658,-45.1009189501063,20.7718595966861,123.193248193956,-67.5393237373978
-68.8671362210039,112.853632483053,-104.469240811372,-45.075997397513,20.6753690700415,123.235656300496,-67.6603919765484
