pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575879.0825641,23119327.5086019,22169525.8830157,21218520.1515742,20285879.8782278,23503749.8419755,23952215.9101008
22576235.5312852,23118732.6764091,22170072.2714295,21218755.0905277,20285765.6836913,23503101.4170017,23952565.7873331
22576592.2655336,23118138.1419264,22170618.5604836,21218990.1238767,20285651.6834416,23502453.0394528,23952915.6338081
22576949.0532167,23117543.7679184,22171165.0258898,21219225.1597148,20285537.742416,23501804.6943464,23953265.2502059
22577305.72521,23116949.2710118,22171711.3757336,21219460.1065479,20285424.1974806,23501156.3946376,23953614.9384065
22577662.8512133,23116354.7030282,22172257.9934693,21219695.277005,20285310.7383624,23500507.9467876,23953965.005394
22578019.743719,23115760.4015135,22172804.4736271,21219930.2510662,20285197.2260295,23499859.7773333,23954315.2660245
22578377.0702118,23115165.8709471,22173351.2041743,21220165.0858368,20285083.5993139,23499211.047038,23954665.2817397
22578734.6471152,23114571.4915959,22173897.7044827,21220400.3161635,20284970.3558734,23498562.3881875,23955015.6894378
22579091.8474549,23113976.914249,22174444.4433824,21220635.2864874,20284856.8531954,23497914.108872,23955366.2274588
22579449.293557,23113382.3792054,22174991.092552,21220870.6732871,20284743.4874764,23497265.8953859,23955716.6748865
22579806.6779093,23112788.561933,22175537.9948439,21221105.8471854,20284630.179777,23496617.6248796,23956067.4200114
22580164.6112348,23112194.1715829,22176085.1536475,21221341.4118442,20284517.2028246,23495969.3349126,23956418.3195289
22580522.0913048,23111599.6948078,22176632.3426713,21221576.7375298,20284404.3319978,23495321.1564183,23956768.9789483
22580879.847112,23111005.5288893,22177179.2735407,21221812.2022608,20284291.4542229,23494672.9694271,23957119.6646776
22581237.8140681,23110411.2329197,22177726.4719945,21222047.4898739,20284178.7468325,23494024.632668,23957470.5659788
22581595.5391485,23109817.2564321,22178273.7776783,21222282.9633712,20284066.0463487,23493376.740536,23957821.336047
22581953.9172811,23109223.2264501,22178821.1485524,21222518.4070715,20283953.557534,23492728.2590864,23958172.0632388
22582312.364988,23108629.1260614,22179368.3783907,21222753.9452779,20283841.0176417,23492080.1075445,23958523.3540777
22582670.6410838,23108035.0598354,22179915.8475687,21222989.5984278,20283728.6586323,23491431.8740596,23958874.4702982
22583029.0916358,23107440.9003409,22180463.3260105,21223225.1477033,20283616.4343233,23490784.0310856,23959226.2420015
22583387.4528993,23106846.7890134,22181010.8422841,21223460.8499748,20283504.2741242,23490135.9817736,23959577.7039435
22583745.7237291,23106252.8698977,22181558.7503457,21223696.4620438,20283392.4792381,23489487.8571137,23959929.5282124
22584104.0022599,23105659.1696114,22182106.4861326,21223932.2759477,20283280.7132464,23488839.7002647,23960281.269241
22584462.5606525,23105065.0499612,22182654.3251199,21224168.3337144,20283168.8840412,23488191.6783354,23960632.9046368
22584821.4303006,23104471.2986698,22183202.1623681,21224404.2005453,20283057.5252845,23487543.7193985,23960984.5863925
22585180.0740843,23103877.4525608,22183750.1825315,21224639.8897896,20282945.9095189,23486895.6726997,23961336.8124793
22585538.921258,23103283.7178856,22184298.4073772,21224875.6735586,20282834.4652463,23486247.3673284,23961688.9283086
22585898.0079165,23102690.0156969,22184846.5576562,21225111.5045619,20282723.0153691,23485599.4096954,23962041.0225878
22586256.9023471,23102096.5208468,22185394.6465317,21225347.4614333,20282611.7687261,23484951.7498944,23962393.2757154
22586616.1804896,23101502.946342,22185942.7188299,21225583.4187376,20282500.5348058,23484304.0360355,23962746.0908846
22586975.5078262,23100909.7716053,22186491.1572719,21225819.4504427,20282389.4118635,23483656.224999,23963099.0582114
22587334.8276146,23100316.6951782,22187039.4081499,21226055.6803787,20282278.5496793,23483008.3245959,23963451.235623
22587694.2850284,23099723.3385246,22187587.9289763,21226291.7659658,20282167.9412147,23482360.5707311,23963803.5890029
22588053.6103139,23099129.7012599,22188136.3796158,21226527.6747622,20282057.2254876,23481712.9817823,23964156.567726
22588413.2443239,23098536.01761,22188685.0661738,21226763.8308471,20281946.6752821,23481065.262129,23964509.4940524
22588772.826509,23097942.4438828,22189233.9247648,21226999.8974243,20281835.997367,23480417.5710755,23964862.53579
22589132.7627548,23097349.3207951,22189782.7268095,21227236.0724317,20281725.5534034,23479769.8073355,23965215.6103694
22589492.6635345,23096756.0310179,22190331.3417483,21227472.607407,20281615.1664605,23479122.2973678,23965568.880119
22589852.6067831,23096162.6303927,22190880.153167,21227709.0149753,20281504.9244446,23478474.7013118,23965922.1349466
22590212.7046929,23095569.2853218,22191428.9396469,21227945.6476588,20281395.0616504,23477827.1353975,23966275.5969113
22590572.6976925,23094976.3313144,22191978.1118564,21228182.0316454,20281285.1835334,23477179.6492925,23966629.2734678
22590932.5093407,23094383.2466237,22192527.3602099,21228418.5826133,20281175.3055218,23476531.6977598,23966983.0830211
22591292.6858524,23093790.0670231,22193076.463151,21228655.0471133,20281065.6003337,23475884.2870075,23967337.1460024
22591652.9162069,23093197.2656019,22193625.4860427,21228891.5365042,20280955.9324847,23475236.3926998,23967690.9805218
22592013.5392356,23092604.0807958,22194174.7705962,21229128.3362148,20280846.1620484,23474588.4954882,23968044.6612408
22592374.1082049,23092010.9230616,22194723.8500104,21229364.9587261,20280736.6929027,23473941.0374418,23968398.5721554
22592734.702394,23091417.9148916,22195273.2200073,21229601.3932611,20280627.5043487,23473293.6633571,23968753.0776211
22593095.3012609,23090825.0485463,22195822.7050607,21229837.8277981,20280518.3052606,23472645.5848982,23969107.2359602
22593456.0386034,23090232.2065047,22196372.1189499,21230074.5246497,20280409.2722193,23471997.983595,23969461.4910949
22593817.1269262,23089639.5419298,22196921.6658391,21230311.3939991,20280300.1377488,23471350.5633218,23969815.9545403
22594178.1430606,23089046.7232444,22197471.1235743,21230548.2330953,20280191.0096721,23470703.0422896,23970170.4493677
22594539.1438839,23088453.8704328,22198020.9693548,21230785.252818,20280082.1017175,23470055.7956444,23970525.1820206
22594900.205071,23087861.1832402,22198570.8145543,21231022.2412474,20279973.3417764,23469408.3447612,23970880.0065606
22595261.366804,23087268.372237,22199120.5947234,21231259.1421357,20279864.6632487,23468760.8017889,23971234.7638229
