carrier_1,carrier_2,carrier_3,carrier_4,carrier_5,carrier_6,carrier_7
22575878.8526388,23119327.3671997,22169525.3881395,21218520.989368,20285878.0541718,23503749.6928328,23952214.8663389
22576235.4795196,23118732.6394746,22170071.63833,21218755.8753739,20285763.9163019,23503101.2433917,23952564.3709805
22576592.1872156,23118137.9065353,22170617.9276909,21218990.7701899,20285649.9842158,23502452.7706138,23952914.0093104
22576949.0113705,23117543.3010842,22171164.2609822,21219225.7008537,20285536.1011831,23501804.3506439,23953263.7174799
22577305.9205879,23116948.7106251,22171710.7188646,21219460.6986216,20285422.3711677,23501155.9077853,23953613.4472158
22577662.92143,23116354.1480391,22172257.263023,21219695.6938006,20285308.655645,23500507.4947212,23953963.3536976
22578019.9773101,23115759.5922284,22172803.841852,21219930.8023175,20285195.0985511,23499859.1426212,23954313.4584989
22578377.087492,23115165.1348018,22173350.494129,21220165.8928961,20285081.6680319,23499210.8232093,23954663.6497322
22578734.2940032,23114570.6969974,22173897.1783969,21220401.0276764,20284968.2760091,23498562.4666679,23955013.7827771
22579091.6634712,23113976.290311,22174443.9790422,21220636.1947999,20284854.9847334,23497914.1267066,23955364.1603339
22579449.1147676,23113381.9317322,22174990.8175599,21220871.3842153,20284741.8290274,23497265.8824591,23955714.5570432
22579806.5378037,23112787.584732,22175537.7696883,21221106.6667937,20284628.7398501,23496617.581081,23956065.1083345
22580164.1301621,23112193.3208144,22176084.7413404,21221341.9622187,20284515.8157845,23495969.2953692,23956415.7137252
22580521.8060005,23111599.0716612,22176631.8133399,21221577.3032337,20284402.9202889,23495321.1298801,23956766.5359303
22580879.5398457,23111004.8517018,22177178.9446482,21221812.656893,20284290.204902,23494672.8763833,23957117.3441495
22581237.3744673,23110410.663172,22177726.0802207,21222048.0891188,20284177.5371442,23494024.6583672,23957468.2978904
22581595.3369865,23109816.5262667,22178273.3807286,21222283.5189771,20284064.9629491,23493376.4798132,23957819.280462
22581953.3807774,23109222.4286214,22178820.7204121,21222518.9984193,20283952.4896893,23492728.273023,23958170.461011
22582311.45038,23108628.3862046,22179368.1497756,21222754.6134806,20283840.1292137,23492080.1759904,23958521.7262157
22582669.6612651,23108034.3690493,22179915.6337699,21222990.144977,20283727.9049991,23491432.084939,23958873.0695274
22583027.8836618,23107440.3832687,22180463.1222156,21223225.725044,20283615.7322039,23490783.9254695,23959224.526169
22583386.2472293,23106846.4317753,22181010.7474953,21223461.3827086,20283503.6929818,23490135.8580958,23959576.0571509
22583744.7238098,23106252.5268063,22181558.430377,21223697.0427822,20283391.7053781,23489487.7854521,23959927.7028422
22584103.2770201,23105658.6958789,22182106.160861,21223932.8510809,20283279.9063469,23488839.7915661,23960279.4421148
22584461.8887579,23105064.8731915,22182653.9522492,21224168.5717136,20283168.1130911,23488191.7248247,23960631.349426
22584820.6203987,23104471.0558385,22183201.866173,21224404.4032126,20283056.4639077,23487543.7816303,23960983.2479333
22585179.3950359,23103877.3274576,22183749.8125969,21224640.2316972,20282944.9047444,23486895.7642096,23961335.3242997
22585538.2688914,23103283.6004428,22184297.7879961,21224876.1395416,20282833.4867567,23486247.7926739,23961687.4845963
22585897.2594743,23102689.9439517,22184845.9338063,21225112.0477139,20282722.119538,23485599.8054218,23962039.7343378
22586256.3178003,23102096.3505738,22185394.0248007,21225348.0598993,20282610.8675331,23484951.9605867,23962392.106358
22586615.4410077,23101502.7130214,22185942.2387674,21225584.0506662,20282499.7458959,23484304.0371215,23962744.5735636
22586974.6639639,23100909.1631346,22186490.6117698,21225820.0790644,20282388.7116485,23483656.1439913,23963097.1536611
22587333.9964923,23100315.6842169,22187038.9158025,21226056.1557756,20282277.7272647,23483008.2808048,23963449.8203675
22587693.3666725,23099722.1901507,22187587.3281334,21226292.3217852,20282166.8844892,23482360.4400141,23963802.5910715
22588052.8806614,23099128.7933275,22188135.8470809,21226528.4562526,20282056.1236727,23481712.6345542,23964155.4604475
22588412.4841491,23098535.4147179,22188684.489641,21226764.6847811,20281945.5154222,23481064.8473068,23964508.5056539
22588772.1357993,23097942.0049448,22189233.0428471,21227000.8849823,20281834.9792671,23480417.0470505,23964861.4933729
22589131.8644444,23097348.7227495,22189781.7685532,21227237.2328076,20281724.5234778,23479769.2478983,23965214.7522077
22589491.6622046,23096755.4378499,22190330.5374336,21227473.5050692,20281614.1576465,23479121.500206,23965568.0185152
22589851.6243986,23096162.2124364,22190879.3523485,21227709.9067939,20281503.9352959,23478473.7951782,23965921.3893218
22590211.6645377,23095568.9623417,22191428.2953489,21227946.2827624,20281393.7669318,23477826.1059984,23966274.8278534
22590571.7141904,23094975.8247881,22191977.2598933,21228182.7155652,20281283.7662482,23477178.4129964,23966628.4426014
22590931.909099,23094382.7465022,22192526.265344,21228419.2287571,20281173.8311758,23476530.7412259,23966982.0927243
22591292.1786905,23093789.6270332,22193075.4063967,21228655.7005611,20281063.9944138,23475883.1519728,23967335.9113933
22591652.5074038,23093196.5967045,22193624.5810534,21228892.2924694,20280954.2724164,23475235.5161464,23967689.8374229
22592012.9520469,23092603.6185939,22194173.8096943,21229128.912406,20280844.6171364,23474587.8917738,23968043.7913792
22592373.5095904,23092010.6411071,22194723.1674933,21229365.5420876,20280735.0860365,23473940.3396463,23968397.909259
22592734.1045636,23091417.7066645,22195272.554618,21229602.2179439,20280625.6553727,23473292.737888,23968752.0309102
22593094.7850942,23090824.8449711,22195821.9894445,21229838.9183034,20280516.3027768,23472645.1972642,23969106.3735907
22593455.5662248,23090232.0351935,22196371.4807327,21230075.6795492,20280407.0719527,23471997.6773007,23969460.7459745
22593816.4056832,23089639.1750726,22196921.0845634,21230312.4578901,20280297.9540366,23471350.1835965,23969815.2721253
22594177.4061019,23089046.4224392,22197470.7468306,21230549.3226255,20280188.9366805,23470702.6798353,23970169.8036399
22594538.4248368,23088453.7633476,22198020.4579674,21230786.2252268,20280080.0042217,23470055.2613483,23970524.5111109
