pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575879.6619456,23119327.8467517,22169525.972869,21218521.3262975,20285880.1880822,23503749.9455209,23952216.1138618
22576236.3074526,23118731.5367235,22170071.2142328,21218756.54675,20285762.6191397,23503103.1982938,23952563.1599855
22576591.6784724,23118137.2557861,22170617.7962423,21218990.0459012,20285648.0990817,23502453.3674862,23952912.9181552
22576947.9778638,23117542.8724858,22171164.4844681,21219222.5655188,20285536.4797941,23501803.0967667,23953265.2493344
22577306.3759422,23116949.0677406,22171711.0504278,21219459.0867434,20285421.6616356,23501156.3497856,23953613.4856998
22577661.931766,23116353.4588446,22172256.2750948,21219696.8702268,20285308.3060744,23500510.4574332,23953963.8092547
22578021.0255165,23115759.6093547,22172802.7018298,21219931.9969299,20285197.4450206,23499858.7381525,23954313.4343115
22578376.1939453,23115163.2869301,22173350.1773933,21220165.4310927,20285079.5964081,23499211.3296382,23954663.633587
22578734.910351,23114568.2872681,22173896.7552935,21220401.438881,20284967.2834971,23498562.6651003,23955014.2779719
22579091.5192581,23113975.4450902,22174444.4562813,21220637.5166336,20284853.6305173,23497914.7998325,23955366.2010217
22579449.9755466,23113381.390467,22174991.4706401,21220871.3261759,20284742.0064393,23497266.9027377,23955714.5833373
22579805.430772,23112788.8391892,22175538.8456932,21221107.5369766,20284628.6438763,23496616.554035,23956065.3661025
22580164.6836765,23112192.2489383,22176085.7812955,21221342.497029,20284515.500943,23495969.843296,23956415.6757988
22580521.2990978,23111600.0753533,22176632.7247867,21221577.0947335,20284404.5513264,23495319.3170447,23956765.4378396
22580878.5212303,23111004.24814,22177179.4301845,21221814.7105484,20284290.38504,23494673.1459001,23957117.7251896
22581238.4819627,23110412.1864808,22177726.3971973,21222051.0154298,20284177.6850083,23494024.684059,23957467.0657998
22581595.6136411,23109815.8670337,22178273.7629831,21222284.8958115,20284066.3634678,23493376.3311243,23957818.5083485
22581952.6575166,23109222.6361675,22178820.9927513,21222520.0121736,20283952.959753,23492727.4413577,23958169.4408326
22582312.604592,23108627.1807296,22179368.6104068,21222755.8087674,20283840.8574972,23492080.5103152,23958522.0408014
22582668.5118942,23108033.6414553,22179916.3350525,21222990.8884681,20283727.8290288,23491431.9425602,23958873.7597275
22583028.7475007,23107439.7228644,22180460.83141,21223224.6923222,20283616.9577363,23490785.5342395,23959223.5061365
22583385.9686804,23106844.5244767,22181011.7078535,21223460.6713265,20283504.4725168,23490136.97532,23959577.0881388
22583744.3447031,23106252.145043,22181558.6778438,21223697.6227774,20283392.5515746,23489488.7821724,23959926.8563115
22584103.6014543,23105659.5030534,22182105.5607841,21223933.3393911,20283279.9326887,23488838.8462994,23960280.0116494
22584461.5676507,23105065.6430376,22182653.2197733,21224170.3272016,20283170.2804346,23488191.9326769,23960632.301814
22584821.1379885,23104469.3734772,22183201.1000562,21224405.8795586,20283056.4483543,23487545.2261406,23960983.6366401
22585179.3464628,23103876.7808967,22183749.9966802,21224638.8753692,20282944.5325399,23486896.8708247,23961335.1680401
22585537.8605531,23103284.8115767,22184296.4693378,21224878.5153177,20282833.8960398,23486247.347961,23961688.4146509
22585895.3581369,23102691.2752479,22184846.209594,21225112.7862066,20282721.8318886,23485599.2747915,23962040.6792567
22586257.5789293,23102096.2443099,22185393.8242836,21225348.2687772,20282611.8347741,23484952.330864,23962390.9601329
22586615.4926821,23101503.8085831,22185944.0509023,21225583.497237,20282499.7644591,23484304.6205238,23962745.6701344
22586974.6799651,23100908.6822271,22186491.2555609,21225821.2168871,20282388.6286424,23483657.3208712,23963096.7956747
22587334.2979454,23100316.2794123,22187038.0288725,21226055.1231435,20282277.5570443,23483008.5136229,23963450.4042414
22587693.1219112,23099720.9437518,22187585.2729423,21226292.2030526,20282167.0661857,23482362.8801503,23963802.5007901
22588051.2870723,23099129.2123138,22188135.5174583,21226527.6630444,20282056.7443382,23481711.4234105,23964154.0657657
22588412.3240465,23098535.5924344,22188684.1413375,21226764.4119479,20281945.6949341,23481066.0161749,23964510.3157088
22588772.5348471,23097942.1335554,22189233.1157163,21227002.0424732,20281836.4486821,23480416.0742257,23964862.5950702
22589132.0956293,23097346.8830689,22189779.7497622,21227237.3081132,20281726.2870428,23479769.3739856,23965217.4082802
22589491.9205083,23096756.6644863,22190332.3062381,21227473.8959105,20281613.1762219,23479122.8044033,23965569.0841267
22589852.2247441,23096164.2684508,22190878.4299557,21227709.1936242,20281503.4504458,23478472.6821797,23965922.8652595
22590210.6747503,23095567.6991456,22191430.7048851,21227945.6807342,20281393.6723484,23477825.1948195,23966276.6890549
22590571.7341741,23094975.4926152,22191976.4957198,21228181.405318,20281283.3376521,23477181.0847438,23966629.7537975
22590930.1574189,23094381.3351245,22192525.7029336,21228420.1149581,20281173.3350493,23476529.6046347,23966983.963705
22591294.1505141,23093789.5028008,22193075.1286625,21228657.3171745,20281063.7036543,23475883.0122791,23967336.2563889
22591651.172313,23093195.0415937,22193624.175936,21228892.425417,20280953.5608289,23475235.5354815,23967690.5363014
22592011.9626722,23092602.8656151,22194175.2095657,21229128.252866,20280844.2758498,23474588.6788585,23968043.4139914
22592373.8943649,23092011.892588,22194723.7135957,21229363.7413221,20280734.5629745,23473940.5564474,23968397.3063199
22592734.9822555,23091415.9929118,22195272.884464,21229602.9963812,20280627.3428452,23473293.9563552,23968752.754039
22593096.1272691,23090827.1281794,22195822.3362046,21229839.36791,20280515.5004951,23472645.543255,23969106.1760523
22593455.6235751,23090232.3494555,22196371.378434,21230076.1114422,20280407.8144923,23471997.8889442,23969461.316153
22593815.0231761,23089639.0451396,22196921.8384598,21230313.2994949,20280299.1101562,23471349.9604782,23969814.4666812
22594179.5452541,23089046.0261445,22197471.7251506,21230549.9576864,20280189.1060957,23470703.5123093,23970168.3733907
22594538.1985521,23088453.4636502,22198019.5337633,21230787.0037709,20280080.3788637,23470055.1383093,23970526.582282
22594898.2515972,23087861.2185802,22198571.6912413,21231022.3872584,20279971.5583267,23469406.3224519,23970881.241894
22595262.5240574,23087268.8054843,22199119.6724587,21231261.0589991,20279861.8274944,23468760.1433127,23971234.3598341
22595621.1086203,23086675.7912149,22199670.2448649,21231496.0547345,20279753.4332979,23468113.8613584,23971589.8455963
22595983.4150924,23086084.2699315,22200220.4378887,21231734.9551553,20279645.8938086,23467465.9053844,23971945.0711983
22596344.6435428,23085491.4682325,22200769.1601211,21231970.2819385,20279538.6508501,23466817.7965869,23972301.3511777
22596704.184605,23084897.9039987,22201318.7256418,21232209.0394967,20279430.6516439,23466172.0788257,23972653.0627312
22597070.2472386,23084306.5349051,22201869.3207622,21232445.577982,20279320.9082485,23465523.1153514,23973010.279544
22597429.0910141,23083713.8493037,22202418.87806,21232683.478513,20279213.6705681,23464877.8381404,23973365.8372342
22597793.3759927,23083121.440751,22202972.6431314,21232919.9231019,20279103.3630973,23464229.3317904,23973720.6512253
22598152.9272828,23082528.9029554,22203520.9910735,21233157.8109788,20278996.2583184,23463581.2388745,23974077.2515753
22598515.3258176,23081934.4988955,22204071.3926884,21233394.1357857,20278889.1994855,23462935.7290328,23974430.6919783
22598879.0552774,23081342.7137443,22204622.0497238,21233630.5144775,20278780.0080664,23462288.5394622,23974788.550919
22599240.929014,23080751.4907754,22205170.8722994,21233870.2995406,20278673.0967836,23461641.0432802,23975143.8037626
22599603.105577,23080161.0761752,22205725.3491487,21234106.0935789,20278565.6662557,23460993.7810349,23975501.6361098
22599963.7464912,23079567.9431206,22206273.4638074,21234344.4256967,20278458.1811821,23460345.1081528,23975857.3107025
22600326.2450311,23078976.856798,22206825.8204405,21234581.6771327,20278351.8841594,23459697.8835242,23976213.7583584
22600690.1311787,23078383.5742528,22207374.7122159,21234818.8582043,20278243.3313508,23459051.0771656,23976569.8370086
22601052.8884537,23077791.0000133,22207926.4233093,21235056.9106008,20278135.6580106,23458403.0513968,23976925.3427751
22601415.9045014,23077198.6251581,22208477.7586896,21235293.8960145,20278028.2175206,23457757.8605222,23977284.1340809
22601775.5985211,23076608.3399554,22209027.8622064,21235531.8931753,20277923.0427373,23457110.6391086,23977640.0642389
22602139.4803628,23076015.8147477,22209579.6025918,21235770.8805089,20277814.4575211,23456462.7595483,23977996.8268807
22602502.843785,23075425.1464937,22210131.9403277,21236007.9936877,20277710.7092685,23455816.6426952,23978353.287988
22602865.8919428,23074833.4181074,22210682.7579808,21236243.8582858,20277601.8530126,23455172.1629635,23978710.0817385
22603229.4351172,23074238.6261823,22211233.3236296,21236483.0247723,20277496.8843351,23454521.4443422,23979067.143808
22603592.1936455,23073648.7291586,22211786.697664,21236720.3886246,20277390.3168312,23453874.497071,23979424.7332102
22603956.0136204,23073055.6285752,22212336.9320038,21236956.9287656,20277283.4915457,23453229.0677374,23979782.6380268
22604320.7004674,23072464.5678557,22212889.0278202,21237197.1787753,20277177.4180689,23452582.5907526,23980140.2891304
22604681.2298208,23071875.1899276,22213439.3094487,21237434.8336645,20277071.9855572,23451935.5977561,23980497.3615398
22605047.4626557,23071283.3223656,22213991.715255,21237670.9273185,20276966.3608706,23451290.2578209,23980854.7973546
22605409.4481517,23070689.9882724,22214544.5363547,21237910.7367522,20276858.7916431,23450641.3163137,23981213.4786338
22605772.5062125,23070101.1846836,22215095.7330875,21238149.0871328,20276753.5065894,23449994.1015219,23981570.3512342
22606136.8730713,23069506.8650506,22215647.0195087,21238388.875412,20276647.9300063,23449348.7823493,23981928.2698946
22606500.1438263,23068916.8319333,22216200.5015879,21238628.5157792,20276541.2060542,23448700.2841266,23982286.5312515
22606867.1940693,23068326.5191617,22216752.8637959,21238863.743465,20276435.5781774,23448053.7346553,23982644.6303079
22607229.1386123,23067733.1744611,22217303.1338832,21239103.7026247,20276331.8495209,23447406.3372135,23983003.1579791
22607594.480648,23067140.3924183,22217857.522594,21239340.1349184,20276224.4781286,23446761.2957151,23983360.98609
22607957.8163966,23066549.7177817,22218406.3321219,21239576.9201832,20276120.5949349,23446113.7367037,23983718.7409605
22608322.3406106,23065959.8010438,22218960.0638415,21239817.697481,20276015.847083,23445467.3245442,23984078.5615993
22608684.8364755,23065369.5927858,22219512.5148141,21240053.5224947,20275911.5259323,23444821.0909146,23984437.0336785
22609049.9541395,23064776.5797593,22220064.7815067,21240293.8962703,20275804.3366651,23444173.713447,23984795.3398316
22609414.2161785,23064185.3862187,22220617.7744205,21240531.3234863,20275702.125049,23443527.479445,23985154.8485592
22609779.7934746,23063594.8740061,22221170.331459,21240768.94144,20275595.9934366,23442878.9167654,23985512.3953409
22610144.0431253,23063005.1303797,22221721.1657697,21241008.6687195,20275489.1545936,23442234.2027092,23985870.3984878
22610508.6172191,23062413.1058257,22222275.7797816,21241247.3839137,20275387.6143246,23441587.2615992,23986233.3393538
22610875.4619367,23061821.1961128,22222827.8155531,21241485.5988332,20275280.1306523,23440940.7106908,23986589.7810296
22611238.1176457,23061231.3444423,22223381.5451684,21241724.1450401,20275176.9912362,23440292.555375,23986951.2051438
