pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575879.467403,23119327.4226558,22169524.6281076,21218521.2607561,20285878.6277119,23503750.3442744,23952215.2406222
22576236.2449244,23118732.7803985,22170070.9950941,21218756.1887394,20285764.4440365,23503101.92224,23952564.5620672
22576593.1566817,23118137.9428902,22170617.3869547,21218991.1228677,20285650.2542293,23502453.4505281,23952913.9605202
22576950.0522248,23117543.4401198,22171163.874851,21219226.285815,20285536.3210258,23501805.2487705,23953263.429938
22577306.9751454,23116948.8789855,22171710.4567918,21219461.3993266,20285422.6789318,23501156.6817241,23953613.2255973
22577664.2488102,23116354.2927893,22172257.0920784,21219696.5036887,20285308.9955614,23500508.1178458,23953963.2227724
22578021.2996088,23115759.7970728,22172803.6176762,21219931.6116177,20285195.376778,23499859.7552514,23954313.3375324
22578378.4135315,23115165.3292371,22173350.2197649,21220167.0328311,20285081.8527132,23499211.5315592,23954663.9038964
22578735.5568786,23114570.6856531,22173896.7231732,21220402.2196436,20284968.6367619,23498563.0936798,23955014.4162679
22579092.9398114,23113976.0698227,22174443.7488518,21220637.6650792,20284855.4710682,23497914.6727487,23955364.8791438
22579450.1879105,23113381.8692497,22174990.6497944,21220873.0052995,20284742.427459,23497266.2956607,23955715.3025487
22579807.5021581,23112787.6422633,22175537.3097047,21221107.9910759,20284629.3457255,23496618.0303856,23956065.4527317
22580165.1222444,23112193.2206624,22176084.358871,21221343.5307915,20284516.2369765,23495969.699296,23956415.6799888
22580522.9857905,23111598.986722,22176631.4955844,21221578.5787236,20284403.1119641,23495321.9525603,23956766.2553508
22580880.6783633,23111004.5717982,22177178.4831735,21221813.7353835,20284290.5451269,23494673.8896277,23957117.5178137
22581238.3518262,23110410.6114676,22177725.7184208,21222049.1759587,20284177.9195953,23494025.8588669,23957468.6790414
22581596.2199884,23109816.3829806,22178273.4384549,21222284.3508002,20284065.6176806,23493377.8119034,23957819.6409878
22581954.3849039,23109222.2025528,22178820.8880919,21222519.7885352,20283953.1367085,23492729.2910188,23958170.8971742
22582312.4266347,23108628.5709391,22179368.198651,21222755.4125129,20283840.7791153,23492080.8104902,23958522.2230376
22582670.840333,23108034.8327826,22179915.5121537,21222991.2278159,20283728.5112262,23491432.4104955,23958873.6937799
22583028.9871923,23107440.7451433,22180463.3623689,21223226.7045522,20283616.5069881,23490784.4863836,23959224.9742501
22583387.22572,23106846.7708114,22181011.0917338,21223462.2082273,20283504.5700487,23490136.2987908,23959576.1742951
22583745.5191381,23106252.6604248,22181558.6490791,21223697.9577531,20283392.500545,23489488.3441021,23959927.8621365
22584104.0034198,23105658.9705123,22182106.4904995,21223933.6362603,20283280.5474639,23488840.2930883,23960279.4901259
22584462.3640478,23105064.8314028,22182654.0830826,21224169.463512,20283168.6577008,23488192.2045107,23960631.5475816
22584820.8669111,23104471.2096839,22183201.9630654,21224405.3589993,20283057.1947854,23487544.0793579,23960983.1343183
22585179.8105239,23103877.2852348,22183749.6672976,21224641.3516173,20282945.6784053,23486896.2075294,23961335.3946849
22585538.5968033,23103283.258637,22184297.8988056,21224877.1721602,20282834.4926746,23486247.8163548,23961687.4297452
22585897.3394663,23102689.3242382,22184845.9487076,21225113.1180255,20282722.9532882,23485599.9300549,23962039.6841921
22586256.3440234,23102095.5630678,22185394.0091365,21225348.9385501,20282611.7002,23484952.1165747,23962392.0410983
22586615.7024025,23101501.9454048,22185942.423737,21225584.971694,20282500.3947767,23484304.0499754,23962744.3371178
22586974.6440277,23100908.3912206,22186491.0304701,21225821.3165622,20282389.0951949,23483656.2180623,23963096.9734897
22587334.0475578,23100314.8911848,22187039.5960591,21226057.3327246,20282278.1450407,23483008.4897503,23963449.7069926
22587693.7755805,23099721.4620572,22187588.1760551,21226293.3814835,20282167.4141624,23482360.5492134,23963802.5616191
22588053.3038748,23099128.1069852,22188136.6921489,21226529.3910541,20282056.6600118,23481712.9133483,23964155.3518554
22588412.9706622,23098535.0033258,22188685.3544557,21226765.4677722,20281945.8673837,23481064.9820248,23964508.4841705
22588772.6685454,23097941.6520277,22189233.9383703,21227001.5843488,20281835.0907901,23480417.0757054,23964861.3944192
22589132.3564447,23097348.2937277,22189782.587398,21227237.9758782,20281724.4924352,23479769.6551474,23965214.4946888
22589492.1351023,23096755.116075,22190331.4484572,21227474.280144,20281614.0658923,23479121.7771787,23965568.3902763
22589852.2823325,23096162.0718604,22190880.1690186,21227710.8997654,20281503.6432654,23478473.8790998,23965922.3647783
22590212.3166514,23095568.6221457,22191429.2135122,21227947.5733254,20281393.388342,23477825.9994819,23966275.5143284
22590572.1018643,23094975.5180612,22191978.2416766,21228184.2957538,20281283.2622003,23477178.3717814,23966628.9576509
22590932.4008332,23094382.2980501,22192527.1345254,21228420.7928512,20281173.2391261,23476530.8166077,23966982.5477914
22591292.5406264,23093789.1933077,22193076.3433437,21228657.261912,20281063.2310544,23475883.3328373,23967336.1511725
22591652.9710175,23093196.2591938,22193625.4119456,21228893.698516,20280953.5903397,23475235.7078852,23967689.8607616
22592013.6769356,23092603.4111695,22194174.6233845,21229130.2738073,20280843.9263392,23474587.9606957,23968043.7216352
22592374.0363557,23092010.6893627,22194723.7911395,21229366.7483649,20280734.0812295,23473940.2937852,23968398.0464645
22592734.7286165,23091417.5853922,22195273.4274072,21229603.2532127,20280624.5153771,23473292.4568208,23968752.4642278
22593095.3173951,23090824.8884517,22195822.980676,21229839.9054346,20280515.5505838,23472645.0127927,23969107.1740903
22593456.2366847,23090231.8480237,22196372.3911464,21230076.3479524,20280406.0782287,23471997.4715262,23969461.4215042
22593817.1367693,23089638.9681572,22196921.8029186,21230313.4671138,20280296.7603253,23471349.6560882,23969815.8387893
22594178.3352481,23089046.1628609,22197471.4680734,21230550.4042967,20280187.7765587,23470702.2349768,23970170.3922656
22594539.4156231,23088453.5697483,22198021.1386524,21230787.0384085,20280078.7100084,23470054.8569039,23970525.2629972
22594900.6027597,23087860.7064987,22198571.0259563,21231024.35106,20279969.9446255,23469407.1490425,23970879.8353242
22595261.8910058,23087268.0047965,22199120.9930697,21231261.1295984,20279861.1241466,23468759.7822247,23971234.9513973
22595623.2725691,23086674.981259,22199670.9749716,21231498.1353315,20279752.5288073,23468112.4270078,23971589.7571347
22595984.7606955,23086082.2288977,22200220.6323165,21231735.2679812,20279643.8462738,23467465.1198083,23971944.6044477
