pr1_1,pr1_2,pr1_3,pr1_4,pr1_5,pr1_6,pr1_7
22575897.8860221,23119403.4909982,22169468.8191532,21218527.4854755,20285889.8653221,23503683.1331371,23952229.0467574
22576256.2468763,23118809.904688,22170013.2804621,21218761.531744,20285776.0346676,23503032.5789808,23952579.9321652
22576609.8062147,23118213.728492,22170559.3629373,21218995.9334599,20285659.1200394,23502385.697855,23952928.0709569
22576969.058521,23117618.6459814,22171106.1273429,21219233.1018615,20285545.0066523,23501736.2048935,23953277.3338686
22577325.6733582,23117026.3987698,22171651.6548906,21219467.8444378,20285432.1557287,23501086.9409682,23953627.9500703
22577682.398325,23116431.453398,22172198.790696,21219702.2536039,20285320.7969043,23500439.4476816,23953977.6293513
22578041.2163063,23115834.2555178,22172744.9240298,21219938.5503915,20285204.66204,23499792.773304,23954328.7904654
22578395.587069,23115240.2622913,22173291.8225762,21220171.6413201,20285093.3501302,23499143.9063406,23954677.862571
22578753.0475019,23114647.8048157,22173839.6082854,21220408.384724,20284980.8984794,23498494.2866718,23955027.6312275
22579111.5382067,23114051.5133822,22174387.7955623,21220643.0360483,20284865.6834348,23497847.3766258,23955379.7212233
22579468.5181658,23113458.8425229,22174933.0057606,21220878.6141961,20284752.8896692,23497200.6924033,23955728.255143
22579826.754234,23112864.6128195,22175478.9712842,21221114.7103392,20284639.2910676,23496551.2769724,23956079.6645628
22580183.3957467,23112271.3815462,22176025.3919873,21221349.5650576,20284528.0691794,23495902.0618237,23956432.2649821
22580539.8093438,23111674.9392427,22176575.5475101,21221583.9945557,20284413.4969136,23495254.418325,23956781.8545915
22580899.1489324,23111080.2806031,22177120.8339023,21221817.4530751,20284302.3877202,23494607.7963275,23957132.5019235
22581255.4940576,23110486.0846544,22177667.2359464,21222054.6474889,20284188.615569,23493957.3048945,23957483.0713502
22581615.1073445,23109892.2649381,22178216.4220453,21222290.5817369,20284074.7512671,23493311.0009934,23957833.1030364
22581971.8991107,23109296.6877546,22178763.1795815,21222526.8009974,20283962.2209895,23492660.4501079,23958187.124517
22582331.5493608,23108703.9319582,22179309.6064226,21222762.3290631,20283851.7523358,23492014.936897,23958536.7828247
22582688.400083,23108110.3564648,22179857.7432849,21222997.2832554,20283737.68713,23491362.8382899,23958887.632526
22583046.9802429,23107516.6674358,22180404.9776637,21223231.2679518,20283628.1009685,23490718.5602057,23959239.9896094
22583405.5075681,23106922.6632255,22180950.7991866,21223467.1915547,20283513.8163172,23490067.4626091,23959589.6621278
22583763.1191653,23106328.4696515,22181499.2892298,21223704.7188916,20283403.7045574,23489420.212572,23959940.6748375
22584123.0317429,23105735.7512672,22182048.1044171,21223938.3318867,20283292.006323,23488771.432665,23960294.2685371
22584481.0290154,23105142.6392603,22182596.1692129,21224175.4168623,20283178.8583897,23488124.3129171,23960645.4549259
22584838.7994962,23104548.0338828,22183144.0811451,21224409.5931289,20283068.9068993,23487476.4767113,23960999.1003135
22585197.5314305,23103953.9834513,22183692.0574534,21224647.2914143,20282954.7557202,23486826.8876314,23961350.9411648
22585557.0223625,23103358.8398048,22184240.4112784,21224883.0245946,20282844.3446352,23486179.4910757,23961701.7362392
22585915.6252541,23102765.0785616,22184789.5392211,21225118.6419183,20282734.3044128,23485531.7343727,23962054.4981647
22586273.4817951,23102172.957806,22185334.3411915,21225354.9274678,20282621.7902532,23484883.8063099,23962408.423101
22586632.2930873,23101577.5982427,22185885.3285794,21225590.8281488,20282509.5805295,23484235.6395786,23962761.9178339
22586993.7010716,23100985.4482281,22186432.5779953,21225826.7275504,20282399.7951353,23483589.7678797,23963112.3900165
22587354.1528524,23100391.2223287,22186979.1140601,21226063.4920792,20282289.1812646,23482938.8162326,23963466.4808567
22587710.4284764,23099797.5959713,22187529.0637388,21226296.3701246,20282177.8743351,23482292.4944694,23963817.5257265
22588072.14737,23099203.5179055,22188076.8556202,21226534.076099,20282068.9438055,23481645.1904336,23964170.8190727
22588429.652071,23098611.9076323,22188626.6897343,21226769.3013227,20281956.6962932,23480997.8157404,23964522.9900695
22588792.5806896,23098017.4014309,22189174.4639213,21227008.1428451,20281847.5027826,23480350.0612735,23964876.0893665
22589151.9944513,23097425.7915559,22189722.7233274,21227245.9968345,20281735.0562059,23479700.5411436,23965228.1103453
22589511.5507114,23096832.6033581,22190272.7770716,21227478.6260324,20281625.7202403,23479055.7172579,23965581.6175542
22589870.5491621,23096237.4295293,22190819.6415988,21227715.7164015,20281516.9114012,23478406.6010256,23965937.1036597
22590230.7023539,23095645.2195935,22191369.7044368,21227952.8401676,20281403.0024744,23477757.1399121,23966290.2029446
22590590.358742,23095052.260251,22191920.1106916,21228191.4782321,20281296.8995253,23477111.0478551,23966643.0344363
22590953.0404626,23094459.1155188,22192469.1629205,21228426.3303384,20281185.1052887,23476464.303158,23966997.0313699
22591311.3406951,23093866.2529498,22193017.0635236,21228662.7663834,20281074.9587187,23475815.8677045,23967350.142571
22591671.4815452,23093274.2793798,22193566.9213823,21228899.9780467,20280967.1432819,23475168.6520772,23967704.9373067
22592031.2304968,23092680.6671916,22194114.0000141,21229136.3254252,20280856.2802306,23474521.1865524,23968059.8918022
22592392.037709,23092085.7402909,22194662.820974,21229372.3309545,20280747.3506452,23473873.0692197,23968411.8507372
22592753.3724237,23091494.7200383,22195213.4862628,21229608.187161,20280635.9558623,23473226.511766,23968766.2364489
22593112.9555773,23090901.0286164,22195762.9846194,21229845.1324741,20280528.9095941,23472578.1647987,23969120.903883
22593474.2964455,23090305.8570897,22196312.9716409,21230082.466813,20280421.2571847,23471931.2035454,23969475.764038
22593834.0615164,23089714.1270683,22196864.1103838,21230318.9159612,20280309.9039367,23471283.3575836,23969830.3723561
22594196.0452344,23089121.4605364,22197411.9519987,21230555.4556925,20280199.2199384,23470637.8978981,23970184.3592626
22594559.2213254,23088527.7927414,22197961.2360917,21230791.6859447,20280090.938744,23469986.9711505,23970539.5311819
22594918.1134467,23087936.7989164,22198511.5606113,21231030.3997236,20279983.6355454,23469340.1661076,23970896.194139
22595279.9619144,23087344.093524,22199062.0559444,21231265.2297252,20279874.5233182,23468692.964822,23971249.3986326
22595641.1197002,23086751.2158326,22199613.5957923,21231502.0481539,20279764.1935782,23468047.2531252,23971604.0481209
22596000.666912,23086159.2124554,22200161.5060912,21231740.8809644,20279657.9085461,23467397.3614777,23971958.8514631
22596364.7589271,23085565.8534472,22200711.6743248,21231978.3317688,20279547.6078895,23466750.4865228,23972312.8377035
22596725.2820086,23084972.9550704,22201261.8116389,21232215.0522389,20279439.2876593,23466103.1739535,23972670.5169017
22597086.8738359,23084380.9793725,22201811.9953023,21232452.0590743,20279331.4901008,23465453.8957031,23973024.5305987
22597448.5641637,23083789.5040311,22202362.0562658,21232690.528037,20279224.0342529,23464807.1189329,23973382.225787
